"lang"
{ 
	"Language" "hungarian" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"AKCIÓ!"
    "DOTA_TI9_FrontPage_CustomGame_Text"    "Etesd csapatod Mo'rokaiját olyan különleges megosztott képességek feloldásához, amelyek segíteni fognak az ellenség bázisának elpusztításában e hamarosan érkező játékmódban."
    "DOTA_TI9_FrontPage_PartyFinder_Title"   "Társaságkereső"
    "DOTA_TI9_FrontPage_PartyFinder_Text"    "Adj szórakoztató csapattársakat társaságkeresődhöz, majd hívd mindegyiküket meccsbe egyetlen kattintással."
    "DOTA_TI9_FrontPage_AvoidPlayers_Title"   "Játékoselkerülési lista"
    "DOTA_TI9_FrontPage_AvoidPlayers_Text"    "Jelölj meg kiszűrendő játékosokat, és a meccskereső nem fogja őket a csapatodba tenni."
    "DOTA_TI9_FrontPage_ArcanaVote_Title"   "Titokzatos-szavazás"
    "DOTA_TI9_FrontPage_ArcanaVote_Text"    "Vedd ki a részed annak eldöntéséből, melyik hős kapja a következő Titokzatost."
	"DOTA_TI9_FrontPage_Morokai_Coming_Soon"   "Hamarosan"
    "DOTA_TI9_FrontPage_Morokai_Title"   "A Mo'rokaik Haragja - Hamarosan jön"
    "DOTA_TI9_FrontPage_Terrain_Label"   "Új terep"
    "DOTA_TI9_FrontPage_Terrain_Title"   "Benőtt Birodalom"
    "DOTA_TI9_FrontPage_Terrain_Text"    "Vár a határait próbára tenni elég bátor külvilágiak által Vadfolyamnak nevezett egyedi terep sötét vadonja."
    "DOTA_TI9_FrontPage_Axe_Title"   "Axe Elszabadul"
    "DOTA_TI9_FrontPage_Axe_Text"    "Eltévedve egy különös vidéken értékes névadója nélkül, Axe pontosan ott van, ahol lenni szeretne!"
    "DOTA_TI9_FrontPage_TreasureI_Title"   "Halhatatlan Kincs I | 2019"
	"DOTA_TI9_FrontPage_BattlePassConsumables_Title"	"Elhasználhatók"
	"DOTA_BattlePass_BattlePassConsumablesTooltip_PointsEarned"	"Kiásott pontok"

	// TI9 Rewards line
	"DOTA_TI9_Announcer_Pack"			"Dark Willow Bemondó-csomag"
	"DOTA_TI9_BattlePass_Level75Reward_Soon"				"Dark Willow Bemondó"
	"DOTA_TI9_BattlePass_Level182Reward_Soon"				"Egyedi creepek"
	"DOTA_TI9_BattlePass_Level255Reward_Soon"				"Tiny Presztízs tárgy"
	"DOTA_TI9_BattlePass_Level305Reward_Soon"				"Invoker hősavatár"
	"DOTA_TI9_BattlePass_Level365Reward_Soon"				"Earthshaker Titokzatos"
	"DOTA_TI9_BattlePass_Level425Reward_Soon"				"Axe Elszabadul"

	"DOTA_TI9_BattlePass_Level150Reward_Bonus"				"Mo'rokai:<br>Pontlimit 3000-re növelve<br>Hetente 2 bónuszzseton"
	"DOTA_TI9_BattlePass_Level252Reward_Bonus"				"Mo'rokai:<br>Pontlimit 4000-re növelve<br>Hetente 3 bónuszzseton"
	"DOTA_TI9_Custom_Game_Point_Base"						"Mo'rokai:<br>2000 pontlimit<br>Hetente 1 bónuszzseton"
	
	"DOTA_TI9_Prestige_Item_Coming_Soon" 				"Presztízs tárgy"
	"DOTA_TI2019_Banner_Effect_Lvl_1"					"1. szintű szezonális lobogóeffekt"
	"DOTA_TI2019_Banner_Effect_Lvl_2"					"2. szintű szezonális lobogóeffekt"
	"DOTA_TI2019_High_Five_Effect_Lvl_1"				"Szezonális pacsi effekt (1. szint)"
	"DOTA_TI2019_High_Five_Effect_Lvl_2"				"Szezonális pacsi effekt (2. szint)"
	"DOTA_TI2019_High_Five_Effect_Lvl_3"				"Szezonális pacsi effekt (3. szint)"
	"DOTA_TI9_Invoker_Branch"							"Invoker hősavatár"
	"DOTA_TI9_Invoker_Item_Coming_Soon"					"Invoker hősavatár - Hamarosan"
	"DOTA_TI9_Earthshaker_Item_Coming_Soon"				"Earthshaker Titokzatos - Hamarosan"
	"DOTA_TI9_Custom_Creeps_Item_Coming_Soon"			"Egyedi creepek"
	"DOTA_TI9_Custom_Towers"							"Egyedi tornyok"
	"DOTA_TI9_ES_Arcana"								"Earthshaker Titokzatos"
	"DOTA_TI9_Axe_Item"									"Exkluzív Axe tárgy"
	"DOTA_TI2019_Reward_Banner_Effect_2"				"2. szintű szezonális lobogóeffekt"
	"DOTA_TI9_Axe_Item_Coming_Soon"						"Exkluzív Axe tárgy - Hamarosan"
	"DOTA_TI2019_Reward_Attack_Effect"					"Szezonális támadáseffekt"
	"DOTA_TI9_Evolving_Chat_Wheel_Line"					"Fejlődő csevegőkorong-szöveg"
	
	"DOTA_TI9BP_Lvl1000_Register"  			"Regisztrálás a szállításhoz"
	
	"DOTA_SummerScrub_WindowTitle"						"Nyári Sikálás"
	"DOTA_TI9_FrontPage_Ranked_Matchmaking_Title"		"Játékkeresés frissítés"
	"DOTA_TI9_FrontPage_Qol_Title"						"Hibajavítások és játékminőség"

	// TI10
	"DOTA_TI10_FrontPage_Terrain_Label"								"Új terep"
	"DOTA_TI10_FrontPage_Terrain_Title"								"Benőtt Birodalom"
	"DOTA_TI10_FrontPage_Terrain_Text"								"Vár a határait próbára tenni elég bátor külvilágiak által Vadfolyamnak nevezett egyedi terep sötét vadonja."
	"DOTA_TI10_Guilds_Label"										"Új funkció"
	"DOTA_TI10_Guilds_Title"										"Csatabelépő céhek"
	"DOTA_TI10_Guilds_Desc"											"Nincs jólesőbb, mint szétzúzni egy Őst egy csapat nagyszerű baráttal, majd újra és újra megtenni ugyanezt."
	"DOTA_TI10_Guilds_Btn"											"Céhek megnézése"
	"DOTA_TI10_DivinePath_Label"									"KÉT ÚJ TÉRKÉP"
	"DOTA_TI10_DivinePath_Title"									"Barlangmászás"
	"DOTA_TI10_DivinePath_Desc"										"Fedezz fel mérhetetlen kincseket Ezüstéj holdfényes erdejében és Bűnszállta eltorzult valóságaiban."
	"DOTA_TI10_DivinePath_Btn"										"Barlangmászás megnézése"
	"DOTA_TI10_Immortal_1_Title"									"Halhatatlan Kincs I"
	"DOTA_TI10_Immortal_1_Desc"										"Ásd bele magad a vadonatúj Halhatatlan kincsek első adagjába, adományokkal Lifestealernek, Tinkernek, Night Stalkernek és másoknak."
	"DOTA_TI10_View_Treasure"										"Kincs megnézése"
	"DOTA_TI10_WraithKing_Arcana_Label"								"Már elérhető"
	"DOTA_TI10_WraithKing_Arcana_Title"								"Az Egy Igaz Király"
	"DOTA_TI10_WraithKing_Arcana_Desc"								"Mindenki azt kérdi, visszatértem-e. Igen, azt hiszem, visszatértem."
	"DOTA_TI10_WraithKing_Arcana_Btn"								"Wraith King Titokzatos megnézése"
	"DOTA_TI10_Gauntlet_Label"										"Már elérhető"
	"DOTA_TI10_Gauntlet_Title"										"Csatapróbatétel"
	"DOTA_TI10_Gauntlet_Desc"										"Bizonyítsd csatára termettséged folyamatos győzelmekkel a vadonatúj Csatapróbatételen, napi Dota élményed egy még versengőbb változatában."
	"DOTA_TI10_Gauntlet_Btn"										"Próbatétel megnézése"
	"DOTA_TI10_Cache_Voting_Label"									"Már elérhető"
	"DOTA_TI10_Cache_Voting_Title"									"Gyűjtők Ékkőládája szavazás"
	"DOTA_TI10_Cache_Voting_Desc"									"Szavazz kedvenc szettjeidre, hogy segíts kiválasztani, mely nevezések kerüljenek be az idei gyűjteménybe."
	"DOTA_TI10_Cache_Voting_Btn"									"Láda megnézése"
	"DOTA_TI10_Immortal_2_Title"									"Halhatatlan Kincs II"
	"DOTA_TI10_Immortal_2_Desc"										"Nézd meg a második Halhatatlan Kincset, adományokkal Ursának, Jakirónak, Witch Doctornak és másoknak."
	"DOTA_TI10_Immortal_3_Title"									"Halhatatlan Kincs III"
	"DOTA_TI10_Immortal_3_Desc"										"Nem kell tovább várni a Halhatatlan Kincsek végső sorára, adományokkal Pugnának, Oracle-nek Lichnek és másoknak."
	

	"DOTA_SeasonPass_International2020_Rewards_Ended"				"A The International 10 Csatabelépő lejárt."

	"DOTA_EventName_International2020"								"The International 10 Csatabelépő"
	"DOTA_EventNameShort_International2020"							"The International 10"

	"DOTA_International2020BattlePass_Compendium_SupportTitle"		"Csatabelépő-szintek vásárlása"
	"DOTA_International2020BattlePass_Compendium_SupportDesc"		"A csatabelépő-eladások bevételének 25%-a egyenesen a The International 10 nyereményalapjába megy."

	"DOTA_SeasonPass_SecondaryTabHeader_CavernCrawl_TI2020"			"Barlangmászás"

	"DOTA_TrophyCategory_International2020"							"The International 10"

	"DOTA_FrontPage_International2020_Website"						"Weboldal megnézése"
	"DOTA_FrontPage_International2020_Buy"							"Csatabelépő vásárlása"
	"DOTA_FrontPage_International2020_LearnMore"					"Az összes funkció ismertetéséért nézd meg a Csatabelépő weboldalt."

	"DOTA_TI10BP_purchase_pool_contribution"						"A csatabelépő-eladások bevételének 25%-a egyenesen a The International 10 nyereményalapjába megy."
	"DOTA_TI10BP_purchase_pool_contribution_levels"					"A Csatabelépőszint-eladások bevételének 25%-a egyenesen a The International 10 nyereményalapjába megy."
	"DOTA_TI10_BattlePass_EndDate_Purchase"							"Az utolsó nap Csatabelépő-szintek vásárlására 2020. október 9."

	"DOTA_TI10_PortalOutcome_100"									"%s1 megidézett 100 csatapontot!"
	"DOTA_TI10_PortalOutcome_101"									"%s1 megidézett 500 csatapontot!"
	"DOTA_TI10_PortalOutcome_102"									"%s1 megidézett 1000 csatapontot!"
	"DOTA_TI10_PortalOutcome_103"									"%s1 megidézett 5000 csatapontot!"

	"DOTA_TI10_PortalOutcome_210"									"%s1 megidézett egy Halhatatlan Kincs I-et!"
	"DOTA_TI10_PortalOutcome_211"									"%s1 megidézett egy Halhatatlan Kincs II-t!"
	"DOTA_TI10_PortalOutcome_212"									"%s1 megidézett egy Halhatatlan Kincs III-at!"
	"DOTA_TI10_PortalOutcome_220"									"%s1 megidézett egy Rylai Csataáldása zsetont."
	"DOTA_TI10_PortalOutcome_221"									"%s1 megidézte valaki büdös alsóneműjét!"

	"DOTA_TI10_PortalOutcome_240"									"%s1 megidézett %s2 elhasználható portált."
	"DOTA_TI10_PortalOutcome_250"									"%s1 megidézett %s2 elhasználható focilabdát."
	"DOTA_TI10_PortalOutcome_260"									"%s1 megidézett %s2 elhasználható csípős paprikát."
	"DOTA_TI10_PortalOutcome_270"									"%s1 megidézett %s2 elhasználható diszkógömböt."
	"DOTA_TI10_PortalOutcome_280"									"%s1 megidézett %s2 Oldalsó bolti aranyat."

	"DOTA_TI10_PortalOutcome_300"									"%s1 idézőportálja besült: több szerencsét legközelebbre!"
	"DOTA_TI10_PortalOutcome_400"									"%s1 megidézett egy pompás sütit."
	"DOTA_TI10_PortalOutcome_401"									"%s1 megidézett egy tucat sütit!"
	"DOTA_TI10_PortalOutcome_500"									"%s1 megidézett egy nagy büdös pajtást!"
	"DOTA_TI10_PortalOutcome_600"									"%s1 megidézte az ÓRIÁSI FEJET."
	"DOTA_TI10_PortalOutcome_700"									"%s1 megidézett egy kicsi főnixet."
	"DOTA_TI10_PortalOutcome_701"									"%s1 megidézett egy főnixfészket!"
	"DOTA_TI10_PortalOutcome_800"									"%s1 megidézett egy csapat kóborló erdei szellemet."
	"DOTA_TI10_PortalOutcome_801"									"%s1 megidézett egy elvarázsolt erdőt!"
	"DOTA_TI10_PortalOutcome_900"									"%s1 megidézett egy portált pont egy trambulinos buli fölött!"

	"DOTA_TI10_HotPotato_CastError_InboundPotato"					"Paprika repül feléd!"
	"DOTA_TI10_HotPotato_CastError_TargetHasPotato"					"Neki már van paprikája!"
	"DOTA_TI10_HotPotato_Created"									"%s1 csípős paprikát dobott %s2 hősnek!"
	"DOTA_TI10_HotPotato_Exploded"									"%s1 játékoson ragadt a csípős paprika!"
		
	"DOTA_TI10_VsScreen_Animation_TAUNT"	"Gúnyolódás"
	"DOTA_TI10_VsScreen_Animation_FLAIL"	"Kapálózás"
	"DOTA_TI10_VsScreen_Animation_VICTORY"	"Győzelem"
	"DOTA_TI10_VsScreen_Animation_DEFEAT"	"Vereség"
	"DOTA_TI10_VsScreen_Animation_DIE"		"Halál"
 	"DOTA_TI10_VsScreen_Animation_GENERIC_CHANNEL"		"Fenntartás"
	"DOTA_TI10_VsScreen_Animation_ATTACK"	"Támadás"
	"DOTA_TI10_VsScreen_Animation_DISABLED"	"Bénítva"

	// TI10 Compendium
	"DOTA_TI2020_COMP_DATE"											"2020. AUGUSZTUS 18-23."
	"DOTA_TI2020_COMP_TRANSITION"									"-"
	"DOTA_TI2020_COMP_VENUE"										"ERICSSON GLOBE, STOCKHOLM, SVÉDORSZÁG"
	"DOTA_TI2020_COMP_TBA"											"DÁTUM ÉS HELYSZÍN: KÉSŐBB BEJELENTVE"
	"DOTA_TI2020_COMP_TBA_Desc"										"A jelenleg zajló események miatt a The International 10 előjegyzett dátumai el lettek halasztva. Figyeljük a helyzetet, és bejelentést teszünk közzé az új dátumokkal, amint lehet."
	"DOTA_CompendiumRecap_OverviewDetails_TI10"						"Főesemény: 2020. augusztus 18-23."

	// INTERACTIVE VERSUS screen
	"DOTA_TI2020_VS_Interactive_Label"								"Válassz pózt"
	"DOTA_TI2020_VS_Interactive_Label_Taunts"						"Cselekvések"
	"DOTA_TI2020_VS_Interactive_Label_Chat"							"Csevegés"
	"DOTA_TI2020_VS_Interactive_Label_HeroLines"					"Hősszövegek"

	// TI10 PURCHASE PAGE
	"TI2020_BP_New_Features"										"Új funkciók"
	"TI2020_BP_Buy_Block_Intro"										"The International 10 Csatabelépő"
	"TI2020_BP_Buy_Block_Title"										"Csatlakozz a harchoz"
	"TI2020_BP_Buy_Block_Desc"										"A Csatabelépő a társad az év legnagyobb Dota eseményén. Növeld csataszinted növekvő jutalmak feloldásához, köztük Halhatatlan tárgyakkal, exkluzív tárgyszettekkel és tereppel és még sok mással!"
	"TI2020_BP_Buy_Base"											"Alap"
	"TI2020_BP_Buy_50"												"50. szintű"
	"TI2020_BP_Buy_Desc"										    "Tartalmazza az alap Csatabelépőt"
	"TI2020_BP_Buy_50_Desc"										    "és az 50. szintről indul"
	"TI2020_BP_Buy_100"												"100. szintű"
	"TI2020_BP_Buy_100_Desc"										"és a 100. szintről indul"
	"TI2020_BP_Buy_50_Disc"											"Spórolj 5%-ot"
	"TI2020_BP_Buy_100_Disc"										"Spórolj 15%-ot"
	"TI2020_BP_Buy_Included_Levels"									"a szintvásárláson"
	"TI2020_BP_Buy_End_Date"										"Elérhető <b>2020. október 9-ig</b>"
	   
	"TI2020_BP_Buy_Gifting_Title"									"Csatabelépő-ajándék"
	"TI2020_BP_Buy_Gifting_SubTitle"								"Ajándékozz Csatabelépőket jutalmak feloldásához"
	"TI2020_BP_Buy_Gifting_Desc"									"1, 3, vagy 5 Csatabelépőt ajándékozva barátoknak csatapontokat kapsz, és az Ellenfél képernyődön és profilkártyádon a nevedhez társuló címeket oldasz fel. Minden bevétel 25%-a egyenesen a TI10 nyereményalapjába megy."
	"TI2020_BP_Gift_Reward_Label"									"Jutalom"
	"TI2020_BP_Gift_Reward_One"										"1. cím"
	"TI2020_BP_Gift_Reward_Two"										"2. cím"
	"TI2020_BP_Gift_Reward_Three"									"3. cím"

	// TI10 BP HOME
		
	"DOTA_TI10_BPHOME_NowAvailable"									"Már elérhető"
	"DOTA_TI10_PostGame_EssenceCollected"							"gyűjtött\nesszencia"
	"DOTA_TI10_DashBox_Guilds_Join"									"Csatlakozás"

	"DOTA_TI10_EventGame_Description"								"Hamarosan"
	"DOTA_TI10_EVENT_GAME_COMING_SOON"								"KÜLÖNLEGES ESEMÉNY - HAMAROSAN"
		
	"DOTA_TI10_BPHOME_TIPPING_BOX"									"Jutalmazás"
	"DOTA_TI10_BPHOME_TIPPING_BOX_REMAIN"							"Maradék jutalom"
	"DOTA_TI10_BPHOME_WAGERING_BOX"									"Fogadás"
	"DOTA_TI10_BPHOME_SIDESHOP"										"Az Oldalsó bolt"
	"Dota_TI10_BPHOME_GUILDS"										"Céhek"
	"Dota_TI10_BPHOME_GIFTS"										"Ajándékok"
	"Dota_TI10_BPHOME_GIFTS_Label"									"Adott ajándék"
	"Dota_TI10_BPHOME_PRIZE_POOL"									"Nyereményalap"
	"Dota_TI10_BPHOME_GIFTS_Desc"									"Ajándékozz Csatabelépőket jutalmakért"
	"Dota_TI10_BPHOME_Match_Prediction"								"Közösségi tippek"
	"DOTA_TI10_BPHOME_BOUNTIES_BOX"									"Vérdíjak"
	"DOTA_TI10_BPHOME_COACH_BOX"									"Edzés"

	"DOTA_TI2020_Home_Tipping_Info"									"Jutalmazz játékosokat a meccseiden, valahányszor valami elismerésre méltót tesznek!<br><br>Kezdetben minden jutalmazás 25 csatapontot ér.<br><br>Jutalmazásodat a Csatabelépő-jutalomösvényen előrehaladva 50, 100 vagy 200 csatapontra fejlesztheted.<br><br>A jutalmazás nem a te csatapontjaidat fogyasztja, szóval próbáld minden héten mind a tízet elkölteni."	
		
	"DOTA_TI10_FrontPage_ArcanaVote_Title"							"Titokzatos-szavazás"
	"DOTA_TI10_FrontPage_ArcanaVote_Text"							"Vedd ki a részed annak eldöntéséből, melyik hős kapja a következő Titokzatost."
	"DOTA_TI10_FrontPage_TreasureI_Title"   						"Halhatatlan Kincs I | TI10"
	"DOTA_TI10_FrontPage_BattlePassConsumables_Title"				"Elhasználhatók"

	"DOTA_TI10_FrontPage_Website_Title"								"The International 10 Csatabelépő"
	"DOTA_TI10_FrontPage_Website_Desc"								"Látogasd meg a Csatabelépő weboldalt az idei jellemzők és jutalmak részleteiért."
	"DOTA_TI10_FrontPage_Features_Title"							"Csatabelépő"
	"DOTA_TI10_FrontPage_Immortal1_Title"							"Halhatatlan Kincs I"
	"DOTA_TI10_FrontPage_Immortal1_Desc"							"Oldj fel Halhatatlan Kincseket Csatabelépő-jutalomként, vagy vásárolj még a boltból."
	"DOTA_TI10_FrontPage_Guilds_Title"								"Új céhek"
	"DOTA_TI10_FrontPage_Guilds_Desc"								"Működjetek együtt szerződések és kihívások teljesítésében csatapontok szerzéséhez és céhszintetek növeléséhez."
	"DOTA_TI10_FrontPage_Gauntlet_Title"							"Csatapróbatétel"
	"DOTA_TI10_FrontPage_Gauntlet_Desc"								"Bizonyítsd csatára termettséged folyamatos győzelmekkel egy napi versengő kihívásban."
	"DOTA_TI10_FrontPage_DivinePath_Title"							"Barlangmászás"
	"DOTA_TI10_FrontPage_DivinePath_Desc"							"Fedezz fel mérhetetlen kincseket két új térképen; Ezüstéj holdfényes erdejében és Bűnszállta eltorzult valóságaiban."
	"DOTA_TI10_FrontPage_Pings_Title"								"Pingdíszítők"
	"DOTA_TI10_FrontPage_Pings_Desc"								"Oldj fel vadiúj díszítőket Pingkorongodhoz."
	"DOTA_TI10_FrontPage_Sideshop_Title"							"Az Oldalsó bolt"
	"DOTA_TI10_FrontPage_Sideshop_Desc"								"Költs a Csatabelépőben szerzett Oldalsó bolti aranyat hősök felbérlésére Underlords stílusban, majd add el őket különleges jutalmak feloldásához."
	"DOTA_TI10_FrontPage_Bounties_Title"							"Fejvadászat"
	"DOTA_TI10_FrontPage_Bounties_Desc"								"Válts be egy vérdíjzsetont a játékban vérdíj kitűzéséhez egy ellenségre. A teljesítő csapattárs Csatabelépő-jutalmat fog learatni."
	"DOTA_TI10_FrontPage_Predictions_Title"							"Közösségi tippek"
	"DOTA_TI10_FrontPage_Predictions_Desc"							"Szavazz minden nap arra, hogy szerinted ki nyert meg egy nemrég játszott közösségi meccset. Érj el sorozatot teljesítmények és csatapontok szerzéséhez."
	"DOTA_TI10_FrontPage_Gifting_Title"								"Ajándékozói címek"
	"DOTA_TI10_FrontPage_Gifting_Desc"								"Ajándékozz Csatabelépőket barátaidnak új díszítő címek feloldásához miniprofilodra."
	"DOTA_TI10_FrontPage_KillStreaks_Title"							"Öléssorozatok"
	"DOTA_TI10_FrontPage_KillStreaks_Desc"							"Kelts félelmet ellenségeidben az új öléssorozat-effektekkel."
	

	// TI10 Rewards line
	
	"DOTA_TI10_BattlePass_Level75Reward_Soon"						"A The International hangja - Hamarosan"
	"DOTA_TI10_BattlePass_Level255Reward_Soon"						"Pudge hősavatár - Hamarosan"
	"DOTA_TI10_BattlePass_Level305Reward_Soon"						"Anti-Mage hősavatár - Hamarosan"
	"DOTA_TI10_BattlePass_Level445Reward_Soon"						"Queen of Pain Titokzatos - Hamarosan"
	"DOTA_TI10_BattlePass_Level575RewardLine_Soon"					"Windranger Titokzatos - Hamarosan"
	"DOTA_BattlePassRewards_TI10_BabyRoshan"						"Kozmikusan ritka futár érkezik a nyári különleges eseményre."
	"DOTA_BattlePassRewards_TI10_EventGame_Tier1_reward"			"Az Aghanim Labirintusa Próbatételek első helyezettjeinek jutalma."
	"DOTA_BattlePassRewards_TI10_EventGame_Tier2_reward"			"Az Aghanim Labirintusa Próbatételek harmadik vagy magasabb helyezettjeinek jutalma."
	"DOTA_BattlePassRewards_TI10_EventGame_Tier3_reward"			"Az Aghanim Labirintusa Próbatételek tizedik vagy magasabb helyezettjeinek jutalma."
	"DOTA_BattlePassRewards_TI10_EventGame_Tier3_reward_tooltip"	"A tizedik vagy magasabb helyezésű játékosok egy véletlenszerű Titokzatos csomagot kapnak."
	"DOTA_BattlePassRewards_TI10_EventGame_Tier4_reward"			"Az Aghanim Labirintusa Próbatételek első főellenségét legyőző játékosok jutalma."
	"DOTA_BattlePassRewards_TI10_EventGame_Tier4_reward_tooltip"	"Különleges Aghanim's Scepter látványeffekt, ami a Próbatétel-főellenség legyőzése után egy hétig aktív."
	"DOTA_BattlePassRewards_Emoticons"								"Hangulatjelek"

	"DOTA_UpcomingRewards_TI10_Terrain_Name"						"Az Istenek Szentélyei"
	"DOTA_UpcomingRewards_TI10_Terrain_Desc"						"Lépj az isteni lények birodalmába. Itt csak a hatalom – és azok, akik elég bátrak, hogy megragadják – juthat szerephez."
	"DOTA_UpcomingRewards_TI10_SkeletonKing_Name"					"Az Egy Igaz Király"
	"DOTA_UpcomingRewards_TI10_SkeletonKing_Desc"					"Térj vissza a csontgyökerekhez egy vadonatúj Wraith King Titokzatossal."
	"DOTA_UpcomingRewards_TI10_CustomTowers_Name"					"Isteni Kinyilatkoztatások"
	"DOTA_UpcomingRewards_TI10_CustomTowers_Desc"					"Oldd fel az „Isteni Kinyilatkoztatások” egyedi Radiant és Dire tornyokat Csatabelépőd fejlesztésével."
	"DOTA_UpcomingRewards_TI10_PudgePersona_Name"					"A Játékmészáros"
	"DOTA_UpcomingRewards_TI10_PudgePersona_Desc"					"Préseld bele magad egy vadonatúj Pudge hősavatárba."
	"DOTA_UpcomingRewards_TI10_AntiMagePersona_Name"				"A Tanítvány Útja"
	"DOTA_UpcomingRewards_TI10_AntiMagePersona_Desc"				"Indulj el új ösvényen egy vadonatúj hősavatárral Anti-Mage számára."
	"DOTA_UpcomingRewards_TI10_QueenOfPainArcana_Name"				"Ristul Méltósága"
	"DOTA_UpcomingRewards_TI10_QueenOfPainArcana_Desc"				"Szerezz meg magadnak egy alvilági trónt egy vadonatúj Queen of Pain Titokzatossal."
	"DOTA_UpcomingRewards_TI10_WindrangerArcana_Name"				"Az Ébredő Fuvallat Iránytűje"
	"DOTA_UpcomingRewards_TI10_WindrangerArcana_Desc"				"Érezd az elemek ölelését egy vadonatúj Windranger Titokzatossal."
	"DOTA_UpcomingRewards_TI10_CollectibleAegis_Name"				"Gyűjtők Égisze"
	"DOTA_UpcomingRewards_TI10_CollectibleAegis_Desc"				"Szerezd meg a híres bajnoki trófea 1:5-ös méretű mását."
	"DOTA_UpcomingRewards_TI10_CollectibleRoshan_Name"				"Gyűjtői Kicsi Roshan"
	"DOTA_UpcomingRewards_TI10_CollectibleRoshan_Desc"				"Hozd el Kicsi Roshant az odújából, és vidd haza magadhoz, és cseréld le játékbeli Roshanodat egy Csatabelépős változatra."

					
	"DOTA_ti10_Announcer_Pack"										"A The International hangja bemondó"
	"DOTA_Style_TI10_Courier_Default"								"Hancúrka - Misztikus fonal"
	"DOTA_Style_TI10_Courier_1"										"Hancúrka - Az Igazlátás Ékköve"
	"DOTA_Style_TI10_Courier_2"										"Hancúrka - Alapvető gömb"
	"DOTA_Style_TI10_Courier_3"										"Hancúrka - Lélekerősítő"
	"DOTA_Style_TI10_Courier_4"										"Hancúrka - Frissítő gömb"
	"DOTA_Style_TI10_Courier_5"										"Hancúrka - Oktarin gömb"
	"DOTA_Style_TI10_Courier_6"										"Hancúrka - A Halhatatlan égisze"
	"DOTA_TI10_Pudge_Persona"										"Pudge hősavatár"
	"DOTA_TI10_AM_Persona"											"Anti-Mage hősavatár"
	"DOTA_ti10_Queen_Of_Pain_Arcana"								"Queen of Pain Titokzatos"
	"DOTA_TI10_Windranger_Arcana"									"Windranger Titokzatos"
	"Dota_TI10_BattlePass_Announcer_Pack"							"A The International hangja"
	"Dota_TI10_BattlePass_Announcer_Pack_Desc"						"Itasd át meccseidet a The International arénabemondójának presztízsével."

	"DOTA_TI10_Reward_Teleport_Effect_1"							"Szezonális effekt - 1. szintű Teleport<br/><br/>A földre festi a jelenleg kedvencnek jelölt TI-csapatodat az érkezési helyen."
	"DOTA_TI10_Reward_Teleport_Effect_2"							"Szezonális effekt - 2. szintű Teleport<br/><br/>Megjeleníti a kiemelt támogatói klubos TI csapatod 3D-s logóját teleportálás közben."

	"DOTA_TI2020_Banner_Effect_Lvl_1"								"1. szintű szezonális lobogóeffekt"
	"DOTA_TI2020_Banner_Effect_Lvl_2"								"2. szintű szezonális lobogóeffekt"
	"DOTA_TI2020_High_Five_Effect_Lvl_1"							"Szezonális pacsi effekt (1. szint)"
	"DOTA_TI2020_High_Five_Effect_Lvl_2"							"Szezonális pacsi effekt (2. szint)"
	"DOTA_TI2020_High_Five_Effect_Lvl_3"							"Szezonális pacsi effekt (3. szint)"
	"DOTA_TI10_Custom_Towers"										"Egyedi tornyok"
	"DOTA_TI10_Legacy_Chat_Pack"										"Hagyományos közvetítő-csevegéscsomag"
	"DOTA_TI10_Legacy_Epic_Pack"										"Hagyományos eposzi közvetítő-csevegéscsomag"
	"DOTA_TI2020_Reward_Banner_Effect_2"							"2. szintű szezonális lobogóeffekt"
	"DOTA_TI2020_Reward_Attack_Effect"								"Szezonális támadáseffekt"
	"DOTA_TI10_Evolving_Chat_Wheel_Line"							"Fejlődő csevegőkorong-szöveg"
	"DOTA_SeasonalItemReceived_PingWheel"							"Új időszakos pingtípust oldottál fel"
	"DOTA_SeasonalItemReceived_PingWheelSubtitle"					"A Pingkorong játékon belül a nyomva tartott ALT + bal egérgomb megnyomásával érhető el."
	"DOTA_SeasonalItemReceived_GoToUnderDraft"						"Az Oldalsó boltba"
	"DOTA_SeasonalItemReceived_UnderDraftGold"						"Oldalsó bolti aranyat kaptál"
	"DOTA_SeasonalItemReceived_UnderDraftGoldSubtitle"				"Menj az Oldalsó boltba nagyszerű jutalmak szerzéséhez!"
	"DOTA_TI10BP_Lvl1000_Register"  								"Regisztrálás a szállításhoz"
	
	"DOTA_TI10BP_Gifting_RewardTitle"  								"Jutalom"
	"DOTA_TI10BP_Gifting_RewardTitle1"  							"„Az önzetlen”"
	"DOTA_TI10BP_Gifting_RewardTitle2"  							"„A jótékony”"
	"DOTA_TI10BP_Gifting_RewardTitle3"  							"„A bölcs”"

	"DOTA_TI10_Underdraft_Hideout_Title"							"Az Oldalsó bolt"
	"DOTA_TI10_UnderDraft_Reward_Tooltip:p{quantity}"				"{d:quantity} Oldalsó bolti arany#|#{d:quantity} Oldalsó bolti arany"
	"DOTA_TI10_UnderDraft_Reward:p{quantity}"						"{d:quantity} Oldalsó bolti arany#|#{d:quantity} Oldalsó bolti arany"
	"DOTA_TI10_UnderDraft_Visit"									"Az Oldalsó bolt felkeresése"
	"DOTA_TI10_UnderDraft_Tickets"									"Birtokolt ékkövek"
