"lang"
{ 
	"Language" "spanish" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"¡OFERTA!"
		"DOTA_Glossary_Active"			"Activa"
		"DOTA_Glossary_Active_Desc"		"La mayoría de las habilidades especiales de las unidades son activas, y deben ser lanzadas manualmente por el jugador o la IA que las controle. La mayoría de las habilidades activas, pero no todas, tienen un coste de maná y un tiempo de recarga antes de poder volver a utilizarlas."
		"DOTA_Glossary_Passive"			"Pasiva"
		"DOTA_Glossary_Passive_Desc"	"Las habilidades pasivas no requieren la intervención del jugador para ser utilizadas. Por lo general, modifican uno o más de los atributos de una unidad, o activan efectos cuando se cumplen ciertas condiciones."
		"DOTA_Glossary_Channeled"		"Canalizada"
		"DOTA_Glossary_Channeled_Desc"	"Las habilidades canalizadas son habilidades activas, por lo que necesitarán que la unidad no realice otras acciones durante la canalización. La habilidad puede requerir un periodo de canalización hasta que se lance el efecto o puede que esté activada durante todo el periodo de canalización. Las habilidades canalizadas pueden interrumpirse aturdiendo, atemorizando o silenciando al jugador."
		"DOTA_Glossary_Auras"			"Auras"
		"DOTA_Glossary_Auras_Desc"		"Las auras son habilidades pasivas que aplican un efecto constante a las unidades en un área de efecto alrededor del origen del aura. Las auras también afectan a las unidades invisibles."
		"DOTA_Glossary_CastAnimation"		"Animación de lanzamiento"
		"DOTA_Glossary_CastAnimation_Desc"	"Cada habilidad tiene un retardo en la animación de lanzamiento, que es el periodo de tiempo entre el momento en que una habilidad se lanza o se hace clic sobre ella y cuando se completa el lanzamiento. Durante la animación de lanzamiento, la orden Cancelar la acción actual/Mantener la posición cancelará la ejecución de la habilidad y no entrará en un estado de recarga. Ten en cuenta que el retardo de la animación de lanzamiento podría ser de 0 segundos."
		"DOTA_Glossary_StatusEffects"		"Efectos de estado"
		"DOTA_Glossary_Stun"				"Aturdir"
		"DOTA_Glossary_Stun_Desc"			"Una unidad aturdida sufrirá una interrupción de todas sus acciones, impidiéndole moverse o realizar acciones durante dicho efecto."
		"DOTA_Glossary_Root"				"Inmovilizar"
		"DOTA_Glossary_Root_Desc"			"Una unidad inmovilizada sufrirá una interrupción de casi todas sus acciones (como teletransportarse), impidiéndole moverse o realizar la mayoría de movimientos relacionados con habilidades."
		"DOTA_Glossary_Silence"				"Silenciar"
		"DOTA_Glossary_Silence_Desc"		"Una unidad bajo la influencia de Silenciar no podrá usar sus habilidades, pero aún podrá usar los objetos."
		"DOTA_Glossary_Mute"				"Enmudecer"
		"DOTA_Glossary_Mute_Desc"			"Una unidad bajo la influencia de Enmudecer no podrá usar objetos, pero aún podrá usar sus habilidades."
		"DOTA_Glossary_Break"				"Ruptura"
		"DOTA_Glossary_Break_Desc"			"Una unidad bajo la influencia de Ruptura tendrá incapacitadas sus habilidades pasivas."
		"DOTA_Glossary_Disarm"				"Desarmar"
		"DOTA_Glossary_Disarm_Desc"			"Una unidad desarmada no podrá atacar."
		"DOTA_Glossary_Fear"				"Temor"
		"DOTA_Glossary_Fear_Desc"			"Una unidad bajo los efectos de Temor tendrá todas sus acciones interrumpidas, por lo que no podrá hacer nada y se verá forzada a moverse en una dirección específica (generalmente hacia el Ancestro de su equipo)."
		"DOTA_Glossary_TheBattlefield"		"El campo de batalla"
		"DOTA_Glossary_Map_Minimap"				"Minimapa"
		"DOTA_Glossary_Map_Minimap_Desc"		"El minimapa proporciona una vista condensada del mapa entero, mostrando la posición de los héroes aliados y enemigos visibles, creeps, estructuras y guardianes."
		"DOTA_Glossary_Map_Lanes"				"Sendas"
		"DOTA_Glossary_Map_Lanes_Desc"			"Las sendas describen la ruta por la que los creeps aliados marchan hacia el Ancestro enemigo. Los creeps comienzan a marchar desde los barracones que los generan, y hay tres torres defensivas colocadas a lo largo del camino que sale de cada base."
		"DOTA_Glossary_Map_Lanes_TopBottomMid"		"Superior, inferior y central"
		"DOTA_Glossary_Map_Lanes_TopBottomMid_Desc"	"La senda superior pasa por los bordes norte y oeste del mapa. La senda central recorre diagonalmente el mapa, con su punto medio en el río. La senda inferior pasa por los bordes sur y este del mapa."
		"DOTA_Glossary_Map_Lanes_SafeLaneOffLane"		"Senda segura y lateral"
		"DOTA_Glossary_Map_Lanes_SafeLaneOffLane_Desc"	"La parte Radiant de la senda inferior y la parte Dire de la senda superior a menudo se denominan senda segura o fácil. La parte Radiant de la senda superior y la parte Dire de la senda inferior a menudo se denominan senda lateral o difícil."
		"DOTA_Glossary_Map_Shops"				"Tiendas"
		"DOTA_Glossary_Map_Shops_Main"			"Tienda principal"
		"DOTA_Glossary_Map_Shops_Main_Desc"		"La mayoría de objetos se pueden comprar en la tienda principal ubicada en la Fuente donde aparece tu héroe. Los tenderos no son quisquillosos: si te atreves a acercarte lo suficiente a la Fuente enemiga, también se pueden comprar los mismos objetos allí."
		"DOTA_Glossary_Map_Shops_Secret"		"Tienda Secreta"
		"DOTA_Glossary_Map_Shops_Secret_Desc"	"Existen dos ubicaciones de la Tienda Secreta en el mapa que venden objetos que no se pueden comprar en la tienda principal, muchos de los cuales son componentes de los objetos más poderosos del juego."
		"DOTA_Glossary_Map_Structures"			"Estructuras"
		"DOTA_Glossary_Map_Structures_Fountain"			"Fuente"
		"DOTA_Glossary_Map_Structures_Fountain_Desc"		"Todos los héroes reaparecen en la Fuente en sus respectivas esquinas del mapa. La Fuente proporciona una rápida regeneración de vida y maná para los héroes aliados y tiene un poderoso ataque de fuego rápido contra los enemigos que se acercan a ella."
		"DOTA_Glossary_Map_Structures_Ancient"			"Ancestro"
		"DOTA_Glossary_Map_Structures_Ancient_Desc"		"Destruir al Ancestro en el centro de la base enemiga significa la victoria para tu equipo. Aunque los Ancestros regeneran vida lentamente, no tienen capacidades defensivas propias, por lo que el tuyo debe estar protegido a toda costa."
		"DOTA_Glossary_Map_Structures_Towers"		"Torres"
		"DOTA_Glossary_Map_Structures_Towers_Desc"	"Hay tres niveles de torres a lo largo de cada senda, que se vuelven progresivamente más poderosas cuanto más cerca están de sus respectivos Ancestros. Por ejemplo, dos torres de nivel 4 defienden al Ancestro de cada equipo."
		 "DOTA_Glossary_Map_Structures_Towers_Gold"	 "Las torres recompensan a los jugadores que llevan a cabo un último golpe con una recompensa que va de {d:DOTA_TOWER_BOUNTY_GOLD_MIN} a {DOTA_TOWER_BOUNTY_GOLD_MAX} de oro. El oro se otorga por jugador, siempre que no se deniegue."
		"DOTA_Glossary_Map_Structures_Tier1_Desc"	"Destruir torres de nivel 1 se recompensa con {d:DOTA_TOWER_TIER1_GOLD_PER_PLAYER} de oro por jugador."
		"DOTA_Glossary_Map_Structures_Tier2_Desc"	"Destruir torres de nivel 2 se recompensa con {d:DOTA_TOWER_TIER1_GOLD_PER_PLAYER} de oro por jugador."
		"DOTA_Glossary_Map_Structures_Tier3_Desc"	"Destruir torres de nivel 3 se recompensa con {d:DOTA_TOWER_TIER1_GOLD_PER_PLAYER} de oro por jugador."
		"DOTA_Glossary_Map_Structures_Tier4_Desc"	"Destruir torres de nivel 4 se recompensa con {d:DOTA_TOWER_TIER1_GOLD_PER_PLAYER} de oro por jugador."

		"DOTA_Glossary_Map_Structures_Outposts"		"Puestos avanzados"

		"DOTA_Glossary_Map_Structures_Outposts_Desc1"	"Los Radiant y los Dire controlan un puesto avanzado especial en su respectiva jungla."
		"DOTA_Glossary_Map_Structures_Outposts_Desc2"	"Es posible teletransportarse a los puestos avanzados, y además otorgan Visión Verdadera en un radio de {d:DOTA_OUTPOST_VISION_RADIUS}."
		"DOTA_Glossary_Map_Structures_Outposts_Desc3"	"Cuando un equipo pierde una torre de nivel 2, su puesto avanzado puede ser capturado si el equipo enemigo canaliza la estructura."
		"DOTA_Glossary_Map_Structures_Outposts_Desc4"	"Cuantos más jugadores canalicen el puesto avanzado, menor será el tiempo de captura."
		"DOTA_Glossary_Map_Structures_Outposts_Desc5"	"Si un equipo controla al menos un puesto avanzado, <b>cada uno de los jugadores de ese equipo</b> obtiene {d:DOTA_OUTPOST_CONTINUOUS_XP_PER_MINUTE} * N de experiencia cada minuto que pase bajo su control, siendo N el número de minutos transcurridos en la partida."
		
		

		"DOTA_Glossary_Map_Structures_Barracks"			"Barracones"
		"DOTA_Glossary_Map_Structures_Barracks_Melee"	"Cuerpo a cuerpo"
		"DOTA_Glossary_Map_Structures_Barracks_Melee_Desc"	"Hace aparecer creeps cuerpo a cuerpo en la senda. Al destruirse, aparecen supercreeps cuerpo a cuerpo en dicha senda por el lado opuesto. Tiene una recompensa por último golpe de {d:DOTA_BARRACKS_BOUNTY_GOLD_MIN} a {d:DOTA_BARRACKS_BOUNTY_GOLD_MAX} de oro y al destruirlo se recompensa con {d:DOTA_MELEE_BARRACKS_GOLD_PER_PLAYER} de oro por jugador."
		"DOTA_Glossary_Map_Structures_Barracks_Ranged"	"A distancia"
		"DOTA_Glossary_Map_Structures_Barracks_Ranged_Desc"	"Hace aparecer creeps a distancia en la senda. Al destruirse, aparecen supercreeps a distancia en dicha senda por el lado opuesto. Tiene una recompensa por último golpe de {d:DOTA_BARRACKS_BOUNTY_GOLD_MIN} a {d:DOTA_BARRACKS_BOUNTY_GOLD_MAX} de oro y al destruirlo se recompensa con {d:DOTA_RANGED_BARRACKS_GOLD_PER_PLAYER} de oro por jugador."
		"DOTA_Glossary_Map_Structures_BackdoorProtection"			"Protección de Retaguardia"
		"DOTA_Glossary_Map_Structures_BackdoorProtection_Desc"		"Todas las estructuras, excepto las torres de nivel 1, tienen una habilidad pasiva especial que se llama Protección de Retaguardia. Esta habilidad reduce el daño recibido y hace que regeneren vida cuando no hay creeps enemigos cerca."
		"DOTA_Glossary_Map_Structures_Glyph"			"Glifo de Fortificación"
		"DOTA_Glossary_Map_Structures_Glyph_Desc"			"Una habilidad con tiempo de recarga compartida que cualquier jugador del equipo puede activar. Esta habilidad hace que todas las estructuras sean invulnerables y amplifica el poder de ataque de las torres aliadas."
		"DOTA_Glossary_Map_Vision"					"Visión"
		"DOTA_Glossary_Map_Vision_Desc"				"La visión describe partes del mapa en las que un jugador detectará unidades enemigas. Los héroes tienen un radio de visión de {d:hero_default_VisionDaytimeRange} durante el día, y de {d:hero_default_VisionNighttimeRange} durante la noche. La visión se comparte entre todas las unidades aliadas, incluyendo estructuras y creeps."
		"DOTA_Glossary_Map_Vision_FogOfWar"			"Niebla de guerra"
		"DOTA_Glossary_Map_Vision_FogOfWar_Desc"	"Los árboles y el terreno de mayor elevación pueden bloquear la visión. Las áreas del mapa que están fuera de la visión están coloreadas de gris y, sin saberlo, pueden contener unidades enemigas. Esta zona desconocida tiene un color más oscuro en el mapa y se llama niebla de guerra."
		"DOTA_Glossary_Map_Vision_Invisibility"			"Invisibilidad"
		"DOTA_Glossary_Map_Vision_Invisibility_Desc"	"Las unidades invisibles no se revelan ni aunque una unidad enemiga tenga visión sobre ellas. En la mayoría de casos, la invisibilidad se anula al atacar o usando objetos/habilidades."
		"DOTA_Glossary_Map_Vision_TrueSight"		"Visión Verdadera"
		"DOTA_Glossary_Map_Vision_TrueSight_Desc"		"Ciertas habilidades y objetos proporcionan Visión Verdadera, lo que permite que la visión de esa unidad revele las unidades afectadas por invisibilidad."
		"DOTA_Glossary_Map_Vision_Wards"				"Guardianes"
		"DOTA_Glossary_Map_Vision_Wards_Desc"	"Los guardianes son objetos consumibles que se pueden colocar en ubicaciones estratégicas del mapa para proporcionar visión o revelar unidades invisibles."
		"DOTA_Glossary_Map_Vision_SentryWards_Tooltip"	"Los Guardianes Centinela son muy útiles para detectar guardianes enemigos, así como unidades enemigas invisibles."
		"DOTA_Glossary_Map_Vision_VisionAlteringItems"	"Otros objetos que alteran la visión"
		"DOTA_Glossary_Map_Vision_FlyingVision"			"Visión aérea"
		"DOTA_Glossary_Map_Vision_FlyingVision_Desc"	"Algunas unidades o habilidades proporcionan visión aérea, la cual no se bloquea por las elevaciones del terreno."
		"DOTA_Glossary_Map_Vision_Scan"					"Radar"
		"DOTA_Glossary_Map_Vision_Scan_Desc"			"Se trata de una habilidad con tiempo de recarga compartida que cualquier jugador del equipo puede activar en una ubicación del mapa, la cual indica si hay héroes enemigos presentes."
		"DOTA_Glossary_Map_Runes"				"Runas"
		"DOTA_Glossary_Map_Runes_Bounty"		"Runas de Recompensa"
		"DOTA_Glossary_Map_Runes_Bounty_Desc"	"Desde el minuto cero, aparecen Runas de Recompensa en la jungla y el río. Después, cada {d:DOTA_BOUNTY_RUNE_RESPAWN_TIME} minutos, las Runas de Recompensa aparecen solo en la jungla. Al activarlas, cada jugador recibe {d:DOTA_BOUNTY_RUNE_INITIAL_GOLD} de oro; y la cantidad recompensada aumenta en {d:DOTA_BOUNTY_RUNE_GOLD_INCREASE_PER_MINUTE} de oro por minuto de tiempo de juego."
		"DOTA_Glossary_Map_Runes_Power"			"Runas de Poder"
		"DOTA_Glossary_Map_Runes_Power_Desc"	"Cada {d:DOTA_POWER_RUNE_RESPAWN_TIME} minutos después del comienzo de la partida, aparecerán Runas de Poder en el río. A los {d:DOTA_WATER_RUNE_INITIAL_SPAWN_TIME} minutos, aparecerán dos Runas de Agua en el río. A los {d:DOTA_POWER_RUNE_INITIAL_SPAWN_TIME} minutos, una Runa de Poder elegida al azar aparecerá en una de dos ubicaciones en el río. Las Runas de Poder se pueden activar haciendo clic derecho sobre ellas. Los diferentes tipos de Runas de Poder se indican abajo."
		"DOTA_Glossary_Map_Roshan"				"Roshan"
		"DOTA_Glossary_Map_Roshan_Desc"			"Roshan es un creep neutral extremadamente poderoso que se encuentra cerca del medio del Río. Roshan consigue más poder a medida que la partida progresa y generalmente se necesitan varios héroes para acabar con él, tal vez el equipo entero. Una vez derrotado, soltará poderosos objetos consumibles. Además de su recompensa estándar de oro y EXP, se recompensa con {d:DOTA_ROSHAN_GOLD_PER_PLAYER} de oro por jugador al equipo que lo derrote. Al morir, Roshan reaparecerá tras un breve periodo de tiempo."
		"DOTA_Glossary_Map_Roshan_Aegis_Desc"		"Siempre que Roshan muere, deja caer la Égida del Inmortal."
		"DOTA_Glossary_Map_Roshan_Cheese_Desc"		"La segunda vez que Roshan sea derrotado dejará caer Queso. También dejará caer un Fragmento de Aghanim, pero solo en esa ocasión."
		"DOTA_Glossary_Map_Roshan_Shards_Desc"		"La tercera vez que sea derrotado, también dejará caer una Esquirla Revigorizante o una Bendición de Aghanim. En la cuarta derrota y en adelante, dejará caer ambas."
		"DOTA_Glossary_Teamwork"				"Trabajo en equipo"
		
		"DOTA_Glossary_Teamwork_Communication"		"Comunicación"
		"DOTA_Glossary_Teamwork_Communication_ChatWheel"			"Rueda de chat"
		"DOTA_Glossary_Teamwork_Communication_ChatWheel_Desc"		"El chat de texto es una potente herramienta de comunicación para tu equipo. La rueda de chat puede utilizarse para enviar rápidamente frases y órdenes habituales para coordinarse con los compañeros. Los mensajes de la rueda de chat se muestran en el idioma elegido por cada jugador, lo que permite comunicarse más allá de las barreras lingüísticas."
		"DOTA_Glossary_Teamwork_Communication_AltClickPings"			"Indicaciones"
		"DOTA_Glossary_Teamwork_Communication_AltClickPings_Desc"		"Cuando se requiere comunicación sobre posiciones particulares en el mapa, mantener presionada la tecla Alt y hacer clic con el botón izquierdo del ratón en el mapa o el minimapa dará una orden de indicación. Si mantienes pulsado el botón izquierdo del ratón durante más tiempo, también aparecerá un menú radial con detalles adicionales."
		"DOTA_Glossary_Teamwork_Communication_AltClickUI"			"Alt+Clic"
		"DOTA_Glossary_Teamwork_Communication_AltClickUI_Desc"		"Una amplia variedad de elementos de la interfaz de usuario del juego (como los iconos de objetos y habilidades) generarán mensajes de la rueda de chat localizados cuando se pulse Alt+clic izquierdo del ratón sobre ellos para transmitir el estado o aportar información a tu equipo."
		"DOTA_Glossary_Teamwork_Communication_Muting"				"Silenciar jugadores"
		"DOTA_Glossary_Teamwork_Communication_Muting_Desc"		"El chat de texto y voz se puede silenciar individualmente en los jugadores de cualquier equipo que no se estén comunicando de una manera útil. Silenciar también limitará la frecuencia con la que se muestran las indicaciones de estos jugadores."
		"DOTA_Glossary_Teamwork_Terminology"		"Terminología"
		
		"DOTA_Glossary_Teamwork_Terminology_Farm"			"Farmeo"
		"DOTA_Glossary_Teamwork_Terminology_Farm_Desc"		"Farmear es obtener oro, normalmente a través de últimos golpes, y la cantidad de farmeo que tiene un jugador es sinónimo de valor neto. El farmeo también se refiere a cuánto oro ha acumulado un jugador hasta el momento."
		"DOTA_Glossary_Teamwork_Terminology_Carry"			"Carry"
		"DOTA_Glossary_Teamwork_Terminology_Carry_Desc"		"Un Carry es un jugador cuyo héroe está destinado a llevar al equipo a la victoria. Un héroe carry es enorme en términos de poder de ataque y durabilidad en comparación con el resto de su equipo al final de la partida. Este término se puede aplicar para describir las características intrínsecas del héroe, pero también puede describir un estilo de juego destinado a lograr ese resultado. En general, los héroes asesinos son más débiles al comienzo de la partida y requieren farmeo para aumentar su poder a medida que avanza la partida."
		"DOTA_Glossary_Teamwork_Terminology_Core"			"Principal"
		"DOTA_Glossary_Teamwork_Terminology_Core_Desc"		"Principal es un término similar, pero más amplio en comparación con Carry. Se espera que los héroes carry hagan una contribución significativa al equipo en términos de daño a los enemigos o durabilidad en las peleas. La principal diferencia entre héroes carry y héroes principales es que los equipos constan de múltiples héroes principales, mientras que los héroes carry suele ser un único miembro del equipo que es más poderoso que el resto."
		
		"DOTA_Glossary_Teamwork_Terminology_Support"			"Apoyo"
		"DOTA_Glossary_Teamwork_Terminology_Support_Desc"		"El jugador de apoyo es aquel héroe que tiene un rol complementario al héroe carry o principal. El objetivo del apoyo es poner a punto al resto del equipo curándolos o aplicando efectos positivos a sus aliados, incapacitando al enemigo, proporcionando Visión o creando espacios seguros y vías de escape. Generalmente, el héroe de apoyo necesita menos farmeo que los demás para ser eficaz. A veces tienen habilidades que afectan a varias unidades, haciéndolos críticos en peleas de equipo."
		"DOTA_Glossary_Teamwork_Terminology_Position15"			"Posiciones 1 a 5"
		"DOTA_Glossary_Teamwork_Terminology_Position15_Desc"	"Los jugadores a menudo describen su posición tal como existe dentro de un orden de clasificación de prioridad de farmeo. Cuando dos jugadores están cerca de creeps para asestar últimos golpes y les gustaría farmear, la posición 1 tiene la prioridad más alta y la posición 5 la más baja."
		"DOTA_Glossary_Teamwork_Terminology_Jungling"		"Junglear"
		"DOTA_Glossary_Teamwork_Terminology_Jungling_Desc"	"Se refiere a farmear en la jungla, centrándose principalmente en asesinar a creeps neutrales en dicha zona."
		"DOTA_Glossary_Teamwork_Terminology_Ganking"		"Emboscar"
		"DOTA_Glossary_Teamwork_Terminology_Ganking_Desc"	"Emboscar es la acción de salir de una senda para intentar matar a un héroe enemigo en otra senda, a menudo con la ayuda de héroes aliados."
		"DOTA_Glossary_Teamwork_Terminology_Rotation"			"Rotación"
		"DOTA_Glossary_Teamwork_Terminology_Rotation_Desc"		"Las rotaciones se refieren a la acción de abandonar la senda actual y trasladarse temporal o permanentemente a otra senda si los héroes de esa senda tienen dificultades o necesitan ayuda."
		
		"DOTA_Glossary_Teamwork_Terminology_LaningPhase"			"Fase de sendas"
		"DOTA_Glossary_Teamwork_Terminology_LaningPhase_Desc"		"La fase de sendas es el periodo de tiempo en el que los héroes pasan la mayor parte de su tiempo en sendas intentando asestar últimos golpes, denegar y hostigar a héroes enemigos."
		"DOTA_Glossary_Teamwork_Terminology_Harass"			"Hostigar"
		"DOTA_Glossary_Teamwork_Terminology_Harass_Desc"		"Hostigar generalmente se refiere a infligir daño o interrumpir la capacidad de farmear de un héroe enemigo durante la fase de sendas."
		"DOTA_Glossary_Teamwork_Terminology_Teamfight"			"Pelea de equipo"
		"DOTA_Glossary_Teamwork_Terminology_Teamfight_Desc"		"La peleas de equipo son enfrentamientos en los que se ven involucrados la mayoría de jugadores de ambos equipos. Suelen ser frenéticas y confusas, con lanzamientos de diversas habilidades y muerte de varios jugadores. El resultado de una pelea de equipo suele decidir el curso de la partida."
		"DOTA_Glossary_Teamwork_Terminology_EarlyMidLate"			"Fase temprana, media y tardía"
		"DOTA_Glossary_Teamwork_Terminology_EarlyMidLate_Desc"		"Estos términos a menudo se refieren a diferentes bloques de tiempo en la partida en los que una estrategia, un héroe o un objeto específico puede tener mucho éxito o dejar de ser viable. Cada partida progresa de manera diferente, pero estos corresponden aproximadamente a los siguientes tiempos del reloj del juego: <br><br>Fase temprana - <b>0:00 - 15:00</b> <br/> Fase media - <b>15:00 - 30:00</b><br/> Fase tardía - <b>30:00 o más</b>"
		
		"DOTA_Glossary_Teamwork_LaneEquilibrium"	"Equilibrio de la senda"
		"DOTA_Glossary_Teamwork_LaneEquilibrium_1"	"En igualdad de condiciones, los creeps se detendrán y se atacarán entre sí en el mismo lugar de la senda cuando se encuentren las dos oleadas de creeps. El lugar define la posición o equilibrio de una senda."
		"DOTA_Glossary_Teamwork_LaneEquilibrium_2"	"Las acciones que mueven el equilibrio de la senda más allá de tu torre se llaman Presionar."
		"DOTA_Glossary_Teamwork_LaneEquilibrium_3"	"Tener el control de la senda cerca de tu propia torre proporciona la mayor seguridad. Las torres infligirán un daño significativo a los héroes enemigos que se enfrenten a ti, y los héroes aliados pueden teletransportarse rápidamente para ayudarte en tu defensa."
		"DOTA_Glossary_Teamwork_LaneEquilibrium_4"	"Presionar la senda lo suficiente permitirá que tus creeps ataquen y destruyan la torre enemiga, pero hará que farmear oleadas de creeps sea más peligroso."
		"DOTA_Glossary_Teamwork_LaneEquilibrium_PushingSubsection" "Ejemplos de motivos comunes que ocasionarán presión en la senda:"
		"DOTA_Glossary_Teamwork_LaneEquilibrium_PushingSubsection_1" "Tener más creeps en una oleada que el enemigo."
		"DOTA_Glossary_Teamwork_LaneEquilibrium_PushingSubsection_2" "Usar ataques básicos o habilidades para infligir daño a creeps."
		"DOTA_Glossary_Teamwork_LaneEquilibrium_PushingSubsection_3" "Atraer ataques de creeps enemigos atacando a héroes enemigos."
		"DOTA_Glossary_Teamwork_LaneEquilibrium_PushingSubsection_4" "La posición de la senda lo suficientemente cercana a tu torre que está siendo atacada por creeps enemigos."
		"DOTA_Glossary_Teamwork_Teamfights"				"Peleas de equipo"
		"DOTA_Glossary_Teamwork_Teamfights_Logic"			"Al atacar a los héroes enemigos hay una gran probabilidad de ganar si sois más que ellos. Esta lógica puede tener como resultado que todo el equipo se mueva en grupo antes de entrar en combate para maximizar la probabilidad de victoria."
		"DOTA_Glossary_Teamwork_Teamfights_EarlyVsLate"		"La desventaja de que todo el equipo se desplace para atacar es que los héroes al estar juntos obtendrán significativamente menos oro y experiencia en comparación con cuando están en sus sendas y farmeando. Al principio de la partida el oro y la experiencia suelen ser más importantes que matar a los enemigos, por lo que las peleas de equipo son menos comunes."
		"DOTA_Glossary_Teamwork_Teamfights_Specialists"		"Algunos héroes tienen habilidades que son mucho más fuertes cuando hay muchos héroes juntos, lo que los hace muy poderosos en las peleas de equipo. Analiza cautelosamente las habilidades de tus aliados y enemigos para saber cuándo es el mejor momento para atacar."
		"DOTA_Glossary_Teamwork_Teamfights_Winning"			"Ganar una pelea de equipo suele conllevar matar a suficientes héroes enemigos y un número suficiente de los tuyos para poder moveros de forma segura por el mapa y realizar los objetivos. Debido al aumento de tiempo para regenerarse a niveles altos, ganar una pelea de equipo en momentos avanzados de la partida hará que los héroes enemigos estén muertos durante más tiempo, ¡así tendréis suficiente tiempo para matar a su Ancestro y ganar la partida!"
		"DOTA_Glossary_Teamwork_Objectives"					"Objetivos"
		"DOTA_Glossary_Teamwork_Objectives_Ancient"			"El Ancestro"
		"DOTA_Glossary_Teamwork_Objectives_Ancient_Desc"	"El objetivo definitivo de la partida es matar al Ancestro enemigo, sin embargo, aunque estén todos los héroes enemigos muertos, habrá poderosas estructuras defensivas protegiéndolo. Dada la oportunidad, aparecerán un número de objetos secundarios, al lograrlos, se allanará tu camino a la victoria."
		"DOTA_Glossary_Teamwork_Objectives_Towers"			"Torres"
		"DOTA_Glossary_Teamwork_Objectives_Towers_Desc"		"El objetivo más sencillo es derribar las torres enemigas. Las torres no regeneran su salud y pueden dejarse fuera de servicio durante un breve periodo de tiempo. Destruir las torres o barracones otorgará oro a tu equipo, así como oro adicional al jugador que da el último golpe. El Ancestro enemigo es invulnerable hasta que se derriban las torres que están inmediatamente delante de él."
		"DOTA_Glossary_Teamwork_Objectives_Barracks"		"Barracones"
		"DOTA_Glossary_Teamwork_Objectives_Barracks_Desc"	"Los barracones enemigos recompensan con oro al jugador que los destruye y no reaparecen. Al destruir los barracones enemigos también aparecen supercreeps en la senda del lado opuesto. Los supercreeps tienen más vida y daño y harán que la senda avance mucho más rápido hasta la base enemiga. Los supercreeps también tienen una recompensa de oro y experiencia reducida, lo que disminuye el ritmo al que los héroes enemigos pueden subir de nivel y comprar objetos, proporcionándoos una ventaja permanente durante el resto de la partida."
		"DOTA_Glossary_Teamwork_Objectives_Roshan"			"Roshan"
		"DOTA_Glossary_Teamwork_Objectives_Roshan_Desc"		"Al derrotar a Roshan se recompensa a cada jugador con oro y consumibles poderosos, sin embargo enfrentarse a Roshan cuando el equipo enemigo es consciente de ello y en plenas capacidades puede acabar fácilmente en un desastre. Es mejor opción enfrentarse a él cuando hay algunos héroes enemigos incapacitados."
		
		"DOTA_Glossary_Teamwork_Objectives_Buyback"			"Resucitar"
		"DOTA_Glossary_Teamwork_Objectives_Buyback_Desc"	"En la fase media y tardía de la partida, obligar a los héroes enemigos a usar su resurrección puede convertirse en un objetivo valioso en sí mismo, lo que hace que el equipo enemigo gaste grandes cantidades de oro que de otro modo se gastaría en objetos poderosos. Esto también dificulta su capacidad para recuperarse de una pelea de equipo perdida y podría potencialmente cambiar el rumbo a tu favor. Amenazar a otros objetivos críticos mientras los héroes están muertos puede provocar que el equipo enemigo gaste este valioso recurso."
		"DOTA_Glossary_Teamwork_HeroItemChoice"		"Elección de héroe y objetos"
		
		"DOTA_Glossary_Teamwork_HeroItemChoice_EarlyVsLate"			"Fase temprana contra fase tardía"
		"DOTA_Glossary_Teamwork_HeroItemChoice_EarlyVsLate_Desc"	"Una de las decisiones más frecuentes e impactantes que toma un jugador es si su elección de héroe, objeto y estilo de juego será más eficaz en la fase temprana o en la fase tardía de la partida. Aprender las veces que cada héroe alcanza su pico de poder relativo y qué objetos son más apropiados en las distintas fases de la partida es una habilidad importante para tener éxito."
		"DOTA_Glossary_Teamwork_HeroItemChoice_DamageTypes"			"Tipos de daño"
		"DOTA_Glossary_Teamwork_HeroItemChoice_DamageTypes_Desc"		"La mayoría de las habilidades y objetos que infligen daño aplican daño físico o mágico, que puede mitigarse con armadura y resistencia mágica, respectivamente. Se pueden crear una variedad de objetos para aumentar cualquiera de estos atributos. Saber el tipo de daño que están causando los héroes enemigos de tu partida puede ser crucial para defenderte de sus ataques."
		"DOTA_Glossary_Teamwork_HeroItemChoice_Synergy"				"Sinergia"
		"DOTA_Glossary_Teamwork_HeroItemChoice_Synergy_Desc"		"La sinergia se define en términos generales como aprovechar los efectos en la partida que se complementan entre sí. Un ejemplo simple es que si un héroe tiene una habilidad o talento que aumenta su velocidad de ataque, se sinergizaría bien con un objeto que aumenta su daño por ataque. Un efecto es amplificado por el otro. Dos héroes que tienen habilidades que compensan las debilidades de los demás también se sinergizan. Es común que el conjunto de habilidades de un héroe individual tenga autosinergia y trabajen en conjunto cuando se lanzan en el orden correcto."
		"DOTA_Glossary_Teamwork_HeroItemChoice_Counters"			"Contrarrestar"
