"lang"
{ 
	"Language" "danish" 
	"Tokens" 
	{
		// To create a new key ( like $health ) just add the entry here
		"dota_ability_variable_health"				"helbred"					// $health
		"dota_ability_variable_mana"				"mana"						// $mana
		"dota_ability_variable_armor"				"rustning"						// $armor
		"dota_ability_variable_damage"				"skade"					// $damage
		"dota_ability_variable_str"					"styrke"					// $str
		"dota_ability_variable_int"					"intelligens"				// $int
		"dota_ability_variable_agi"					"agilitet"					// $agi
		"dota_ability_variable_all"					"alle attributter"			// $all
		"dota_ability_variable_primary_attribute"	"primær attribut"			// $primary_attribute
		"dota_ability_variable_attack"				"angrebshastighed"				// $attack
		"dota_ability_variable_hp_regen"			"HP-regenerering"		// $hp_regen
		"dota_ability_variable_lifesteal"			"livsstjæl"					// $lifesteal
		"dota_ability_variable_mana_regen"			"mana-regenerering"			// $mana_regen
		"dota_ability_variable_mana_regen_aura"		"mana-regenerering som aura"	// $mana_regen_aura
		"dota_ability_variable_spell_amp"			"evneskade"				// $spell_amp
		"dota_ability_variable_debuff_amp"			"debuff-varighed"			// $debuff_amp
		"dota_ability_variable_move_speed"			"bevægelseshastighed"			// $move_speed
		"dota_ability_variable_evasion"				"undvigelse"					// $evasion
		"dota_ability_variable_spell_resist"		"magisk resistens"			// $spell_resist
		"dota_ability_variable_spell_lifesteal"		"evnelivsstjæl"			// $spell_lifesteal
		"dota_ability_variable_spell_lifesteal_creep"	"evnelivsstjæl (kryb)"	// $spell_lifesteal_creep
		"dota_ability_variable_spell_lifesteal_hero"	"evnelivsstjæl (helte)"	// $spell_lifesteal_hero
		"dota_ability_variable_selected_attrib"		"valgt attribut"		// $selected_attribute
		"dota_ability_variable_attack_range"		"angrebsrækkevidde <font color='#7d7d7d'>(kun afstandshelte)</font>"	// $attack_range
		"dota_ability_variable_attack_range_melee"	"angrebsrækkevidde <font color='#7d7d7d'>(kun nærkamp)</font>"	// $attack_range_melee
		"dota_ability_variable_cast_range"			"kasterækkevidde"				// $cast_range
		"dota_ability_variable_status_resist"		"statusresistens"			// $status_resist
		"dota_ability_variable_projectile_speed"	"projektilhastighed"			// $projectile_speed
		"dota_ability_variable_manacost_reduction"	"reduceret mana-omkostning"		// $manacost_reduction
		"dota_ability_variable_cooldown_reduction"	"nedkølingsreduktion"		// $cooldown_reduction 
		"dota_ability_variable_max_mana_percentage"	"ekstra maks. mana"			// $max_mana_percentage

		"dota_ability_variable_damage_int_hero"	"skade (intelligenshelte)"
		"DOTA_Tooltip_ability_special_bonus_exp_boost_25"		"+{s:value}% XP-optjening"
		"DOTA_Tooltip_ability_special_bonus_exp_boost_30"		"+{s:value}% XP-optjening"
		"DOTA_Tooltip_ability_special_bonus_exp_boost_35"		"+{s:value}% XP-optjening"
		"DOTA_Tooltip_ability_special_bonus_exp_boost_40"		"+{s:value}% XP-optjening"
		"DOTA_Tooltip_ability_special_bonus_exp_boost_50"		"+{s:value}% XP-optjening"
		"DOTA_Tooltip_ability_special_bonus_exp_boost_60"		"+{s:value}% XP-optjening"
		"DOTA_Tooltip_modifier_stacking_gold_rate_boost"				"Guldforøgelse"
		"DOTA_Tooltip_modifier_stacking_gold_rate_boost_Description"	"Får +%dMODIFIER_PROPERTY_TOOLTIP%%% bonusguld."
		"DOTA_Tooltip_modifier_stacking_exp_rate_boost"					"XP-forøgelse"
		"DOTA_Tooltip_modifier_stacking_exp_rate_boost_Description"		"Får +%dMODIFIER_PROPERTY_TOOLTIP%%% bonus-XP."
		"DOTA_Tooltip_ability_special_bonus_20_bash_2"			"+{s:value}% {s:value}s Bash"
		"DOTA_Tooltip_ability_special_bonus_30_crit_2"			"+{s:crit_chance}% kritisk skade ({s:crit_multiplier}%)"
		"DOTA_Tooltip_ability_special_bonus_day_vision_400"		"+{s:value} dagssyn"
		"DOTA_Tooltip_ability_special_bonus_night_vision_400"		"+{s:value} nattesyn"
		"DOTA_Tooltip_ability_special_bonus_night_vision_500"		"+{s:value} nattesyn"
		"DOTA_Tooltip_ability_special_bonus_night_vision_600"		"+{s:value} nattesyn"
		"DOTA_Tooltip_ability_special_bonus_night_vision_800"		"+{s:value} nattesyn"
		"DOTA_Tooltip_ability_special_bonus_night_vision_1000"		"+{s:value} nattesyn"
		"DOTA_Tooltip_ability_special_bonus_vision_200"			"+{s:value} udsyn"
		"DOTA_Tooltip_ability_special_bonus_haste"			"Hastebevægelse"
		"DOTA_Tooltip_ability_special_bonus_truestrike"			"True Strike"
		"DOTA_Tooltip_ability_special_bonus_spell_immunity"			"Permanent besværgelsesimmunitet"
		"DOTA_Tooltip_ability_special_bonus_spell_block_15"			"{s:block_cooldown}s evneblokering"
		"DOTA_Tooltip_ability_special_bonus_spell_block_18"			"{s:block_cooldown}s evneblokering"
		"DOTA_Tooltip_ability_special_bonus_spell_block_20"			"{s:block_cooldown}s evneblokering"
		"DOTA_Tooltip_ability_special_bonus_mana_break_15"			"+{s:value} Mana Break"
		"DOTA_Tooltip_ability_special_bonus_mana_break_20"			"+{s:value} Mana Break"
		"DOTA_Tooltip_ability_special_bonus_mana_break_25"			"+{s:value} Mana Break"
		"DOTA_Tooltip_ability_special_bonus_mana_break_35"			"+{s:value} Mana Break"
		"DOTA_Tooltip_ability_special_bonus_mana_break_40"			"+{s:value} Mana Break"
		"DOTA_Tooltip_ability_special_bonus_unique_clockwerk"	"Battery Assault: -{s:bonus_interval}s mellem instanser"
		"DOTA_Tooltip_ability_special_bonus_unique_clockwerk_2"	"Power Cogs fastgør fjender inden for sig"
		"DOTA_Tooltip_ability_special_bonus_unique_clockwerk_3"	"Battery Assault: +{s:bonus_damage} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_clockwerk_4"	"Rocket Flare giver True Sight"
		"DOTA_Tooltip_ability_special_bonus_unique_clockwerk_5"	"Power Cogs: +{s:bonus_attacks_to_destroy} angreb for at ødelægge"
		"DOTA_Tooltip_ability_special_bonus_unique_clockwerk_6"	"Besværgelsesimmun inde i Power Cogs"
		"DOTA_Tooltip_ability_special_bonus_unique_clockwerk_7"	"Rocket Flare: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_clockwerk_8"	"Power Cogs: +{s:bonus_mana_burn} mana-afbrænding"
		"DOTA_Tooltip_ability_special_bonus_unique_clockwerk_9"	"Power Cogs: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_omniknight_1"	"Purification: +{s:value} skade/heling"
		"DOTA_Tooltip_ability_special_bonus_unique_omniknight_2"	"Heavenly Grace: +{s:value} styrke/HP-regen. per svækkelse fjernet"
		"DOTA_Tooltip_ability_special_bonus_unique_omniknight_3"	"Hammer of Purity: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_omniknight_4"	"Hammer of Purity: +{s:bonus_base_damage}% skade"
		"DOTA_Tooltip_ability_special_bonus_unique_omniknight_5"	"Heavenly Grace: +{s:value}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_omniknight_6"	"Purification: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_omniknight_7"	"Guardian Angel: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_centaur_1"		"Retaliate bliver til en aura"
		"DOTA_Tooltip_ability_special_bonus_unique_centaur_1_Description"		"Allierede helte inden for 1200 afstand af Centaur modtager Retaliate-evnens skadereturnering."
		"DOTA_Tooltip_ability_special_bonus_unique_centaur_2"		"Hoof Stomp: +{s:bonus_stun_duration}s lammelsesvarighed"
		"DOTA_Tooltip_ability_special_bonus_unique_centaur_3"		"Retaliate: +{s:bonus_return_damage} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_centaur_4"		"Double Edge: +{s:bonus_strength_damage}% styrke som skade"
		"DOTA_Tooltip_ability_special_bonus_unique_centaur_5"		"Stampede: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_centaur_6"		"Stampede: +{s:value}% skadereduktion"
		"DOTA_Tooltip_ability_special_bonus_unique_centaur_7"		"Stampede: +{s:value}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_1""Death Ward: +{s:value} angrebsrækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_2""Voodoo Restoration: +{s:value}% maks. HP som heling/skade"
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_3""Paralyzing Cask: +{s:bonus_bounces} hop"
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_4""Voodoo Restoration: -{s:value2}% mana per sekund"
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_5""Death Ward: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_6""Maledict: +{s:value} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_witch_doctor_7""Maledict: +{s:value}% udbrudsskade"
		"DOTA_Tooltip_ability_special_bonus_unique_necrophos"	"Death Pulse: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_necrophos_2"	"Heartstopper Aura: +{s:bonus_aura_damage}% skade"
		"DOTA_Tooltip_ability_special_bonus_unique_necrophos_3"	"Ghost Shroud: +{s:bonus_movement_speed}% hæmning"
		"DOTA_Tooltip_ability_special_bonus_unique_necrophos_4"	"Death Pulse: +{s:value} heling"
		"DOTA_Tooltip_ability_special_bonus_unique_necrophos_5"	"Heartstopper: +{s:bonus_heal_reduction_pct}% reduktion af regenerering"
		"DOTA_Tooltip_ability_special_bonus_unique_necrophos_6"	"Reaper's Scythe: +{s:value} kasterækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_necrophos_heartstopper_regen_duration"		"Heartstopper Aura: +{s:bonus_regen_duration}s stablingsvarighed"
		"DOTA_Tooltip_ability_special_bonus_unique_necrophos_sadist_heal_bonus"					"Ghost Shroud: +{s:bonus_heal_bonus}% forstærket regenerering"
		"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain"	"Shadow Strike får {s:value} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain_2"	"Scream of Pain: +{s:bonus_damage} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain_3"	"Sonic Wave: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain_4"	"Shadow Strike: -{s:bonus_damage_interval}s mellem skadeinstanser"
		"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain_5"	"Sonic Wave: {s:value}s frygt"
		"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain_5_Description"	 	"Fjender skadet af Sonic Wave tvinges til at løbe væk fra Queen of Pain i {s:value} sekunder."
		"DOTA_Tooltip_ability_special_bonus_unique_queen_of_pain_6"	"Blink: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_antimage_5"	"Blink skaber en ukontrollerbar illusion"
		"DOTA_Tooltip_ability_special_bonus_unique_antimage_5_Description"	"Efter brug af Blink skabes der en ukontrollerbar illusion ved Anti-Mages oprindelige position. Illusionen gør {s:outgoing_damage}% mindre skade, tager {s:incoming_damage}% skade og varer {s:illusion_duration} sekunder."
		"DOTA_Tooltip_ability_special_bonus_unique_mirana_2"		"Sacred Arrows: +{s:value} multiskud"
		"DOTA_Tooltip_ability_special_bonus_unique_mirana_2_Description"	"De ekstra pile affyres i en kegleform, 30 grader til venstre og højre fra den oprindelige pil, og kan ikke ramme det samme mål."
		"DOTA_Tooltip_ability_special_bonus_unique_mirana_3"		"Sacred Arrow: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_mirana_4"		"Moonlight Shadow: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_mirana_5_Description"	"Undvigelsen tildeles stadig, selv hvis heltene er synlige"
		"DOTA_Tooltip_ability_special_bonus_unique_mirana_7"		"Starstorm: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_bounty_hunter"	"Jinada: +{s:value} guld stjålet"
		"DOTA_Tooltip_ability_special_bonus_unique_bounty_hunter_2"	"Shuriken Toss: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_bounty_hunter_3"	"Track: Drab giver +{s:value} guld"
		"DOTA_Tooltip_ability_special_bonus_unique_bounty_hunter_4"	"Jinada: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_bounty_hunter_5"	"Shadow Walk: +{s:bonus_slow}/{s:bonus_slow}% hæmning af angreb/bevægelse"
		"DOTA_Tooltip_ability_special_bonus_unique_bounty_hunter_6"	"Track: Allierede får 50% af evnens bonushastighed"
		"DOTA_Tooltip_ability_special_bonus_unique_bounty_hunter_7"	"Shuriken Toss får {s:value} ladninger"
		"DOTA_Tooltip_ability_special_bonus_unique_bounty_hunter_8"	"Track giver 600 udsyn om målet"
		"DOTA_Tooltip_ability_special_bonus_unique_underlord_2"	"Firestorm: +{s:value} skade per bølge"
		"DOTA_Tooltip_ability_special_bonus_unique_underlord_7"	"Firestorm: +{s:value} antal bølger"
		"DOTA_Tooltip_ability_special_bonus_unique_pudge_1"	"Flesh Heap: {s:bonus_flesh_heap_strength_buff_amount}x bonusser til styrke og skadeblokering"
		"DOTA_Tooltip_ability_special_bonus_unique_pudge_2"	"Rot: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_pudge_3"	"Dismember: {s:bonus_dismember_damage}x skade/heling"
		"DOTA_Tooltip_ability_special_bonus_unique_pudge_4"	"Rot: {s:value}% hæmning"
		"DOTA_Tooltip_ability_special_bonus_unique_pudge_6"	"Dismember: +{s:bonus_AbilityChannelTime}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_treant"	"Living Armor: +{s:value} blokeringsinstanser"
		"DOTA_Tooltip_ability_special_bonus_unique_treant_2" "Leech Seed: +{s:value} skade/heling"
		"DOTA_Tooltip_ability_special_bonus_unique_treant_3" "Leech Seed: +{s:value}% bevægelseshæmning"
		"DOTA_Tooltip_ability_special_bonus_unique_treant_4" "Nature's Guise giver usynlighed"
		"DOTA_Tooltip_ability_special_bonus_unique_treant_5" "Eyes in the Forrest/Overgrowth: +{s:value} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_treant_6" "Living Armor kan bruges globalt"
		"DOTA_Tooltip_ability_special_bonus_unique_treant_7" "Living Armor får {s:value} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_treant_9" "Nature's Grasp: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_treant_10" "Kan bevæge sig gennem træer"
		"DOTA_Tooltip_ability_special_bonus_unique_treant_12" "Nature's Grasp: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_visage_1"	"Visage og Familiars' angreb får +{s:value} rustningskorruption"
		"DOTA_Tooltip_ability_special_bonus_unique_visage_3"	"Soul Assumption rammer {s:value} mål"
		"DOTA_Tooltip_ability_special_bonus_unique_visage_3_Description"	"Der affyres en ekstra Soul Assumption mod en tilfældig enhed inden for kasterækkevidden. Prioriterer helte."
		"DOTA_Tooltip_ability_special_bonus_unique_visage_4"	"Soul Assumption: +{s:value} skade per ladning"
		"DOTA_Tooltip_ability_special_bonus_unique_visage_6"	"+{s:value} Familiar"
		"DOTA_Tooltip_ability_special_bonus_unique_visage_8"	"Grave Chill: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_earthshaker"	"Enchant Totem: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_earthshaker_2" "Echo Slam: +{s:value} ekkoskade"
		"DOTA_Tooltip_ability_special_bonus_unique_earthshaker_3" "Fissure: +{s:value} rækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_earthshaker_4" "Fissure: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_earthshaker_5" "Aftershock: +{s:value} radius"
		"DOTA_Tooltip_ability_special_bonus_unique_earthshaker_6" "Aftershock: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_earthshaker_totem_damage" "Enchant Totem: +{s:bonus_totem_damage_percentage}% skade"
		"DOTA_Tooltip_ability_special_bonus_unique_lich_1"	"Frost Shield giver +{s:bonus_health_regen} HP-regenerering"
		"DOTA_Tooltip_ability_special_bonus_unique_lich_5"	"Chain Frost: Fjerner maks. antal hop"
		"DOTA_Tooltip_ability_special_bonus_unique_rubick"	"Telekinesis: +{s:value} landingsafstand"
		"DOTA_Tooltip_ability_special_bonus_unique_rubick_2"	"Fade Bolt: -{s:value}% skadereduktion"
		"DOTA_Tooltip_ability_special_bonus_unique_rubick_3"	"Fade Bolt: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_rubick_4"	"Telekinesis: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_rubick_5"	"+{s:value}% evne-amplifikation på stjålne besværgelser"
		"DOTA_Tooltip_ability_special_bonus_unique_rubick_6"	"-{s:value}% nedkøling på stjålne besværgelser"
		"DOTA_Tooltip_ability_special_bonus_unique_rubick_7"	"Telekinesis: +{s:value}s løftevarighed"
		"DOTA_Tooltip_ability_special_bonus_unique_rubick_8"	"Telekinesis: +{s:value} landingsskade"
		"DOTA_Tooltip_ability_special_bonus_unique_sven"	"Storm Hammer: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_sven_2"	"God's Strength: +{s:value}% skade"
		"DOTA_Tooltip_ability_special_bonus_unique_sven_4"	"Storm Hammer: +{s:value}s lammelsesvarighed"
		"DOTA_Tooltip_ability_special_bonus_unique_sven_5"	"Warcry: +{s:value}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_sven_6"	"Warcry: +{s:value}% bevægelseshastighed"
		"DOTA_Tooltip_ability_special_bonus_unique_sven_7"	"Warcry: +{s:value} rustning"
		"DOTA_Tooltip_ability_special_bonus_unique_sven_8"	"Great Cleave: +{s:value}% skade"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer""Ion Shell: +{s:bonus_damage_per_second} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_2""Vacuum: +{s:value} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_3""Surge får {s:value} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_4""Tilføjer parallel Wall of Replica"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_4_Description" "Der skabes en ekstra Wall of Replica {s:value} enheder bag ved den første væg. Hver væg skaber sine egne illusioner."
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_5""Ion Shell: +{s:bonus_radius} radius"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_6""Ion Shell giver +{s:bonus_bonus_health} maks. HP"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_7""Wall of Replica: +{s:value}% illusionsskade"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_8""Vacuum: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_9""Surge får {s:value} ladninger"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_10""Wall of Replica: +{s:value}s lammelse"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_11""Wall of Replica: +{s:value} længde"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_12""Wall of Replica: +{s:value}s hæmning"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_13""Wall of Replica: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_14""Ion Shell får {s:bonus_AbilityCharges} ladninger"
		"DOTA_Tooltip_ability_special_bonus_unique_dark_seer_15""Ion Shell: +{s:bonus_duration}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_dazzle_2""Shadow Wave: +{s:value} heling/skade"
		"DOTA_Tooltip_ability_special_bonus_unique_dazzle_3""Poison Touch: +{s:bonus_damage} skade per sekund"
		"DOTA_Tooltip_ability_special_bonus_unique_dazzle_5""Shallow Grave: +{s:value} heling ved udløb"
		"DOTA_Tooltip_ability_special_bonus_unique_dazzle_poison_touch_attack_range_bonus"			"Poison Touch: +{s:bonus_attack_range_bonus} angrebsrækkevidde mod fjender ramt"
		"DOTA_Tooltip_ability_special_bonus_unique_dazzle_poison_touch_attack_range_bonus_Description"			"+{s:bonus_attack_range_bonus} angrebsrækkevidde, når Dazzle angriber en fjende, der er påvirket af Poison Touch" 
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_2""Shackles: +{s:value}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_3""Ether Shock: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_4""Serpent Wards: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_5""Hex: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_6""Shackles: +{s:value} skade i alt"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_7""Hex deaktiverer passive evner"
		"DOTA_Tooltip_ability_special_bonus_unique_shadow_shaman_8""Serpent Wards: +{s:value} angrebsrækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_1""Chaotic Offering: Golems får 80% magisk resistens"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_2""Chaotic Offering: Golems får +{s:value} rustning"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_4""Hidkalder en Golem ved dødsfald"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_5""Fatal Bonds: +{s:value}% skade"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_6""Shadow Word får {s:value} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_8""Shadow Word: +{s:bonus_duration}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_9""Fatal Bonds: +{s:value} mål"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_10""Upheaval: +{s:value} angrebshastighed per sekund til allierede"
		"DOTA_Tooltip_ability_special_bonus_unique_warlock_10_Description" "Maks. +70 angrebshastighed"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_2""Vengeance Aura: +{s:value}% bonus til basisskade"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_3""Magic Missile går igennem besværgelsesimmunitet"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_5""Magic Missile: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_6""Wave of Terror: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_7""Vengeance Aura: Illusion kan bruge evner"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_8""Vengeance Aura: +{s:value} angrebsrækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_9""Nether Swap: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_vengeful_spirit_missile_castrange"		"Magic Missile: +{s:bonus_AbilityCastRange} kasterækkevidde"

		"DOTA_Tooltip_ability_special_bonus_unique_venomancer""Plague Ward: {s:value}x HP/skade"
		"DOTA_Tooltip_ability_special_bonus_unique_venomancer_2""+Poison Sting: {s:bonus_movement_speed}% hæmning"
		"DOTA_Tooltip_ability_special_bonus_unique_venomancer_3""Venomous Gale: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_venomancer_4""Poison Nova: +{s:value}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_venomancer_5""Poison Nova reducerer fjenders angrebshastighed med {s:bonus_aspd_slow}"
		"DOTA_Tooltip_ability_special_bonus_unique_venomancer_6""Poison Nova: +{s:value} områdestørrelse"
		"DOTA_Tooltip_ability_special_bonus_unique_venomancer_7""Plague Ward: +{s:value}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_venomancer_8""Plague Ward: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_venomancer_gale_plagueward"					"Venomous Gale skaber Plague Wards"
		"DOTA_Tooltip_ability_special_bonus_unique_venomancer_gale_plagueward_Description"		"Når Venomous Gale rammer en fjendtlig helt, skabes der {s:bonus_create_wards} Plague Wards omkring fjenden."
		"DOTA_Tooltip_ability_special_bonus_unique_venomancer_poisonsting_regen_reduction"		"Poison Sting: {s:bonus_hp_regen_reduction}% reduktion af HP-regenerering"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_1""Waveform: +{s:bonus_AbilityCastRange} rækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_2""Morph: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_3""Adaptive Strike: +{s:value} mål ramt"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_3_Description"		"Flere fjendtlige enheder inden for kasterækkevidden rammes også af Adaptive Strike."
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_4""Waveform angriber ramte fjender"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_4_Description"		"Fjender, som rammes af Waveform, angribes også øjeblikkeligt af Morphling."
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_5""Morph kan bruges på allierede"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_6""Waveform får {s:bonus_AbilityCharges} ladninger"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_7""Adaptive Strike: -{s:value}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_8""Morph: +{s:value}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_9""Adaptive Strike: -{s:value} rustningsreduktion"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_10""Adaptive Strike: +{s:bonus_stun_max}s lammelsesvarighed"
		"DOTA_Tooltip_ability_special_bonus_unique_morphling_waveform_cooldown"		"Waveform: -{s:bonus_AbilityCooldown}% nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_leshrac_1"	"Diabolic Edict: +{s:value} eksplosioner"
		"DOTA_Tooltip_ability_special_bonus_unique_leshrac_2"	"Lightning Storm kan hoppe til enheder to gange"
		"DOTA_Tooltip_ability_special_bonus_unique_leshrac_2_Description"	"Hopper kun til enheder, den allerede har ramt, når der ikke er andre enheder tilgængelige"
		"DOTA_Tooltip_ability_special_bonus_unique_leshrac_3"	"Pulse Nova: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_leshrac_4"	"Pulse Nova: +{s:value} radius"
		"DOTA_Tooltip_ability_special_bonus_unique_leshrac_5"	"Split Earth: +{s:value} radius"
		"DOTA_Tooltip_ability_special_bonus_unique_leshrac_6"	"Lightning Storm: +{s:value} skade"
		"DOTA_Tooltip_ability_special_bonus_unique_jakiro"	"Ice Path: +{s:bonus_stun_duration}s varighed"
		"DOTA_Tooltip_ability_special_bonus_unique_jakiro_Description"	"Øger varigheden på både lammelsen og evnen."
		"DOTA_Tooltip_ability_special_bonus_unique_jakiro_2"	"+Dual Breath: {s:bonus_AbilityCastRange}% skade og rækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_jakiro_3"	"Macropyre gør ren skade og går gennem immunitet"
		"DOTA_Tooltip_ability_special_bonus_unique_jakiro_4"	"Liquid Fire: {s:value} angrebshastighed"
		"DOTA_Tooltip_ability_special_bonus_unique_jakiro_5"	"Dual Breath: +{s:value} rækkevidde"
		"DOTA_Tooltip_ability_special_bonus_unique_jakiro_6"	"Ice Path: -{s:bonus_AbilityCooldown}s nedkøling"
		"DOTA_Tooltip_ability_special_bonus_unique_jakiro_7"	"Macropyre: +{s:value} skade"
