"lang"
{
"Language"	"norwegian"
"DOTA_Item_Desc_AMD_Dota2_Premier_League"	"AMD, i samarbeid med DotaTalk, er stolte av å gi deg AMD Premier League. I turneringen møtes Sør-Asias fremste lag for å konkurrere om en total premiepott på $5000. To måneder med intens action vil bli kommentert av GoDz, LD, Luminous og Blaze fra BeyondthesummitTV."
"DOTA_Item_AMD_Dota2_Premier_League_ADMIN"	"AMD Dota2 Premier League -ADMIN"
"DOTA_Item_Desc_AMD_Dota2_Premier_League_ADMIN"	"AMD, i samarbeid med DotaTalk, er stolte av å gi deg AMD Premier League. I turneringen møtes Sør-Asias fremste lag for å konkurrere om en total premiepott på $5000. To måneder med intens action vil bli kommentert av GoDz, LD, Luminous og Blaze fra BeyondthesummitTV."
"DOTA_WearableType_Face"	"Ansikt"
"DOTA_Item_Young_Alchemists_Knot"	"Young Alchemist's Knot"
"DOTA_Item_Young_Alchemists_Protection"	"Young Alchemist's Protection"
"DOTA_Item_Taunt_Victory_Jig"	"Hån: Victory Jig"
"DOTA_Item_Sandworn_Visage_of_the_Ancient_Sovereign"	"Sandworn Visage of the Ancient Sovereign"
"DOTA_Item_Taunt_Celebration_of_Death"	"Hån: Celebration of Death"
"DOTA_Item_Nature"	"Nature"
"DOTA_Item_Arctic_Hunter_Set"	"Sett: Arctic Hunter"
"DOTA_Item_Arctic_Hunters_Glove"	"Arctic Hunter's Glove"
"DOTA_Item_Arctic_Hunters_Hood"	"Arctic Hunter's Hood"
"DOTA_Item_Arctic_Hunters_Ice_Axe"	"Arctic Hunter's Ice Axe"
"DOTA_Item_Arctic_Hunters_Parka"	"Arctic Hunter's Parka"
"DOTA_Item_Arctic_Hunters_Snack"	"Arctic Hunter's Snack"
"DOTA_Item_Arctic_Hunters_Tusks"	"Arctic Hunter's Tusks"
"DOTA_Item_Rapture_Gaming_Network_League"	"Rapture Gaming Network League"
"DOTA_Item_Rapture_Gaming_Network_League__ADMIN"	"Rapture Gaming Network League – ADMIN"
"DOTA_Item_Desc_Stone_Ruin"	"Se opp for kaoset fra fortiden. 

Inkludert med Premier League Season 5-billetten."
"DOTA_Item_Premier_League_Season_5"	"Premier League Season 5"
"DOTA_Item_Premier_League_Season_5__ADMIN"	"Premier League Season 5 - ADMIN"
"DOTA_Item_RaidCall_EMS_One_Summer_2013"	"RaidCall EMS One Summer 2013"
"DOTA_Item_RaidCall_EMS_One_Summer_2013__ADMIN"	"RaidCall EMS One Summer 2013 – ADMIN"
"DOTA_Item_RaidCall_Dota_2_League_Season_3"	"RaidCall Dota 2 League Season 3"
"DOTA_Item_RaidCall_Dota_2_League_Season_3__ADMIN"	"RaidCall Dota 2 League Season 3 – ADMIN"
"DOTA_Item_Taunt_Sharp_Blade"	"Hån: Sharp Blade"
"DOTA_Item_Taunt__Shake_Your_Money_Maker"	"Hån: Shake Your Money Maker"
"DOTA_Item_Desc_Copy_of_Lunas_Helmet"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Lunas_Mount"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Lunas_Shield"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Lunas_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Gemmed_Bracers_of_the_Priest_Kings"	"Gemmed Bracers of the Priest Kings"
"DOTA_Item_Gemmed_Mitre_of_the_Priest_Kings"	"Gemmed Mitre of the Priest Kings"
"DOTA_Item_Gemmed_Pauldrons_of_the_Priest_Kings"	"Gemmed Pauldrons of the Priest Kings"
"DOTA_Item_Lunas_Head"	"Lunas hode"
"DOTA_Item_Lunas_Helmet"	"Lunas hjelm"
"DOTA_Item_Lunas_Mount"	"Lunas ridedyr"
"DOTA_Item_Lunas_Shield"	"Lunas skjold"
"DOTA_Item_Lunas_Shoulder_Armor"	"Lunas skulderrustning"
"DOTA_Item_Lunas_Weapon"	"Lunas våpen"
"DOTA_Item_Abaddons_Cape"	"Abaddons kappe"
"DOTA_Item_Abaddons_Helmet"	"Abaddons hjelm"
"DOTA_Item_Abaddons_Mount"	"Abaddons ridedyr"
"DOTA_Item_Abaddons_Shoulder_Armor"	"Abaddons skulderrustning"
"DOTA_Item_Abaddons_Weapon"	"Abaddons våpen"
"DOTA_Item_Axe_of_the_Red_Conqueror"	"Axe of the Red Conqueror"
"DOTA_Item_Desc_Copy_of_Abaddons_Cape"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Abaddons_Helmet"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Abaddons_Shoulder_Armor"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Abaddons_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Dragon_Shield"	"Dragon Shield"
"DOTA_Item_Nails_in_the_Mad_Harvester"	"Nails in the Mad Harvester"
"DOTA_Item_Nightwatchers_Belt"	"Nightwatcher's Belt"
"DOTA_Item_Nightwatchers_Bracers"	"Nightwatcher's Bracers"
"DOTA_Item_Nightwatchers_Helm"	"Nightwatcher's Helm"
"DOTA_Item_Nightwatchers_Pauldrons"	"Nightwatcher's Pauldrons"
"DOTA_Item_Nightwatchers_Set"	"Sett: Nightwatchers"
"DOTA_Item_Svens_Sword"	"Svens sverd"
"DOTA_Item_AMD_Dota2_Premier_League_Season_2"	"AMD Dota2 Premier League Season 2"
"DOTA_Item_AMD_Dota2_Premier_League_Season_2__ADMIN"	"AMD Dota2 Premier League Season 2 - ADMIN"
"DOTA_Item_Armguard_of_the_Steppe"	"Armguard of the Steppe"
"DOTA_Item_Desc_AMD_Dota2_Premier_League_Season_2"	"Den etterlengtede AMD Premier League Season Two er tilbake. Se på at Sørøst-Asias fremste lag; Orange, Zenith, Mufc, Vici Gaming og flere konkurrerer om en total premiepott på $5000. Denne ene måneden med intens action vil bli brakt til deg av DotaTalk og drevet av AMD."
"DOTA_Item_Desc_Copy_of_AMD_Dota2_Premier_League_Season_2"	"Den etterlengtede AMD Premier League Season Two er tilbake. Se på at Sør-Asias fremste lag; Tongfu, Zenith, Orange og flere konkurrerer om en total premiepott på $5000. Denne ene måneden med intens action vil bli brakt til deg av DotaTalk og drevet av AMD."
"DOTA_Item_Nexon_Starter_League"	"Nexon Starter League"
"DOTA_Item_Nexon_Starter_League__ADMIN"	"Nexon Starter League – ADMIN"
"DOTA_Item_Cloak_of_the_Nimble_Edge"	"Cloak of the Nimble Edge"
"DOTA_Item_Elder_Bark"	"Elder Bark"
"DOTA_Item_Gloves_of_Retribution"	"Gloves of Retribution"
"DOTA_Item_Rack_of_Sundering"	"Rack of Sundering"
"DOTA_Item_Taunt_Keep_an_Ear_Out"	"Hån: Keep an Ear Out"
"DOTA_Item_Taunt_Shake_Your_Money_Maker"	"Hån: Shake Your Money Maker"
"DOTA_Item_Taunt_The_Magic_Ends_Here"	"Hån: The Magic Ends Here"
"DOTA_Item_Yonexs_Rage"	"Yonex's Rage"
"DOTA_WearableType_Wolf"	"Ulv"
"DOTA_Item_Desc_AMD_Dota2_Premier_League_Season_2__ADMIN"	"Den etterlengtede AMD Premier League Season Two er tilbake. Se på at Sør-Asias fremste lag; Orange, Zenith, Mufc, Vici Gaming og flere konkurrerer om en total premiepott på $5000. Denne ene måneden med intens action vil bli brakt til deg av DotaTalk og drevet av AMD."
"DOTA_Item_Desc_Copy_of_Earthshakers_Bracers"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Earthshakers_Totem"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Earthshakers_Belt"	"Earthshakers belte"
"DOTA_Item_Earthshakers_Bracers"	"Earthshakers armbeskyttere"
"DOTA_Item_Earthshakers_Totem"	"Earthshakers totem"
"DOTA_Item_NightHunters_Belt"	"NightHunters Belt"
"DOTA_Item_NightHunters_Bracers"	"NightHunters Bracers"
"DOTA_Item_NightHunters_Tail"	"NightHunters Tail"
"DOTA_Item_NightHunters_Wings"	"NightHunters Wings"
"DOTA_Item_NightHunters_helmet"	"NightHunters helmet"
"DOTA_Item_Battleseeker_Shoulders"	"Battleseeker Shoulders"
"DOTA_Item_Blade_of_the_Blood_Covenant__OffHand"	"Blade of the Blood Covenant – Off-Hand"
"DOTA_Item_Blood_Covenant_Blade_Pack"	"Blood Covenant Blade Pack"
"DOTA_Item_Bloodstone_of_the_Ancestor"	"Bloodstone of the Ancestor"
"DOTA_Item_Bloodstone_of_the_Founder"	"Bloodstone of the Founder"
"DOTA_Item_Bloodstone_of_the_Precursor"	"Bloodstone of the Precursor"
"DOTA_Item_Mok"	"Mok"
"DOTA_Item_Nomads_Barbed_Edge"	"Nomad's Barbed Edge"
"DOTA_Item_Nomads_Edge__OffHand"	"Nomad's Edge – Off-Hand"
"DOTA_Item_Nomads_Guards"	"Nomad's Guards"
"DOTA_Item_Nomads_Shelter"	"Nomad's Shelter"
"DOTA_Item_Rachel_the_Mordebat"	"Rachel the Morde-bat"
"DOTA_Item_Tinkers_Shoulders"	"Tinkers skuldre"
"DOTA_WearableType_Arm"	"Arm"
"DOTA_WearableType_Passport_Fantasy_Team"	"Kompendium-fantasilag"
"DOTA_Item_Abaddons_Cowl_Down"	"Abaddon's Cowl Down"
"DOTA_Item_Abaddons_Gryphon"	"Abaddon's Gryphon"
"DOTA_Item_Abaddons_Raven_Shoulders"	"Abaddon's Raven Shoulders"
"DOTA_Item_Abaddons_Talon_Cape"	"Abaddon's Talon Cape"
"DOTA_Item_Arc_of_the_Northern_Wind"	"Arc of the Northern Wind"
"DOTA_Item_Arctic_Bracers_of_the_North"	"Arctic Bracers of the North"
"DOTA_Item_Ataxia"	"Ataxia"
"DOTA_Item_Autograph"	"Autograf"
"DOTA_Item_Bite_of_the_Slithereen_Knight__OffHand"	"Bite of the Slithereen Knight – Off-Hand"
"DOTA_Item_Chaos_Knights_Armlet_of_Mordiggian"	"Chaos Knight's Armlet of Mordiggian"
"DOTA_Item_Cloak_of_the_Boreal_Watch"	"Cloak of the Boreal Watch"
"DOTA_Item_Cloak_of_the_Northern_Wind"	"Cloak of the Northern Wind"
"DOTA_Item_Dragon_Forged_Armor"	"Dragon Forged Armor"
"DOTA_Item_Dragon_Forged_Set"	"Sett: Dragon Forged"
"DOTA_Item_Dragon_Forged_Staff"	"Dragon Forged Staff"
"DOTA_Item_Dragon_Forged_Stare"	"Dragon Forged Stare"
"DOTA_Item_Dragon_Forged_Wings"	"Dragon Forged Wings"
"DOTA_Item_Dragon_Sword"	"Dragon Sword"
"DOTA_Item_Embers_of_Endless_Havoc_Set"	"Sett: Embers of Endless Havoc"
"DOTA_Item_Heat"	"Hete"
"DOTA_Item_Kunkkas_Shadow_Blade"	"Kunkka's Shadow Blade"
"DOTA_Item_Natures_Grip"	"Nature's Grip"
"DOTA_Item_Neolution_GosuCup"	"Neolution GosuCup"
"DOTA_Item_Neolution_GosuCup__ADMIN"	"Neolution GosuCup – ADMIN"
"DOTA_Item_Nightblades_of_the_Hypnos"	"Nightblades of the Hypnos"
"DOTA_Item_Nyx_Assassins_Dagon"	"Nyx Assassin's Dagon"
"DOTA_Item_Raven_Scythe"	"Raven Scythe"
"DOTA_Item_Shadow_Armor_of_the_Hypnos"	"Shadow Armor of the Hypnos"
"DOTA_Item_Shadowshard"	"Shadowshard"
"DOTA_Item_Shadowshard__OffHand"	"Shadowshard – Off-Hand"
"DOTA_Item_Shadowshards"	"Shadowshards"
"DOTA_Item_Shoulders_of_the_North"	"Shoulders of the North"
"DOTA_Item_Spectral_Light"	"Spectral Light"
"DOTA_Item_Spirit_of_the_Atniw"	"Spirit of the Atniw"
"DOTA_Item_Starlight_Armguards"	"Starlight Armguards"
"DOTA_Item_Tahlin_Occult_Dagger__OffHand"	"Tahlin Occult Dagger – Off-Hand"
"DOTA_WearableType_Beast"	"Beist"
"DOTA_Item_Bladebreaker_Armguards"	"Bladebreaker Armguards"
"DOTA_Item_Bladebreaker_Dagger__OffHand"	"Bladebreaker Dagger – Off-Hand"
"DOTA_Item_Chained_Beauty"	"Chained Beauty"
"DOTA_Item_Chained_Guard"	"Chained Guard"
"DOTA_Item_Chained_Spur"	"Chained Spur"
"DOTA_Item_Chained_Wings"	"Chained Wings"
"DOTA_Item_Cloak_of_the_Dark_Wraith"	"Cloak of the Dark Wraith"
"DOTA_Item_Gift_of_the_Sea_Shoulders"	"Gift of the Sea Shoulders"
"DOTA_Item_Netolic_Pro_League_3rd_Edition"	"Netolic Pro League 3rd Edition"
"DOTA_Item_Netolic_Pro_League_3rd_Edition__ADMIN"	"Netolic Pro League 3rd Edition – ADMIN"
"DOTA_Item_The_Gallows_Understudy_Blade__OffHand"	"Gallows Understudy Blade – Off-Hand"
"DOTA_WearableType_Masks"	"Masker"
"DOTA_Item_Nibbles_the_Wartoise"	"Nibbles the Wartoise"
"DOTA_Item_RaidCall_EMS_One_Fall_2013"	"RaidCall EMS One Fall 2013"
"DOTA_Item_RaidCall_EMS_One_Fall_2013ADMIN"	"RaidCall EMS One Fall 2013 – ADMIN"
"DOTA_Item_StarSeries_Season_7"	"StarSeries sesong 7"
"DOTA_Item_StarSeries_Season_7ADMIN"	"StarSeries sesong 7-ADMIN"
"DOTA_Item_NADota_Elite_League"	"NADota Elite League"
"DOTA_Item_NADota_Elite_League__ADMIN"	"NADota Elite League – ADMIN"
"DOTA_Item_Tidehunter_Blink_Dagger"	"Tidehunter Blink Dagger"
"DOTA_Item_Nexon_Sponsorship_League"	"Nexon Sponsorship League"
"DOTA_Item_Nexon_Sponsorship_League__ADMIN"	"Nexon Sponsorship League – ADMIN"
"DOTA_Item_Arc_of_Manta"	"Arc of Manta"
"DOTA_Item_Arc_of_Manta__OffHand"	"Arc of Manta – Off-Hand"
"DOTA_Item_Arcs_of_Manta_Pack"	"Arcs of Manta Pack"
"DOTA_Item_Gyrocopters_head"	"Gyrocopters hode"
"DOTA_Item_Nightwatchers_Guard"	"Nightwatcher's Guard"
"DOTA_Item_Nightwatchers_Mask"	"Nightwatcher's Mask"
"DOTA_Item_Nightwatchers_Staff"	"Nightwatcher's Staff"
"DOTA_Item_Raiment_of_the_Chiseled_Guard"	"Raiment of the Chiseled Guard"
"DOTA_Item_Baekho"	"Baekho"
"DOTA_Item_Desc_Copy_of_WETA_Placeholder_1"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_WETA_Placeholder_2"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_WETA_Placeholder_3"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Shadow_Brand"	"Shadow Brand"
"DOTA_Item_Hare_Hunt_Shoulders"	"Hare Hunt Shoulders"
"DOTA_Item_Neptunian_Sabre"	"Neptunian Sabre"
"DOTA_Item_Netolic_Pro_League_4"	"Netolic Pro League 4"
"DOTA_Item_Netolic_Pro_League_4__Admin"	"Netolic Pro League 4 – Admin"
"DOTA_Item_Spirit_Crusher"	"Spirit Crusher"
"DOTA_Item_Desc_Copy_of_SteelSeries_Malaysia_Cup__October"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Arcane_Drapings"	"Arcane Drapings"
"DOTA_Item_Arcane_Fist"	"Arcane Fist"
"DOTA_Item_Arcane_Shield"	"Arcane Shield"
"DOTA_Item_Arcane_Sight"	"Arcane Sight"
"DOTA_Item_Eki_Bukaw_Wand__OffHand"	"Eki Bukaw Wand – Off-Hand"
"DOTA_Item_Necklace_of_Scarlet_Raven"	"Necklace of Scarlet Raven"
"DOTA_Item_Reprieve_of_the_Clergy_Ascetic__OffHand"	"Reprieve of the Clergy Ascetic – Off-Hand"
"DOTA_Item_Talon_of_the_Scarlet_Raven__OffHand"	"Talon of the Scarlet Raven – Off-Hand"
"DOTA_Item_Temper_of_the_Highborn__OffHand"	"Temper of the Highborn – Off-Hand"
"DOTA_Item_Nexon_Invitational_Super_Match"	"Nexon Invitational Super Match"
"DOTA_Item_Nexon_Invitational_Super_Match__ADMIN"	"Nexon Invitational Super Match – ADMIN"
"DOTA_Item_Azuremir"	"Azuremir"
"DOTA_Item_NADota_Elite_League_Season_2"	"NADota Elite League Season 2"
"DOTA_Item_NADota_Elite_League_Season_2__ADMIN"	"NADota Elite League Season 2 – ADMIN"
"DOTA_Item_Nexon_Invitational_Super_Match_"	"Nexon Invitational Super Match"
"DOTA_Teams_Absolute_Legends"	"Absolute Legends"
"DOTA_Teams_Alliance"	"Alliance"
"DOTA_Teams_CLG"	"CLG"
"DOTA_Teams_Complexity"	"Complexity"
"DOTA_Teams_Darer"	"Darer"
"DOTA_Teams_Dignitas"	"Dignitas"
"DOTA_Teams_DK"	"DK"
"DOTA_Teams_EHOME"	"EHOME"
"DOTA_Teams_EvilGeniuses"	"Evil Geniuses"
"DOTA_Teams_Fnatic"	"Fnatic"
"DOTA_Teams_iG"	"iG"
"DOTA_Teams_LGD"	"LGD"
"DOTA_Teams_LGD_Int"	"LGD.Int"
"DOTA_Teams_Liquid"	"Liquid"
"DOTA_Teams_Mousesports"	"Mousesports"
"DOTA_Teams_mTw"	"mTw"
"DOTA_Teams_MUFC"	"MUFC"
"DOTA_Teams_NaVi"	"NaVi"
"DOTA_Teams_Orange"	"Orange"
"DOTA_Teams_TongFu"	"TongFu"
"DOTA_Teams_WorldElite"	"World Elite"
"DOTA_Teams_Zenith"	"Zenith"
"DOTA_Corporations_Liquid_ixmike88"	"Liquid`ixmike88"
"DOTA_Corporations_iceiceice"	"iceiceice"
"DOTA_Corporations_BurNIng"	"BurNIng"
"DOTA_Corporations_Kuroky"	"Kuroky"
"DOTA_Corporations_Sing"	"Sing"
"DOTA_Item_Bloodstone_Blade"	"Bloodstone Blade"
"DOTA_Item_Bloodstone_Blade_Pack"	"Bloodstone Blade Pack"
"DOTA_Item_Bloodstone_Blade__OffHand"	"Bloodstone Blade – Off-Hand"
"DOTA_Item_Desc_Bloodstone_Blade"	" 
"
"DOTA_Item_Desc_Bloodstone_Blade__OffHand"	" "
"DOTA_Item_Desc_Copy_of_Ember_Spirits_Back_Item"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Ember_Spirits_Belt_Item"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Ember_Spirits_Head_Item"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Ember_Spirits_Main_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Ember_Spirits_Offhand_Weapon"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Copy_of_Ember_Spirits_Shoulders"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Crown_of_Omoz"	" "
"DOTA_Item_Desc_Dark_Tracer"	" "
"DOTA_Item_Desc_Demonic_Collar"	" "
"DOTA_Item_Desc_Demonshard"	" "
"DOTA_Item_Desc_Dorsal_Doom"	" "
"DOTA_Item_Desc_Hook_of_the_Sorrowful_Prey"	" 
"
"DOTA_Item_Desc_Icewrack_Pack"	" 
"
"DOTA_Item_Desc_Lighted_Scepter_of_Serendipity"	" 
"
"DOTA_Item_Desc_Mantle_of_the_Crystalline_Queen"	" 
"
"DOTA_Item_Desc_Monarch"	" 
"
"DOTA_Item_Desc_Mr_Depth_Driller"	" 
"
"DOTA_Item_Desc_Sanurok_the_Ever_Able"	" 
"
"DOTA_Item_Desc_Spell_Devourer"	" 
"
"DOTA_Item_Desc_The_Elder_Shield"	" 
"
"DOTA_Item_Desc_The_Torchbearer"	" 
"
"DOTA_Item_Desc_Tiara_of_the_Crystalline_Queen"	" 
"
"DOTA_Item_Earth_Spirits_Arms"	"Earth Spirits armer"
"DOTA_Item_Earth_Spirits_Belt"	"Earth Spirits belte"
"DOTA_Item_Earth_Spirits_Hat"	"Earth Spirits hatt"
"DOTA_Item_Earth_Spirits_Head"	"Earth Spirits hode"
"DOTA_Item_Earth_Spirits_Staff"	"Earth Spirits stav"
"DOTA_Item_Earth_Spirits_Torso"	"Earth Spirits torso"
"DOTA_Item_Ember_Spirits_Arm_Item"	"Ember Spirits armgjenstand"
"DOTA_Item_Ember_Spirits_Back_Item"	"Ember Spirits ryggjenstand"
"DOTA_Item_Ember_Spirits_Belt_Item"	"Ember Spirits beltegjenstand"
"DOTA_Item_Ember_Spirits_Head_Item"	"Ember Spirits hodegjenstand"
"DOTA_Item_Ember_Spirits_Main_Weapon"	"Ember Spirits hovedvåpen"
"DOTA_Item_Ember_Spirits_Offhand_Weapon"	"Ember Spirits sekundærvåpen"
"DOTA_Item_Ember_Spirits_Shoulders"	"Ember Spirits skuldre"
"DOTA_Item_Lunacy_Bringer_Set"	"Sett: Lunacy Bringer"
"DOTA_Item_Necropolis"	"Necropolis"
"DOTA_Item_Phantoms_Reaper"	"Phantom's Reaper"
"DOTA_Item_Piercing_Umbrage__OffHand"	"Piercing Umbrage – Off-Hand"
"DOTA_Item_Shoulders_of_the_Death_Charge"	"Shoulders of the Death Charge"
"DOTA_Item_Shoulders_of_the_Forest_Hermit"	"Shoulders of the Forest Hermit"
"DOTA_Item_Slashing_Quickslicer__OffHand"	"Slashing Quickslicer – Off-Hand"
"DOTA_Item_Vestments_of_the_Ten_Plagues_Shoulders"	"Vestments of the Ten Plagues Shoulders"
"DOTA_WearableType_Loading_Screen"	"Lasteskjerm"
"DOTA_WearableType_Shoulders_and_Mask"	"Skuldre og maske"
"DOTA_Item_Dazzles_Shoulders"	"Dazzles skuldre"
"DOTA_Item_Axe_of_Phractos"	"Axe of Phractos"
"DOTA_Item_Doom_of_Ithogoaki"	"Doom of Ithogoaki"
"DOTA_Item_Necrophoss_Beard"	"Necrophos' skjegg"
"DOTA_Item_Necrophoss_Headdress"	"Necrophos' hodeplagg"
"DOTA_Item_Necrophoss_Sickle"	"Necrophos' sigd"
"DOTA_Item_Necrophoss_Vestments"	"Necrophos' klesdrakt"
"DOTA_Item_Netherax_Nightmare_of_the_Mist"	"Netherax, Nightmare of the Mist"
"DOTA_Item_Nexon_Sponsorship_League_Season_2"	"Nexon Sponsorship League Season 2"
"DOTA_Item_Nexon_Sponsorship_League_Season_2__ADMIN"	"Nexon Sponsorship League Season 2 – ADMIN"
"DOTA_Item_Pudges_Belt"	"Pudges belte"
"DOTA_Item_Desc_Copy_of_Saratov_Cup_Open_Finals"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Noriet_the_Dusky_Guardian"	"Noriet the Dusky Guardian"
"DOTA_Item_Raidcall_Southeast_Asian_Invitational_League"	"Raidcall Southeast Asian Invitational League"
"DOTA_Item_Raidcall_Southeast_Asian_Invitational_League__ADMIN"	"Raidcall Southeast Asian Invitational League – ADMIN"
"DOTA_Item_Razer_Pinoy_Cup_Season_1"	"Razer Pinoy Cup Season 1"
"DOTA_Item_Razer_Pinoy_Cup_Season_1__ADMIN"	"Razer Pinoy Cup Season 1 – ADMIN"
"DOTA_Item_80_Battle_Point_Booster_500_minutes"	"80% Battle Point Booster (500 minutter)"
"DOTA_Item_Blood_Chaser"	"Blood Chaser"
"DOTA_Item_Blood_Drainer_Hook"	"Blood Drainer Hook"
"DOTA_Item_Blood_Shard"	"Blood Shard"
"DOTA_Item_Desc_Clash_of_Heroes_II"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Elder_Shield"	"Elder Shield"
"DOTA_Item_Gallows_Understudy_Blade__OffHand"	"Gallows Understudy Blade – Off-Hand"
"DOTA_Item_Lone_Travelers_Beret"	"Lone Traveler's Beret"
"DOTA_Item_Raiders_Patch"	"Raider's Patch"
"DOTA_Item_Shoulders_of_the_Fungal_Lord"	"Shoulders of the Fungal Lord"
"DOTA_Item_Spectral_Blade"	"Spectral Blade"
"DOTA_Item_Spirit_of_the_Howling_Wolf_Set"	"Sett: Spirit of the Howling Wolf"
"DOTA_Item_Spiritual_Spirits"	"Spiritual Spirits"
"DOTA_Item_Sri_Lanka_Cyber_Games_2013"	"Sri Lanka Cyber Games 2013"
"DOTA_Item_Wings_of_Obelis_Shoulders"	"Wings of Obelis Shoulders"
"DOTA_Item_Wraith_Kings_Cape"	"Wraith Kings kappe"
"DOTA_Item_Wraith_Kings_Gauntlet"	"Wraith Kings stridshanske"
"DOTA_Item_Wraith_Kings_Shoulder"	"Wraith Kings skuldre"
"DOTA_Item_Wraith_Kings_Weapon"	"Wraith Kings våpen"
"DOTA_Item_Wraith_Kings_head"	"Wraith Kings hode"
"DOTA_Item_Wraith_Kings_Favor"	"Wraith King's Favor"
"DOTA_WearableType_Collector_of_Shining_Fragments"	"Battle Point Booster"
"DOTA_Item_Desc_Copy_of_Invokers_Bracer"	"Denne nye gjenstanden har ingen beskrivelse."
"DOTA_Item_Desc_Hallowed_Horde"	" "
"DOTA_Item_Alchemists_Infuser"	"Alchemists Infuser"
"DOTA_Item_Iceforged_Shoulders"	"Iceforged Shoulders"
"DOTA_Item_Omnivus"	"Omnivus"
"DOTA_Item_Rune_Forged_Shoulders"	"Rune Forged Shoulders"
"DOTA_Item_WraithNight_Feretory"	"Wraith-Night Feretory"
"DOTA_Corporations_D2L"	"D2L"
"DOTA_Item_NADota_Elite_League_Season_3"	"NADota Elite League Season 3"
"DOTA_Item_NADota_Elite_League_Season_3__ADMIN"	"NADota Elite League Season 3 – ADMIN"
"DOTA_Item_Nexon_Sponroship_League_Season_3"	"Nexon Sponsorship League Season 3"
"DOTA_Item_Nexon_Sponroship_League_Season_3__ADMIN"	"Nexon Sponsorship League Season 3 – ADMIN"
"DOTA_Item_Nexon_Sponsorship_League_Season_3"	"Nexon Sponsorship League Season 3"
"DOTA_Item_Nexon_Sponsorship_League_Season_3_Bundle"	"Pakke: Nexon Sponsorship League Season 3"
"DOTA_Corporations_BZZ"	"BZZ"
"DOTA_Corporations_CaspeRRR"	"CaspeRRR"
"DOTA_Item_Nether_Heart"	"Nether Heart"
"DOTA_Item_Nether_Lords_Belt"	"Nether Lord's Belt"
"DOTA_Item_Nether_Lords_Bracer"	"Nether Lord's Bracer"
"DOTA_Item_Nether_Lords_Cape"	"Nether Lord's Cape"
"DOTA_Item_Nether_Lords_Devourer"	"Nether Lord's Devourer"
"DOTA_Item_Nether_Lords_Hat"	"Nether Lord's Hat"
"DOTA_Item_Nether_Lords_Regalia_Set"	"Sett: Nether Lord's Regalia"
"DOTA_Item_Nether_Lords_Scepter"	"Nether Lord's Scepter"
"DOTA_WearableType_Armbands"	"Armbånd"
"DOTA_WearableType_Fur"	"Pels"
"DOTA_Item_Chaos_Legion_Drapes"	"Chaos Legion Drapes"
"DOTA_Item_Chaos_Legion_Helm"	"Chaos Legion Helm"
"DOTA_Item_Chaos_Legion_Mount"	"Chaos Legion Mount"
"DOTA_Item_Chaos_Legion_Set"	"Sett: Chaos Legion"
"DOTA_Item_Chaos_Legion_Shield"	"Chaos Legion Shield"
"DOTA_Item_Chaos_Legion_Weapon"	"Chaos Legion Weapon"
"DOTA_Item_Netolic_Pro_League_5_East"	"Netolic Pro League 5 East"
"DOTA_Item_Netolic_Pro_League_5_East_Bundle"	"Pakke: Netolic Pro League 5 East"
"DOTA_Item_Netolic_Pro_League_5_East__ADMIN"	"Netolic Pro League 5 East – ADMIN"
"DOTA_Item_Netolic_Pro_League_5_West"	"Netolic Pro League 5 West"
"DOTA_Item_Netolic_Pro_League_5_West_Bundle"	"Pakke: Netolic Pro League 5 West"
"DOTA_Item_Netolic_Pro_League_5_West__ADMIN"	"Netolic Pro League 5 West – ADMIN"
"DOTA_Item_Oblivion_Headmaster_Shoulders"	"Oblivion Headmaster Shoulders"
