"hero_chat_wheel"
{
"dota_chatwheel_message_antimage_laugh"	"Ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_keeper_of_the_light_2"	"Get off my lawn...eh, what's a lawn?"
"dota_chatwheel_label_keeper_of_the_light_2"	"Разкарайте се от ливадата ми… Ъх, какво е ливада?"
"[english]dota_chatwheel_label_keeper_of_the_light_2"	"Get off my lawn...eh, what's a lawn?"
"dota_chatwheel_message_keeper_of_the_light_3"	"Конят ми казва не и аз го подкрепям."
"[english]dota_chatwheel_message_keeper_of_the_light_3"	"My horse says nay and so do I."
"dota_chatwheel_label_keeper_of_the_light_3"	"Конят ми казва не и аз го подкрепям."
"[english]dota_chatwheel_label_keeper_of_the_light_3"	"My horse says nay and so do I."
"dota_chatwheel_message_keeper_of_the_light_4"	"Светлината Ви напуска."
"[english]dota_chatwheel_message_keeper_of_the_light_4"	"Lights out for you."
"dota_chatwheel_label_keeper_of_the_light_4"	"Светлината Ви напуска."
"[english]dota_chatwheel_label_keeper_of_the_light_4"	"Lights out for you."
"dota_chatwheel_message_keeper_of_the_light_5"	"Не бойте се от светлината. Страхувайте се от мен!"
"[english]dota_chatwheel_message_keeper_of_the_light_5"	"Do not fear the light - fear me!"
"dota_chatwheel_label_keeper_of_the_light_5"	"Не бойте се от светлината…"
"[english]dota_chatwheel_label_keeper_of_the_light_5"	"Do not fear the light..."
"dota_chatwheel_message_wisp_laugh"	"Смехотворни писукания"
"[english]dota_chatwheel_message_wisp_laugh"	"Laughing Beeps"
"dota_chatwheel_label_wisp_laugh"	"Смехотворни писукания"
"[english]dota_chatwheel_label_wisp_laugh"	"Laughing Beeps"
"dota_chatwheel_message_wisp_thank"	"Благодарни писукания"
"[english]dota_chatwheel_message_wisp_thank"	"Thankful Beeps"
"dota_chatwheel_label_wisp_thank"	"Благодарни писукания"
"[english]dota_chatwheel_label_wisp_thank"	"Thankful Beeps"
"dota_chatwheel_message_wisp_deny"	"Отхвърлящи писукания"
"[english]dota_chatwheel_message_wisp_deny"	"Denying Beeps"
"dota_chatwheel_label_wisp_deny"	"Отхвърлящи писукания"
"[english]dota_chatwheel_label_wisp_deny"	"Denying Beeps"
"dota_chatwheel_message_wisp_1"	"Приятелски писукания"
"[english]dota_chatwheel_message_wisp_1"	"Friendly Beeps"
"dota_chatwheel_label_wisp_1"	"Приятелски писукания"
"[english]dota_chatwheel_label_wisp_1"	"Friendly Beeps"
"dota_chatwheel_message_wisp_2"	"Триумфални писукания"
"[english]dota_chatwheel_message_wisp_2"	"Triumphant Beeps"
"dota_chatwheel_label_wisp_2"	"Триумфални писукания"
"[english]dota_chatwheel_label_wisp_2"	"Triumphant Beeps"
"dota_chatwheel_message_wisp_3"	"Скърбящи писукания"
"[english]dota_chatwheel_message_wisp_3"	"Sorrowful Beeps"
"dota_chatwheel_label_wisp_3"	"Скърбящи писукания"
"[english]dota_chatwheel_label_wisp_3"	"Sorrowful Beeps"
"dota_chatwheel_message_wisp_4"	"Гневни писукания"
"[english]dota_chatwheel_message_wisp_4"	"Angry Beeps"
"dota_chatwheel_label_wisp_4"	"Гневни писукания"
"[english]dota_chatwheel_label_wisp_4"	"Angry Beeps"
"dota_chatwheel_message_wisp_5"	"Съзерцателни писукания"
"[english]dota_chatwheel_message_wisp_5"	"Meditative Beeps"
"dota_chatwheel_label_wisp_5"	"Съзерцателни писукания"
"[english]dota_chatwheel_label_wisp_5"	"Meditative Beeps"
"dota_chatwheel_message_visage_laugh"	"Ах-ха-ха-ха-ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_visage_laugh"	"Ah ha ha ha ha ha ha ha ha!"
"dota_chatwheel_label_visage_laugh"	"Смях"
"[english]dota_chatwheel_label_visage_laugh"	"Laugh"
"dota_chatwheel_message_visage_thank"	"Като Visage."
"[english]dota_chatwheel_message_visage_thank"	"Visage like."
"dota_chatwheel_label_visage_thank"	"Като Visage."
"[english]dota_chatwheel_label_visage_thank"	"Visage like."
"dota_chatwheel_message_visage_deny"	"Отново Вие?"
"[english]dota_chatwheel_message_visage_deny"	"You again?"
"dota_chatwheel_label_visage_deny"	"Отново Вие?"
"[english]dota_chatwheel_label_visage_deny"	"You again?"
"dota_chatwheel_message_visage_1"	"И тъй умирате"
"[english]dota_chatwheel_message_visage_1"	"And so you die."
"dota_chatwheel_label_visage_1"	"И тъй умирате"
"[english]dota_chatwheel_label_visage_1"	"And so you die."
"dota_chatwheel_message_visage_2"	"Провалих се."
"[english]dota_chatwheel_message_visage_2"	"I have failed."
"dota_chatwheel_label_visage_2"	"Провалих се."
"[english]dota_chatwheel_label_visage_2"	"I have failed."
"dota_chatwheel_message_visage_3"	"Няма да преминете!"
"[english]dota_chatwheel_message_visage_3"	"You shall not pass!"
"dota_chatwheel_label_visage_3"	"Няма да преминете!"
"[english]dota_chatwheel_label_visage_3"	"You shall not pass!"
"dota_chatwheel_message_visage_4"	"Лицето на смърта."
"[english]dota_chatwheel_message_visage_4"	"Face of death."
"dota_chatwheel_label_visage_4"	"Аз съм непреклонното лице на смъртта!"
"[english]dota_chatwheel_label_visage_4"	"I am the unyielding face of death!"
"dota_chatwheel_message_visage_5"	"Ахх, така е много по-добре."
"[english]dota_chatwheel_message_visage_5"	"Ahh this is much better."
"dota_chatwheel_label_visage_5"	"Много по-добре"
"[english]dota_chatwheel_label_visage_5"	"Much better"
"dota_chatwheel_message_slark_laugh"	"Хех-хех-хех-хех-хех-хех-хех-хех."
"[english]dota_chatwheel_message_slark_laugh"	"Heh heh heh heh heh heh heh heh."
"dota_chatwheel_label_slark_laugh"	"Смях"
"[english]dota_chatwheel_label_slark_laugh"	"Laugh"
"dota_chatwheel_message_slark_thank"	"Знам, че мога да Ви се доверя, хорица."
"[english]dota_chatwheel_message_slark_thank"	"I know I can trust you guys."
"dota_chatwheel_label_slark_thank"	"Мога да Ви се доверя, хорица."
"[english]dota_chatwheel_label_slark_thank"	"I can trust you guys."
"dota_chatwheel_message_slark_deny"	"Паднете по корем и пълзете."
"[english]dota_chatwheel_message_slark_deny"	"On your belly and crawl."
"dota_chatwheel_label_slark_deny"	"Паднете по корем"
"[english]dota_chatwheel_label_slark_deny"	"On your belly"
"dota_chatwheel_message_slark_1"	"Не Ви чувам."
"[english]dota_chatwheel_message_slark_1"	"I can't hear you."
"dota_chatwheel_label_slark_1"	"Не Ви чувам."
"[english]dota_chatwheel_label_slark_1"	"I can't hear you."
"dota_chatwheel_message_slark_2"	"Е, това доста бързо се обърка."
"[english]dota_chatwheel_message_slark_2"	"Well that went bad quickly."
"dota_chatwheel_label_slark_2"	"Е, това доста бързо се обърка."
"[english]dota_chatwheel_label_slark_2"	"Well that went bad quickly."
"dota_chatwheel_message_slark_3"	"Налапахте стръвта."
"[english]dota_chatwheel_message_slark_3"	"You took the bait."
"dota_chatwheel_label_slark_3"	"Налапахте стръвта."
"[english]dota_chatwheel_label_slark_3"	"You took the bait."
"dota_chatwheel_message_slark_4"	"О, заради това всичко си заслужава."
"[english]dota_chatwheel_message_slark_4"	"Oh this makes it all worthwhile."
"dota_chatwheel_label_slark_4"	"Всичко си заслужава."
"[english]dota_chatwheel_label_slark_4"	"All worth while."
"dota_chatwheel_message_slark_5"	"О, това е много добре."
"[english]dota_chatwheel_message_slark_5"	"Oh that's very nice."
"dota_chatwheel_label_slark_5"	"О, това е много добре."
"[english]dota_chatwheel_label_slark_5"	"Oh that's very nice."
"dota_chatwheel_message_medusa_laugh"	"Хмм, хмм, хмм. Ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_medusa_laugh"	"Hmm hmm hmm ha ha ha ha ha!"
"dota_chatwheel_label_medusa_laugh"	"Смях"
"[english]dota_chatwheel_label_medusa_laugh"	"Laugh"
"dota_chatwheel_message_medusa_thank"	"Брилятно."
"[english]dota_chatwheel_message_medusa_thank"	"Brilliant."
"dota_chatwheel_label_medusa_thank"	"Брилятно."
"[english]dota_chatwheel_label_medusa_thank"	"Brilliant."
"dota_chatwheel_message_medusa_deny"	"На Ви."
"[english]dota_chatwheel_message_medusa_deny"	"In your face."
"dota_chatwheel_label_medusa_deny"	"На Ви."
"[english]dota_chatwheel_label_medusa_deny"	"In your face."
"dota_chatwheel_message_medusa_1"	"Не се съпротивлявай на кобрата, малко птиченце."
"[english]dota_chatwheel_message_medusa_1"	"Don't resist the cobra, little bird."
"dota_chatwheel_label_medusa_1"	"Не се съпротивлявайте на кобрата"
"[english]dota_chatwheel_label_medusa_1"	"Don't resist the cobra"
"dota_chatwheel_message_medusa_2"	"О, гадост!"
"[english]dota_chatwheel_message_medusa_2"	"Oh, crap!"
"dota_chatwheel_label_medusa_2"	"О, гадост."
"[english]dota_chatwheel_label_medusa_2"	"Oh, crap."
"dota_chatwheel_message_medusa_3"	"Знаехте, че съм студенокръвна."
"[english]dota_chatwheel_message_medusa_3"	"You knew I was cold-blooded."
"dota_chatwheel_label_medusa_3"	"Знаехте, че съм студенокръвна."
"[english]dota_chatwheel_label_medusa_3"	"You knew I was cold-blooded."
"dota_chatwheel_message_medusa_4"	"Взрете прелестта на Medusa и се отчайте!"
"[english]dota_chatwheel_message_medusa_4"	"Gaze upon Medusa's beauty, and despair!"
"dota_chatwheel_label_medusa_4"	"Взрете прелестта на Medusa…"
"[english]dota_chatwheel_label_medusa_4"	"Gaze upon Medusa's beauty..."
"dota_chatwheel_message_medusa_5"	"Никой да не поглежда към никого!"
"[english]dota_chatwheel_message_medusa_5"	"Nobody look at anybody!"
"dota_chatwheel_label_medusa_5"	"Никой да не поглежда към никого!"
"[english]dota_chatwheel_label_medusa_5"	"Nobody look at anybody!"
"dota_chatwheel_message_troll_warlord_laugh"	"Йааа-ха-ха-хаах-хах."
"[english]dota_chatwheel_message_troll_warlord_laugh"	"Yaaahahahaahhah."
"dota_chatwheel_label_troll_warlord_laugh"	"Смях"
"[english]dota_chatwheel_label_troll_warlord_laugh"	"Laugh"
"dota_chatwheel_message_troll_warlord_thank"	"Развилнейте се!"
"[english]dota_chatwheel_message_troll_warlord_thank"	"Go crazy!"
"dota_chatwheel_label_troll_warlord_thank"	"Развилнейте се!"
"[english]dota_chatwheel_label_troll_warlord_thank"	"Go crazy!"
"dota_chatwheel_message_troll_warlord_deny"	"Злочестно."
"[english]dota_chatwheel_message_troll_warlord_deny"	"Unfortunate."
"dota_chatwheel_label_troll_warlord_deny"	"Злочестно."
"[english]dota_chatwheel_label_troll_warlord_deny"	"Unfortunate."
"dota_chatwheel_message_troll_warlord_1"	"Върнете се и умрете отново."
"[english]dota_chatwheel_message_troll_warlord_1"	"Come back and die again."
"dota_chatwheel_label_troll_warlord_1"	"Върнете се…"
"[english]dota_chatwheel_label_troll_warlord_1"	"Come back..."
"dota_chatwheel_message_troll_warlord_2"	"Сигурно се шегувате."
"[english]dota_chatwheel_message_troll_warlord_2"	"You've got to be kidding."
"dota_chatwheel_label_troll_warlord_2"	"Сигурно се шегувате."
"[english]dota_chatwheel_label_troll_warlord_2"	"You've gotta be kidding."
"dota_chatwheel_message_troll_warlord_3"	"Опитайте се да не ги подхранвате."
"[english]dota_chatwheel_message_troll_warlord_3"	"Try not to feed."
"dota_chatwheel_label_troll_warlord_3"	"Опитайте се да не ги подхранвате."
"[english]dota_chatwheel_label_troll_warlord_3"	"Try not to feed."
"dota_chatwheel_message_troll_warlord_4"	"Това не може да се случва."
"[english]dota_chatwheel_message_troll_warlord_4"	"This can't be happening."
"dota_chatwheel_label_troll_warlord_4"	"Това не може да се случва."
"[english]dota_chatwheel_label_troll_warlord_4"	"This can't be happening."
"dota_chatwheel_message_troll_warlord_5"	"Защо никой не ме харесва?"
"[english]dota_chatwheel_message_troll_warlord_5"	"Why doesn't anybody like me?"
"dota_chatwheel_label_troll_warlord_5"	"Защо никой не ме харесва?"
"[english]dota_chatwheel_label_troll_warlord_5"	"Why doesn't anybody like me?"
"dota_chatwheel_message_centaur_laugh"	"Хе-хееех-ха-хах-ехха."
"[english]dota_chatwheel_message_centaur_laugh"	"Heheeeh hahah ehha."
"dota_chatwheel_label_centaur_laugh"	"Смях"
"[english]dota_chatwheel_label_centaur_laugh"	"Laugh"
"dota_chatwheel_message_centaur_thank"	"Ще почета на името Ви."
"[english]dota_chatwheel_message_centaur_thank"	"I shall honor your name."
"dota_chatwheel_label_centaur_thank"	"Ще почета на името Ви."
"[english]dota_chatwheel_label_centaur_thank"	"I shall honor your name."
"dota_chatwheel_message_centaur_deny"	"Стъпкани."
"[english]dota_chatwheel_message_centaur_deny"	"Stomped."
"dota_chatwheel_label_centaur_deny"	"Стъпкани."
"[english]dota_chatwheel_label_centaur_deny"	"Stomped."
"dota_chatwheel_message_centaur_1"	"Ммммм."
"[english]dota_chatwheel_message_centaur_1"	"Mmmmm."
"dota_chatwheel_label_centaur_1"	"Мммммм."
"[english]dota_chatwheel_label_centaur_1"	"Mmmmmm."
"dota_chatwheel_message_centaur_2"	"Каква загуба."
"[english]dota_chatwheel_message_centaur_2"	"What a waste."
"dota_chatwheel_label_centaur_2"	"Каква загуба."
"[english]dota_chatwheel_label_centaur_2"	"What a waste."
"dota_chatwheel_message_centaur_3"	"Дяволите да Ви вземат обратно."
"[english]dota_chatwheel_message_centaur_3"	"Back to hell with you."
"dota_chatwheel_label_centaur_3"	"Дяволите да Ви вземат обратно."
"[english]dota_chatwheel_label_centaur_3"	"Back to hell with you."
"dota_chatwheel_message_centaur_4"	"О, да, бойте се от тропота на моите копита."
"[english]dota_chatwheel_message_centaur_4"	"Oh, yes, fear my hoofbeats."
"dota_chatwheel_label_centaur_4"	"Бойте се от тропота на моите копита"
"[english]dota_chatwheel_label_centaur_4"	"Fear my hoofbeats"
"dota_chatwheel_message_centaur_5"	"Боли Ви повече, отколкото мен."
"[english]dota_chatwheel_message_centaur_5"	"Hurts you more than it hurts me."
"dota_chatwheel_label_centaur_5"	"Боли Ви повече, отколкото мен."
"[english]dota_chatwheel_label_centaur_5"	"Hurts you more than it hurts me."
"dota_chatwheel_message_magnataur_laugh"	"Ах-ха-ха."
"[english]dota_chatwheel_message_magnataur_laugh"	"Ah ha ha."
"dota_chatwheel_label_magnataur_laugh"	"Смях"
"[english]dota_chatwheel_label_magnataur_laugh"	"Laugh"
"dota_chatwheel_message_magnataur_thank"	"Да, това ще свърши доста добра работа."
"[english]dota_chatwheel_message_magnataur_thank"	"Yes, this will do just fine."
"dota_chatwheel_label_magnataur_thank"	"Това ще свърши доста добра работа."
"[english]dota_chatwheel_label_magnataur_thank"	"This will do just fine."
"dota_chatwheel_message_magnataur_deny"	"Това са глупости!"
"[english]dota_chatwheel_message_magnataur_deny"	"This is bullshit!"
"dota_chatwheel_label_magnataur_deny"	"Това са глупости!"
"[english]dota_chatwheel_label_magnataur_deny"	"This is bullshit!"
"dota_chatwheel_message_magnataur_1"	"Ха-ха-ха-ха! Какво очаквахте?"
"[english]dota_chatwheel_message_magnataur_1"	"Ha ha ha ha! What did you expect?"
"dota_chatwheel_label_magnataur_1"	"Какво очаквахте?"
"[english]dota_chatwheel_label_magnataur_1"	"What did you expect?"
"dota_chatwheel_message_magnataur_2"	"Шегувате ли се?"
"[english]dota_chatwheel_message_magnataur_2"	"Are you kidding me?"
"dota_chatwheel_label_magnataur_2"	"Шегувате ли се?"
"[english]dota_chatwheel_label_magnataur_2"	"Are you kidding me?"
"dota_chatwheel_message_magnataur_3"	"Редовен работен ден."
"[english]dota_chatwheel_message_magnataur_3"	"All in a day's work."
"dota_chatwheel_label_magnataur_3"	"Редовен работен ден."
"[english]dota_chatwheel_label_magnataur_3"	"All in a day's work."
"dota_chatwheel_message_magnataur_4"	"Колко позорно."
"[english]dota_chatwheel_message_magnataur_4"	"How shameful."
"dota_chatwheel_label_magnataur_4"	"Колко позорно."
"[english]dota_chatwheel_label_magnataur_4"	"How shameful."
"dota_chatwheel_message_magnataur_5"	"Знаете ли какво ще Ви кажа. Ако ми докоснете рога, ще Ви строша физиономията."
"[english]dota_chatwheel_message_magnataur_5"	"I tell you what. You touch my horn, I break your face."
"dota_chatwheel_label_magnataur_5"	"Докосвате ми рога, троша Ви физиономията."
"[english]dota_chatwheel_label_magnataur_5"	"Touch my horn, break your face."
"dota_chatwheel_message_shredder_laugh"	"Хе-хе-хе-хе-хе!"
"[english]dota_chatwheel_message_shredder_laugh"	"He he he he he!"
"dota_chatwheel_label_shredder_laugh"	"Смях"
"[english]dota_chatwheel_label_shredder_laugh"	"Laugh"
"dota_chatwheel_message_shredder_thank"	"Почти Ви имам доверие."
"[english]dota_chatwheel_message_shredder_thank"	"I almost trust you."
"dota_chatwheel_label_shredder_thank"	"Почти Ви имам доверие."
"[english]dota_chatwheel_label_shredder_thank"	"I almost trust you."
"dota_chatwheel_message_shredder_deny"	"Бесни ли сте? 'Щото аз съм!"
"[english]dota_chatwheel_message_shredder_deny"	"You mad? Cuz I am!"
"dota_chatwheel_label_shredder_deny"	"Бесни ли сте?"
"[english]dota_chatwheel_label_shredder_deny"	"You mad?"
"dota_chatwheel_message_shredder_1"	"О, да, ха-ха."
"[english]dota_chatwheel_message_shredder_1"	"Oh yeah ha ha."
"dota_chatwheel_label_shredder_1"	"О, да, ха-ха."
"[english]dota_chatwheel_label_shredder_1"	"Oh yeah ha ha."
"dota_chatwheel_message_shredder_2"	"О! О! О, о… Виждате ли това? Виждате ли? О, това е точно каквото винаги съм искал! О, толкова съм щастлив!"
"[english]dota_chatwheel_message_shredder_2"	"Oh! Oh! Oh-oh-you see this? You see? Oh this is what I've always wanted! Oh I'm so happy!"
"dota_chatwheel_label_shredder_2"	"Точно каквото винаги съм искал!"
"[english]dota_chatwheel_label_shredder_2"	"What I've always wanted!"
"dota_chatwheel_message_shredder_3"	"О, боже, мисля, че ще повърна."
"[english]dota_chatwheel_message_shredder_3"	"Oh god I think I'm going to be sick."
"dota_chatwheel_label_shredder_3"	"О, боже, мисля, че ще повърна."
"[english]dota_chatwheel_label_shredder_3"	"Oh god I think I'm going to be sick."
"dota_chatwheel_message_shredder_4"	"Поразително очевидно. Ха! Схванахте ли го?"
"[english]dota_chatwheel_message_shredder_4"	"Saw that coming. Ha! Get it?"
"dota_chatwheel_label_shredder_4"	"Поразително очевидно!"
"[english]dota_chatwheel_label_shredder_4"	"Saw that coming!"
"dota_chatwheel_message_shredder_5"	"Бягайте, бягайте, бягайте, бягайте, бягайте-бягайте-бягайте-бягайте-бягайте-бягайте-бягайте-бягайте-бягайте-бягайте-бягайте-бягайте-бягайте-бягайте-бягайте-бягайте-бягайте-бягайте!"
"[english]dota_chatwheel_message_shredder_5"	"Run run run run runrunrunrunrunrunrunrunrunrunrunrunrunrunrunrunrunrun!"
"dota_chatwheel_label_shredder_5"	"Бягайте, бягайте, бягайте-бягайте, бягайте-бягайте-бягайте!"
"[english]dota_chatwheel_label_shredder_5"	"Run run runrun runrunrun!"
"dota_chatwheel_message_bristleback_laugh"	"Хе-хей-ха-ха-ха."
"[english]dota_chatwheel_message_bristleback_laugh"	"Hehey hahaha."
"dota_chatwheel_label_bristleback_laugh"	"Смях"
"[english]dota_chatwheel_label_bristleback_laugh"	"Laugh"
"dota_chatwheel_message_bristleback_thank"	"Блестящо и жизнерадостно."
"[english]dota_chatwheel_message_bristleback_thank"	"Bright and breezy."
"dota_chatwheel_label_bristleback_thank"	"Блестящо и жизнерадостно."
"[english]dota_chatwheel_label_bristleback_thank"	"Bright and breezy."
"dota_chatwheel_message_bristleback_deny"	"Ах, сега се чувствам по-добре."
"[english]dota_chatwheel_message_bristleback_deny"	"Ah, now I feel better."
"dota_chatwheel_label_bristleback_deny"	"Сега се чувствам по-добре."
"[english]dota_chatwheel_label_bristleback_deny"	"Now I feel better."
"dota_chatwheel_message_bristleback_1"	"Ооох, това е очарователно, определено."
"[english]dota_chatwheel_message_bristleback_1"	"Oooh, that's lovely days."
"dota_chatwheel_label_bristleback_1"	"Това е очарователно!"
"[english]dota_chatwheel_label_bristleback_1"	"That's lovely!"
"dota_chatwheel_message_bristleback_2"	"Няма начин."
"[english]dota_chatwheel_message_bristleback_2"	"No way."
"dota_chatwheel_label_bristleback_2"	"Няма начин."
"[english]dota_chatwheel_label_bristleback_2"	"No way."
"dota_chatwheel_message_bristleback_3"	"О, искате малко от това… а?"
"[english]dota_chatwheel_message_bristleback_3"	"Oh, you want some of this… eh?"
"dota_chatwheel_label_bristleback_3"	"Искате малко от това?"
"[english]dota_chatwheel_label_bristleback_3"	"You want some of this?"
"dota_chatwheel_message_bristleback_4"	"Кой врещи сега, а? Ха-аха-ха-хех."
"[english]dota_chatwheel_message_bristleback_4"	"Who's squealing now, eh? Ha, aha ha heh."
"dota_chatwheel_label_bristleback_4"	"Кой врещи сега, а?"
"[english]dota_chatwheel_label_bristleback_4"	"Who's squealing now, eh?"
"dota_chatwheel_message_bristleback_5"	"Е, какво си имаме тук."
"[english]dota_chatwheel_message_bristleback_5"	"Well, what have we here."
"dota_chatwheel_label_bristleback_5"	"Какво си имаме тук."
"[english]dota_chatwheel_label_bristleback_5"	"What have we here."
"dota_chatwheel_message_tusk_laugh"	"Олеле! Ха-ха-ха-ха-ха!"
"[english]dota_chatwheel_message_tusk_laugh"	"Oh boy! Ha ha ha ha ha!"
"dota_chatwheel_label_tusk_laugh"	"Смях"
"[english]dota_chatwheel_label_tusk_laugh"	"Laugh"
"dota_chatwheel_message_tusk_thank"	"Юмручен удар."
"[english]dota_chatwheel_message_tusk_thank"	"Fist Bump."
"dota_chatwheel_label_tusk_thank"	"Юмручен удар."
"[english]dota_chatwheel_label_tusk_thank"	"Fist Bump."
"dota_chatwheel_message_tusk_deny"	"Е, опитах се."
"[english]dota_chatwheel_message_tusk_deny"	"Well I tried."
"dota_chatwheel_label_tusk_deny"	"Е, опитах се."
"[english]dota_chatwheel_label_tusk_deny"	"Well I tried."
"dota_chatwheel_message_tusk_1"	"Добре ли сте?"
"[english]dota_chatwheel_message_tusk_1"	"Are you okay?"
"dota_chatwheel_label_tusk_1"	"Добре ли сте?"
"[english]dota_chatwheel_label_tusk_1"	"Are you ok?"
"dota_chatwheel_message_tusk_2"	"Ъх-мвзм!"
"[english]dota_chatwheel_message_tusk_2"	"Dohmvzm!"
"dota_chatwheel_label_tusk_2"	"Ъх-мвзм!"
"[english]dota_chatwheel_label_tusk_2"	"Dohmvzm!"
"dota_chatwheel_message_tusk_3"	"Чак пушилка се вдига."
"[english]dota_chatwheel_message_tusk_3"	"Tusky-duskie."
"dota_chatwheel_label_tusk_3"	"Чак пушилка се вдига."
"[english]dota_chatwheel_label_tusk_3"	"Tusky-duskie."
"dota_chatwheel_message_tusk_4"	"О, това трябва да е боляло!"
"[english]dota_chatwheel_message_tusk_4"	"Oh, that had to hurt!"
"dota_chatwheel_label_tusk_4"	"О, това трябва да е боляло!"
"[english]dota_chatwheel_label_tusk_4"	"Oh, that had to hurt!"
"dota_chatwheel_message_tusk_5"	"Това беше голям завалян провал."
"[english]dota_chatwheel_message_tusk_5"	"That was a big ball of failure."
"dota_chatwheel_label_tusk_5"	"Голям завалян провал."
"[english]dota_chatwheel_label_tusk_5"	"Big ball of failure."
"dota_chatwheel_message_skywrath_mage_laugh"	"Ха-ха!"
"[english]dota_chatwheel_message_skywrath_mage_laugh"	"Ha ha!"
"dota_chatwheel_label_skywrath_mage_laugh"	"Смях"
"[english]dota_chatwheel_label_skywrath_mage_laugh"	"Laugh"
"dota_chatwheel_message_skywrath_mage_thank"	"Няма да Ви докладвам."
"[english]dota_chatwheel_message_skywrath_mage_thank"	"I shall not report you."
"dota_chatwheel_label_skywrath_mage_thank"	"Няма да Ви докладвам."
"[english]dota_chatwheel_label_skywrath_mage_thank"	"I shall not report you."
"dota_chatwheel_message_skywrath_mage_deny"	"Мъртви сте!"
"[english]dota_chatwheel_message_skywrath_mage_deny"	"Down you go!"
"dota_chatwheel_label_skywrath_mage_deny"	"Мъртви сте!"
"[english]dota_chatwheel_label_skywrath_mage_deny"	"Down you go!"
"dota_chatwheel_message_skywrath_mage_1"	"Ай, горко ми!"
"[english]dota_chatwheel_message_skywrath_mage_1"	"Ai, me!"
"dota_chatwheel_label_skywrath_mage_1"	"Ай, горко ми!"
"[english]dota_chatwheel_label_skywrath_mage_1"	"Ai, me!"
"dota_chatwheel_message_skywrath_mage_2"	"Това, приятелю мой, беше грешка."
"[english]dota_chatwheel_message_skywrath_mage_2"	"That my friend was a mistake."
"dota_chatwheel_label_skywrath_mage_2"	"Това беше грешка."
"[english]dota_chatwheel_label_skywrath_mage_2"	"That was a mistake."
"dota_chatwheel_message_skywrath_mage_3"	"Т'ва беше сторено достойно."
"[english]dota_chatwheel_message_skywrath_mage_3"	"Twas honorably done."
"dota_chatwheel_label_skywrath_mage_3"	"Т'ва беше сторено достойно!"
"[english]dota_chatwheel_label_skywrath_mage_3"	"Twas honorably done!"
"dota_chatwheel_message_skywrath_mage_4"	"От Ужасното орлово гнездо съзирам края на света. А от таз удобна позиция заявявам с решителна увереност, че сте ми в кърпа вързани!"
"[english]dota_chatwheel_message_skywrath_mage_4"	"From the Ghastly Eyrie I can see to the ends of the world, and from this vantage point I declare with utter certainty that this one is in the bag!"
"dota_chatwheel_label_skywrath_mage_4"	"От Ужасното орлово гнездо…"
"[english]dota_chatwheel_label_skywrath_mage_4"	"From the Ghastly Eyrie..."
"dota_chatwheel_message_skywrath_mage_5"	"Небесата са потъмнели с мощта на Skywrath!"
"[english]dota_chatwheel_message_skywrath_mage_5"	"The skies are dark with Skywrath power!"
"dota_chatwheel_label_skywrath_mage_5"	"Небесата са потъмнели с мощта на Skywrath!"
"[english]dota_chatwheel_label_skywrath_mage_5"	"The skies are dark with Skywrath power!"
"dota_chatwheel_message_abaddon_laugh"	"Ха-ха-ха-ха-ха-ха-ха-ха-ха."
"[english]dota_chatwheel_message_abaddon_laugh"	"Ha ha ha ha ha ha ha ha ha."
"dota_chatwheel_label_abaddon_laugh"	"Смях"
"[english]dota_chatwheel_label_abaddon_laugh"	"Laugh"
"dota_chatwheel_message_abaddon_thank"	"Династията Авернус ще се отрече от мен заради това."
"[english]dota_chatwheel_message_abaddon_thank"	"The House Avernus will disown me for that."
"dota_chatwheel_label_abaddon_thank"	"Ще бъда отречен."
"[english]dota_chatwheel_label_abaddon_thank"	"I will be disowned."
"dota_chatwheel_message_abaddon_deny"	"Нивга."
"[english]dota_chatwheel_message_abaddon_deny"	"Never."
"dota_chatwheel_label_abaddon_deny"	"Нивга."
"[english]dota_chatwheel_label_abaddon_deny"	"Never."
"dota_chatwheel_message_abaddon_1"	"Преклонете се пред своя повелител."
"[english]dota_chatwheel_message_abaddon_1"	"Bow to your lord."
"dota_chatwheel_label_abaddon_1"	"Преклонете се пред своя повелител."
"[english]dota_chatwheel_label_abaddon_1"	"Bow to your lord."
"dota_chatwheel_message_abaddon_2"	"Как може да се случи нещо такова?"
"[english]dota_chatwheel_message_abaddon_2"	"How can such a thing be?"
"dota_chatwheel_label_abaddon_2"	"Как може такова…"
"[english]dota_chatwheel_label_abaddon_2"	"How can such..."
"dota_chatwheel_message_abaddon_3"	"Насред мъглата на времето Вие сте просто неяснота."
"[english]dota_chatwheel_message_abaddon_3"	"In the mists of time you are but a blur."
"dota_chatwheel_label_abaddon_3"	"Насред мъглата на времето…"
"[english]dota_chatwheel_label_abaddon_3"	"In the mists of time..."
"dota_chatwheel_message_abaddon_4"	"С какво право пристъпвате тук?"
"[english]dota_chatwheel_message_abaddon_4"	"By what right do you tread here?"
"dota_chatwheel_label_abaddon_4"	"С какво право…"
"[english]dota_chatwheel_label_abaddon_4"	"By what right..."
"dota_chatwheel_message_abaddon_5"	"Мъглата на войната не може да се мери със съдбовната неяснота."
