"lang"
{ 
	"Language" "schinese" 
	"Tokens" 
	{

		"DOTA_ItemOnSale"		"特价！"
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_Description"							"破晓辰星将她的战锤旋转3次，对敌人造成攻击伤害以及额外伤害。最后一次打击时，她将战锤击向地面，对她前方的敌人造成眩晕和伤害。"
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_Note0"	 							"破晓辰星在技能持续时间内以%movement_speed%的移动速度行进，并且最后一击后需要%self_stun_duration%秒才能复原。"
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_Note1"								"连击期间无法施放上界重锤或天光现世。"
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_Note2"								"此技能不继承分裂效果。"
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_Note3"								"可以对自身施放来向前移动"
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_duration"								"连击持续时间："
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_swipe_radius"							"挥击作用范围："
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_swipe_damage"							"挥击额外伤害："
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_smash_damage"							"撞击额外伤害："
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_smash_radius"							"撞击作用范围："
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_smash_stun_duration"					"撞击眩晕时间："
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_sweep_stun_duration"					"挥击减速持续时间："
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_fire_wreath_shard_description"					"破晓辰星在星破天惊期间为技能免疫状态。"
		
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_converge"							"会合"
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_converge_Description"				"破晓辰星召回离目标地点最近的战锤，使二者在中点相遇。"


		
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_celestial_hammer"							"上界重锤"
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_celestial_hammer_Lore"							"光明之锤是维罗拉最长久的伙伴，也是她与创造者们的光芒之间仅存的维系。"
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_celestial_hammer_Description"				"破晓辰星向一个目标扔出她的武器，对沿途的敌人造成伤害。战锤会在目的地停留%pause_duration%秒，再飞回她的手中，期间留下一道炽烈之径，减缓敌人的移动速度。破晓辰星可以随时召回战锤，将自身朝战锤牵引，使二者在中点相遇。"
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_celestial_hammer_Note0"							"战锤在飞出和飞回时都会对敌人造成伤害。"
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_celestial_hammer_Note1"							"破晓辰星的会合移动距离不会超过技能的施法距离。"
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_celestial_hammer_Note2"								"星破天惊和天光现世无法在战锤脱手时施放。"
		
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_celestial_hammer_hammer_damage"					"战锤伤害："
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_celestial_hammer_flare_radius"						"炽烈之径作用范围："
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_celestial_hammer_move_slow"						"%炽烈之径减速："
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_celestial_hammer_burn_damage"						"炽烈之径每秒烧灼："
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_celestial_hammer_flare_debuff_duration"			"炽烈之径持续时间："
		"DOTA_Tooltip_ability_aghsfort_dawnbreaker_celestial_hammer_range"							"施法距离："
		
		"DOTA_Tooltip_Ability_aghsfort_dawnbreaker_luminosity"							"熠熠生辉"
		"DOTA_Tooltip_Ability_aghsfort_dawnbreaker_luminosity_Lore"							"由于接触不到光之子的光芒，力量无法恢复而不断衰退，但维罗拉还是从每场战斗中存在的混沌里创造了秩序，使自身和盟友得到休整。"
		"DOTA_Tooltip_Ability_aghsfort_dawnbreaker_luminosity_Description"				"%attack_count%次攻击后，破晓辰星提升了力量，她的下一次攻击会造成致命一击，并治疗她附近%heal_radius%范围内所有友方英雄，治疗量为攻击伤害的一定百分比。对友军的治疗量为%allied_healing_pct%%%，攻击非头目/首领产生的治疗量为%heal_from_creeps%%%。"
		"DOTA_Tooltip_Ability_aghsfort_dawnbreaker_luminosity_bonus_damage"				"%致命一击伤害："
		"DOTA_Tooltip_Ability_aghsfort_dawnbreaker_luminosity_heal_pct"					"%治疗："
		"DOTA_Tooltip_Ability_aghsfort_dawnbreaker_luminosity_allied_healing_pct"		"%友军治疗百分比："
		"DOTA_Tooltip_Ability_aghsfort_dawnbreaker_luminosity_heal_from_creeps"			"%攻击普通单位治疗百分比："
		"DOTA_Tooltip_Ability_aghsfort_dawnbreaker_luminosity_heal_radius"				"治疗作用范围："


		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_fire_wreath_caster"						"星破天惊"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_fire_wreath_caster_Description"			"无法行动"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_fire_wreath_smash_stun"							"星破天惊"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_fire_wreath_smash_stun_Description"				"被眩晕。"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_luminosity"								"熠熠生辉"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_luminosity_Description"								"因熠熠生辉而增强了力量"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_luminosity_attack_buff"					"熠熠生辉攻击效果"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_luminosity_attack_buff_Description"					"下一次攻击会治疗破晓辰星并造成致命一击"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_solar_guardian_air_time"							"天光现世"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_solar_guardian_air_time_Description"		"正飞向目的地"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_converge"								"会合"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_converge_Description"								"被减速并且受到伤害"

		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_starbreaker_celestial_fire"					"星破烈火"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_starbreaker_celestial_fire_Description"		"星破天惊击中一个敌人后会产生当前上界重锤等级的火焰路径。\n\n这个火焰的负面效果与上界重锤其他来源的火焰叠加。"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_celestial_fire_debuff"								"上界烈火"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_celestial_fire_debuff_Description"					"被减速并且受到伤害"

		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_starbreaker_counter_orbital"				"反击天惊"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_starbreaker_counter_orbital_Description"	"破晓辰星被攻击后拥有%trigger_chance%%%几率以一次星破天惊的挥击进行反击。熠熠生辉的致命一击拥有%trigger_smash_chance%%%几率变为星破天惊的撞击。"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_starbreaker_suncrusher"						"粉碎骄阳"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_starbreaker_suncrusher_Description"			"星破天惊可以转向，移动速度等于%move_speed_pct%%%当前移动速度，并且挥击速度加快%swing_speed_pct%%%。破晓辰星在持续时间内为技能免疫状态。"

		

		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_celestial_hammer_hammer_time"					"巨锤来袭"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_celestial_hammer_hammer_time_Description"		"上界重锤获得%value%点能量点数。重锤落地时会触发星破天惊的撞击，并且会合变成以点为目标，使自己可以选择与哪个重锤会合。"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_celestial_hammer_sunforge"						"炎阳熔炉"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_celestial_hammer_sunforge_Description"			"上界重锤现在会在重锤和破晓辰星之间产生一道移动中的烈火之径，直至重锤被召回，自动返回前的脱手持续时间额外延长%bonus_time%秒。"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_celestial_hammer_haven"							"天界"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_celestial_hammer_haven_Description"				"上界重锤脱手时会放出脉冲，作用范围和治疗/伤害为当前天光现世的%solar_guardian_pct%%%。"

		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_luminosity_solar_battery"					"太阳能电池"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_luminosity_solar_battery_Description"		"破晓辰星在熠熠生辉拥有主动叠加效果时获得加成效果，可达到%move_speed_pct%%%移动速度和%attack_speed%攻击速度，熠熠生辉可触发致命一击后达到最大值。"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_luminosity_solar_battery"		"太阳能电池"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_luminosity_solar_battery_Description"				"获得%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%移动速度加成，和%dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%攻击速度加成。"

		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_luminosity_bright_foundry"					"铸就光明"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_luminosity_bright_foundry_Description"		"破晓辰星的攻击被动施加%duration%秒上界重锤的火焰效果。熠熠生辉的致命一击攻击会向破晓辰星面朝的方向发动当前等级的上界重锤。\n\n这个火焰的负面效果与上界重锤其他来源的火焰叠加。"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_bright_foundry_debuff"								"铸就光明"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_bright_foundry_debuff_Description"					"被减速并且受到伤害"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_luminosity_light_bringer"					"光明使者"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_luminosity_light_bringer_Description"		"熠熠生辉可以主动施放，马上发动致命一击，持续%duration%秒。冷却时间：%cooldown%，魔法消耗：%mana_cost%。"

		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_solar_guardian_sun_sentinel"					"恒星哨卫"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_solar_guardian_sun_sentinel_Description"		"落地时破晓辰星和天光现世作用范围内所有友军获得%duration%秒技能免疫和熠熠生辉的强化攻击。"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_sun_sentinel_luminosity_attack_buff"						"恒星哨卫"
		"DOTA_Tooltip_modifier_aghsfort_dawnbreaker_sun_sentinel_luminosity_attack_buff_Description"			"技能免疫，并且熠熠生辉的攻击将发挥全面的威力。"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_solar_guardian_death_of_a_star"				"星辰之死"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_solar_guardian_death_of_a_star_Description"	"脉冲治疗提升%bonus_heal%点。只要施放天光现世，所有非主要目标周围会产生%solar_guardian_pct%%%天光现世脉冲，直到破晓辰星落地。破晓辰星阵亡时会自动对血量最低的友军施放天光现世（如果无人存活就是她自己）。"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_solar_guardian_solar_flare"					"日晕"
		"DOTA_Tooltip_ability_aghsfort_special_dawnbreaker_solar_guardian_solar_flare_Description"		"落地时，天光现世范围内所有敌人会被击退，并且获得当前等级的上界重锤烈火效果，持续%duration%秒。\n\n这个火焰的负面效果与上界重锤其他来源的火焰叠加。"


		"aghsfort_dawnbreaker_fire_wreath_swipe_smash_damage"							"+{s:value1} / {s:value2} {s:ability_name}挥击/撞击伤害"
		"aghsfort_dawnbreaker_fire_wreath_swipe_smash_radius"							"+{s:value1} / {s:value2} {s:ability_name}挥击/撞击作用范围"
		"aghsfort_dawnbreaker_fire_wreath_debuff_duration"								"+{s:value1}秒 {s:ability_name}减速/眩晕时间"
		"aghsfort_dawnbreaker_fire_wreath_movement_speed"								"+{s:value} {s:ability_name}移动速度"
		"aghsfort_dawnbreaker_fire_wreath_mana_cost_cooldown"							"{s:value1}% {s:ability_name}冷却时间/魔法消耗减少"

		"aghsfort_dawnbreaker_celestial_hammer_burn_damage"								"+{s:value} {s:ability_name}烧灼伤害"
		"aghsfort_dawnbreaker_celestial_hammer_range"									"+{s:value} {s:ability_name}距离"
		"aghsfort_dawnbreaker_celestial_hammer_fire_trail_duration"						"+{s:value}秒 {s:ability_name}炽烈之径持续时间"
		"aghsfort_dawnbreaker_celestial_hammer_mana_cost_cooldown"						"{s:value1}% {s:ability_name}冷却时间/魔法消耗减少"
		"aghsfort_dawnbreaker_celestial_hammer_hammer_damage"							"+{s:value1}/{s:value2} {s:ability_name}战锤/烧灼伤害"

		"aghsfort_dawnbreaker_luminosity_bonus_damage"									"+{s:value}% {s:ability_name}致命一击伤害"
		"aghsfort_dawnbreaker_luminosity_heal_pct"										"+{s:value}% {s:ability_name}治疗"
		"aghsfort_dawnbreaker_luminosity_heal_radius"									"+{s:value} {s:ability_name}治疗范围"
		"aghsfort_dawnbreaker_luminosity_allied_healing_pct"							"+{s:value}% {s:ability_name}治疗友军"

		"aghsfort_dawnbreaker_solar_guardian_radius"									"+{s:value} {s:ability_name}范围"
		"aghsfort_dawnbreaker_solar_guardian_damage"									"+{s:value1} / {s:value2} {s:ability_name}脉冲/落地伤害"
		"aghsfort_dawnbreaker_solar_guardian_base_heal"									"+{s:value} {s:ability_name}脉冲治疗"
		"aghsfort_dawnbreaker_solar_guardian_mana_cost_cooldown"						"{s:value1}% {s:ability_name}冷却时间/魔法消耗减少"


		"DOTA_Tooltip_ability_aghsfort_bane_enfeeble"											"虚弱"
		"DOTA_Tooltip_ability_aghsfort_bane_enfeeble_Description"								"降低敌人的总攻击力，施法速度和生命恢复。对首领类敌人的效果减半。"
		"DOTA_Tooltip_ability_aghsfort_bane_enfeeble_Lore"										"阿特洛波斯编织的每一丝恐惧都使他的受难者承受更多的奥术和未知技艺伤害。"
		"DOTA_Tooltip_ability_aghsfort_bane_enfeeble_damage_reduction"							"%攻击力降低："
		"DOTA_Tooltip_ability_aghsfort_bane_enfeeble_heal_reduction"								"%治疗/恢复降低："
		"DOTA_Tooltip_ability_aghsfort_bane_enfeeble_cast_reduction"								"%施法速度降低："
		"DOTA_Tooltip_ability_aghsfort_bane_enfeeble_duration"									"持续时间："
		"DOTA_Tooltip_ability_aghsfort_bane_brain_sap"											"蚀脑"
		"DOTA_Tooltip_ability_aghsfort_bane_brain_sap_Description"								"暴食一个敌方单位的生命能量，造成伤害并回复自身生命值。"
		"DOTA_Tooltip_ability_aghsfort_bane_brain_sap_brain_sap_damage"							"伤害："
		"DOTA_Tooltip_ability_aghsfort_bane_brain_sap_tooltip_brain_sap_heal_amt"				"生命回复量："
		"DOTA_Tooltip_ability_aghsfort_bane_brain_sap_cast_range"								"施法距离："
		"DOTA_Tooltip_ability_aghsfort_bane_brain_sap_Lore"										"阿特洛波斯认为收割被他亲自制造的恐惧弄崩溃的生命是至高的享受。"
		"DOTA_Tooltip_ability_aghsfort_bane_brain_sap_shard_description"							"蚀脑变成550作用范围的技能。次级目标只有25%治疗效果。"
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare"											"噩梦"
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare_abilitydraft_note"							"拥有技能“噩梦”的英雄可以攻击噩梦作用下的单位。祸乱之源即使没有该技能也能攻击。"
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare_Description"								"让敌方目标或友方英雄进入沉睡。敌方单位在噩梦状态下每秒受到伤害。友方单位刚进入噩梦状态时会暂时获得无敌状态，之后可以利用指令直接唤醒。"
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare_Lore"										"从夜之女神妮塔莎那里偷来的能力，让猎物一觉不醒。"
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare_abilitycastrange"							"施法距离："
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare_nightmare_tick_damage"						"每秒伤害："
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare_nightmare_invuln_time"						"无敌持续时间："
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare_Note0"										"在噩梦的第一秒，作用单位是无敌状态。"
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare_Note1"										"祸乱之源可以把自己从噩梦中唤醒。"
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare_Note2"										"施放后将替换为结束噩梦：结束所有受作用单位身上的噩梦。"
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare_duration"									"持续时间："				
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare_end"										"噩梦终止"
		"DOTA_Tooltip_ability_aghsfort_bane_nightmare_end_Description"							"终止目标单位的噩梦状态。"
		"DOTA_Tooltip_ability_aghsfort_bane_fiends_grip"											"魔爪"
		"DOTA_Tooltip_ability_aghsfort_bane_fiends_grip_Description"								"持续施法 - 抓住一个敌方单位，使其失去行动能力并持续受到大量伤害，同时每%fiend_grip_tick_interval%秒按目标最大魔法值一定比例吸取魔法。"
		"DOTA_Tooltip_ability_aghsfort_bane_fiends_grip_scepter_description"						"魔爪的冷却时间减少45秒。魔爪将产生两个不可控制的幻象，幻象也将对目标持续施放魔爪。幻象承受700%%伤害，并且被打断后立刻消失。伤害不会叠加。"
		"DOTA_Tooltip_ability_aghsfort_bane_fiends_grip_Lore"									"阿特洛波斯的受害者经常因为噩梦中逼真的幻象痛不欲生。"
		"DOTA_Tooltip_ability_aghsfort_bane_fiends_grip_Note0"									"魔爪的控制和吸魔效果对技能免疫单位有效，但是不造成伤害。"
		"DOTA_Tooltip_ability_aghsfort_bane_fiends_grip_fiend_grip_damage"						"伤害："
		"DOTA_Tooltip_ability_aghsfort_bane_fiends_grip_channel_time"							"持续施法时间："
		"DOTA_Tooltip_ability_aghsfort_bane_fiends_grip_fiend_grip_mana_drain"					"%魔法吸取："
		
		"DOTA_Tooltip_modifier_aghsfort_bane_enfeeble_effect"									"虚弱"
		"DOTA_Tooltip_modifier_aghsfort_bane_enfeeble_Description"								"状态抗性降低%dMODIFIER_PROPERTY_STATUS_RESISTANCE_STACKING%%%，魔法抗性降低%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%。"
		"DOTA_Tooltip_modifier_aghsfort_bane_nightmare"	"噩梦"
		"DOTA_Tooltip_modifier_aghsfort_bane_nightmare_Description"	"睡眠中"
		"DOTA_Tooltip_modifier_aghsfort_bane_fiends_grip"	"魔爪"
		"DOTA_Tooltip_modifier_aghsfort_bane_fiends_grip_Description"	"被控制，并受到伤害。每%fMODIFIER_PROPERTY_TOOLTIP%秒损失最大魔法值的%dMODIFIER_PROPERTY_TOOLTIP%%%。"

		"DOTA_Tooltip_ability_aghsfort_special_bane_enfeeble_spill"							"共享折磨"
		"DOTA_Tooltip_ability_aghsfort_special_bane_enfeeble_spill_Description"				"祸乱之源对虚弱状态下的单位发动的攻击和指向性技能会向身后飞溅，距离为%spill_range%，宽度为%spill_width%。"
		"DOTA_Tooltip_ability_aghsfort_special_bane_enfeeble_allies"						"暗黑共生"
		"DOTA_Tooltip_ability_aghsfort_special_bane_enfeeble_allies_Description"			"虚弱可以对友军施放，持续时间为%bonus_duration_mult%倍，并且他们将获得加成效果，而不是负面效果。"
		"DOTA_Tooltip_ability_aghsfort_special_bane_enfeeble_end_fiends_grip"				"暗黑触须"
		"DOTA_Tooltip_ability_aghsfort_special_bane_enfeeble_end_fiends_grip_Description"	"每当敌人被虚弱或阵亡，在其身后会产生一个静止的魔爪，持续时间与虚弱的最大持续时间相同。如果有单位走进这个区域，会受到一个短时间的魔爪效果，持续时间为正常的%fiends_grip_pct%%%。"

		"DOTA_Tooltip_ability_aghsfort_special_bane_nightmare_confusion"						"妮塔莎的教众"
		"DOTA_Tooltip_ability_aghsfort_special_bane_nightmare_confusion_Description"			"噩梦会迷惑敌人，而不是眩晕，使他们攻击周围敌人，并且拥有%movespeed_pct%%%移动速度加成和%attack_speed%攻击速度加成。被迷惑的敌人会抵抗控制技能，在负面效果结束前生命值至少有1点。噩梦在非头目的敌人身上额外持续%bonus_duration%秒。"
		"DOTA_Tooltip_ability_aghsfort_special_bane_nightmare_sweet_dreams"						"美梦"
		"DOTA_Tooltip_ability_aghsfort_special_bane_nightmare_sweet_dreams_Description"			"噩梦作用下的友方目标获得的无敌时间延长%nightmare_invuln_pct%%%，并且提供%move_speed%移动速度的飞行状态，不受减速效果影响，并且施放蚀脑时可以另外治疗噩梦下的友军。"
		"DOTA_Tooltip_ability_aghsfort_special_bane_nightmare_nightmare_burst"					"睡眠惊恐"
		"DOTA_Tooltip_ability_aghsfort_special_bane_nightmare_nightmare_burst_Description"		"噩梦结束时，目标单位周围%nightmare_damage_radius%范围内敌人会受到伤害，数值为该单位从噩梦中累计受到的伤害。"

		"DOTA_Tooltip_ability_aghsfort_special_bane_fiends_grip_spread"						"黑色脓水"
		"DOTA_Tooltip_ability_aghsfort_special_bane_fiends_grip_spread_Description"			"魔爪持续施法期间，每隔1秒，祸乱之源或者当前受到作用的目标附近%fiend_grip_spread_radius%范围内会有额外一个单位被魔爪作用，持续到原负面状态结束。"	
		"DOTA_Tooltip_ability_aghsfort_special_bane_fiends_grip_boost_ally"					"狂热不堪"
		"DOTA_Tooltip_ability_aghsfort_special_bane_fiends_grip_boost_ally_Description"		"魔爪可以对友军施放，提供攻击和移动速度加成，数值与魔爪的每秒伤害相同。他们的攻击将使自身和祸乱之源回复生命，吸血数值为魔法吸取量的%fiend_grip_boost_lifesteal_multiplier%%%。魔爪的施法距离提升%bonus_cast_range%。"
		"DOTA_Tooltip_ability_aghsfort_special_bane_fiends_grip_auto_nightmare"				"畏惧黑暗"
		"DOTA_Tooltip_ability_aghsfort_special_bane_fiends_grip_auto_nightmare_Description"	"祸乱之源在魔爪持续施法期间会自动对攻击他的敌人施放噩梦。"


		"DOTA_Tooltip_ability_aghsfort_special_bane_brain_sap_nightmare_mirror"					"虚弱云"
		"DOTA_Tooltip_ability_aghsfort_special_bane_brain_sap_nightmare_mirror_Description"		"蚀脑获得%charges%点能量点数。如果敌人在受到蚀脑作用的%mirror_duration%秒内死亡，他们身上由祸乱之源施加的负面状态都会散布给阵亡单位附近%radius%范围内的目标。"
		"DOTA_Tooltip_ability_aghsfort_special_bane_brain_sap_knockback_slow"					"心智迟钝"
		"DOTA_Tooltip_ability_aghsfort_special_bane_brain_sap_knockback_slow_Description"		"蚀脑会将目标单位击退%knockback_distance%距离，对碰到的所有敌人施加蚀脑和一个%movement_slow_pct%%%减速效果，持续%slow_duration%秒。次级目标只会治疗正常数值的%heal_pct%%%。"
		"DOTA_Tooltip_ability_aghsfort_special_bane_brain_sap_invis"							"隐蔽幽魂"
		"DOTA_Tooltip_ability_aghsfort_special_bane_brain_sap_invis_Description"				"有单位受到蚀脑作用时，祸乱之源会获得隐身效果，和%invis_movement_speed%%%移动速度加成，持续%invis_duration%秒。破隐一击具有额外伤害，并且造成暴击，额外伤害等于%invis_brain_sap_crit_pct%%%蚀脑伤害。"
		
		
		"DOTA_Tooltip_ability_aghsfort_special_bane_brain_sap_kill_refresh"					"脑部吞噬"
		"DOTA_Tooltip_ability_aghsfort_special_bane_enfeeble_damage_steal"					"真正的恐怖"
		"DOTA_Tooltip_ability_aghsfort_special_bane_enfeeble_damage_steal_Description"		"虚弱减少的敌人攻击力会提供给祸乱之源，作为攻击力加成。"
		"DOTA_Tooltip_modifier_aghsfort_bane_enfeeble_damage_steal_buff"					"真正的恐怖"
		"DOTA_Tooltip_modifier_aghsfort_bane_enfeeble_damage_steal_buff_Description"		"虚弱偷取%dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%点攻击力。"
		"DOTA_Tooltip_modifier_aghsfort_bane_brain_sap_invis"								"隐蔽幽魂"
		"DOTA_Tooltip_modifier_aghsfort_bane_brain_sap_invis_Description"					"获得%invis_movement_speed%%%移动速度和隐身效果。下次攻击将会造成致命一击，并具有%invis_brain_sap_crit_pct%%%额外伤害。"
		"DOTA_Tooltip_modifier_aghsfort_bane_brain_sap_nightmare_mirror"					"虚弱云"


		"aghsfort_bane_enfeeble_mana_cost_cooldown"			"{s:value1}% {s:ability_name}冷却时间/魔法消耗减少"
		"aghsfort_bane_enfeeble_damage_reduction"			"+{s:value}% {s:ability_name}攻击力降低"
		"aghsfort_bane_enfeeble_cast_reduction"				"+{s:value}% {s:ability_name}施法速度降低"
		"aghsfort_bane_enfeeble_duration"					"+{s:value}秒 {s:ability_name}持续时间"

		"aghsfort_bane_brain_sap_mana_cost_cooldown"		"{s:value1}% {s:ability_name}冷却时间/魔法消耗减少"
		"aghsfort_bane_brain_sap_brain_sap_damage"			"+{s:value} {s:ability_name}伤害/治疗"
		"aghsfort_bane_brain_sap_cast_range"				"+{s:value} {s:ability_name}施法距离"

		"aghsfort_bane_nightmare_mana_cost_cooldown"		"{s:value1}% {s:ability_name}冷却时间/魔法消耗减少"
		"aghsfort_bane_nightmare_duration"					"+{s:value}秒 {s:ability_name}持续时间"
		"aghsfort_bane_nightmare_nightmare_tick_damage"		"+{s:value} {s:ability_name}每秒伤害"
		"aghsfort_bane_nightmare_nightmare_invuln_time"		"+{s:value}秒 {s:ability_name}噩梦无敌时间"

		"aghsfort_bane_fiends_grip_mana_cost_cooldown"		"{s:value1}% {s:ability_name}冷却时间/魔法消耗减少"
		"aghsfort_bane_fiends_grip_fiend_grip_mana_drain"	"+{s:value}% {s:ability_name}魔法吸取"
		"aghsfort_bane_fiends_grip_fiend_grip_damage"		"+{s:value} {s:ability_name}每秒伤害"
		"aghsfort_bane_fiends_grip_channel_time"			"+{s:value}秒 {s:ability_name}最大持续施法"

		"aghsfort_bane_fiends_grip_fiend_grip_damage_mana_drain" "+{s:value1} / {s:value2} {s:ability_name}每秒伤害/魔法吸取"

		// PHOENIX HERO START

		"DOTA_Tooltip_ability_aghsfort_phoenix_icarus_dive"							"凤凰冲击"
		"DOTA_Tooltip_ability_aghsfort_phoenix_icarus_dive_Description"				"凤凰向目标方向进行圆弧状飞行，飞行距离固定，对沿途的敌人造成持续伤害并减缓其移动速度，然后返回初始位置。飞行过程中如果施放超新星将停止飞行。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_icarus_dive_Lore"					"尽管没少在宇宙虚空之间遨游，但在大气里振翅高飞还是有不同的快感。"		
		"DOTA_Tooltip_ability_aghsfort_phoenix_icarus_dive_hp_cost_perc"			"%生命值消耗："
		"DOTA_Tooltip_ability_aghsfort_phoenix_icarus_dive_dash_length"				"冲击长度："
		"DOTA_Tooltip_ability_aghsfort_phoenix_icarus_dive_burn_duration"			"烧灼持续时间："
		"DOTA_Tooltip_ability_aghsfort_phoenix_icarus_dive_damage_per_second"		"每秒伤害："
		"DOTA_Tooltip_ability_aghsfort_phoenix_icarus_dive_slow_movement_speed_pct"	"%移动速度减缓："
		"DOTA_Tooltip_ability_aghsfort_phoenix_icarus_dive_Note0"					"凤凰冲击的飞行时间为%dive_duration%秒，可以在飞行途中再次施放来终止飞行。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_icarus_dive_stop"					"终止凤凰冲击"
		"DOTA_Tooltip_ability_aghsfort_phoenix_icarus_dive_stop_Description"		"马上停止冲击。"
		"DOTA_Tooltip_ability_aghsfort_phoenix_icarus_dive_stop_Lore"				"停！"

		"DOTA_Tooltip_modifier_aghsfort_phoenix_icarus_dive_burn"					"凤凰冲击烧灼"
