"dota"
{
"DOTA_Accept"	"接受"
"DOTA_InGamePrediction_VotingIsClosed"	"預測時間已截止"
"DOTA_InGamePrediction_ErrorTitle"	"提交預測選項時出現錯誤"
"DOTA_InGamePrediction_UnknownErrorInSubmission"	"提交預測選項時出現未知的錯誤。"
"DOTA_InGamePrediction_SubmittedVoteTooLate"	"預測已鎖定；您的選項已捨棄"
"DOTA_InGamePrediction_SubmittedVoteTooLateTitle"	"預測選項已捨棄"
"DOTA_SpringMajor2016_Achievement_1_Correct_Prediction_Name"	"戰鬥預言家"
"DOTA_SpringMajor2016_Achievement_1_Correct_Prediction_Description"	"成功預測 1 項地區資格賽預測項目"
"DOTA_SpringMajor2016_Achievement_10_Correct_Predictions_Name"	"未卜先知"
"DOTA_SpringMajor2016_Achievement_10_Correct_Predictions_Description"	"成功預測 10 項地區資格賽預測項目"
"DOTA_SpringMajor2016_Achievement_30_Correct_Predictions_Name"	"料事如神"
"DOTA_SpringMajor2016_Achievement_30_Correct_Predictions_Description"	"成功預測 30 項地區資格賽預測項目"
"DOTA_BattleCup_Champion_Stage"	"冠軍"
"DOTA_SplashAd_TI6_Immortals_2_Title"	"不朽寶藏 II"
"DOTA_SplashAd_TI6_Immortals_2_Available"	"現已解鎖"
"DOTA_SplashAd_TI6_Immortals_2_Escalating"	"不朽寶藏 II 採用機率遞增機制"
"DOTA_SplashAd_TI6_Immortals_2_Escalating_Desc"	"您每打開一個不朽寶藏 II，就會增加打開下一個不朽寶藏 II 時獲得相應的稀有、十分稀有或極其稀有的物品之機率。"
"DOTA_Treasure_UnclaimedEventRewards_Singular"	"<span class=\"LevelAmount\">{d:unclaimed_event_rewards_count} 個</span>戰鬥通行證寶藏待領"
"DOTA_Treasure_UnclaimedEventRewards_Plural"	"<span class=\"LevelAmount\">{d:unclaimed_event_rewards_count} 個</span>戰鬥通行證寶藏待領"
"DOTA_Treasure_ClaimEventRewards"	"領取寶藏"
"StoreCheckout_CannotPurchase"	"無法購買"
"DOTA_SplashAd_TI6_Weekend_Battle_Bundle"	"戰鬥等級組合包"
"DOTA_SplashAd_TI6_Weekend_Sale_Title"	"週末特賣"
"DOTA_SplashAd_TI6_Weekend_Ends_Monday"	"特賣星期一截止"
"DOTA_SplashAd_TI6_Weekend_Levels"	"<span class=\"Red\">50</span> 級戰鬥等級"
"DOTA_SplashAd_TI6_Weekend_Treasures"	"<span class=\"Red\">2</span> 個不朽寶藏 I<br /><span class=\"Red\">2</span> 個不朽寶藏 II<br /><span class=\"Red\">2</span> 個收藏家寶藏"
"DOTA_SplashAd_TI6_Weekend_Savings"	"降幅低於四折"
"DOTA_SplashAd_TI6_Weekend_Limit"	"每人限購乙次"
"DOTA_SplashAd_TI6_Weekend_BattlePassOwnershipRequired"	"須擁有戰鬥通行證"
"DOTA_Confirm"	"確認"
"Action_GoToPlayerCards"	"前往選手卡片"
"UI_File_Filter_SupportedImageFormats"	"影像檔（*.png;*.jpg;*.jpeg）"
"UI_FailedToLoadImageFile"	"影像檔讀取失敗"
"DOTA_Profile_Fighting_Short"	"戰鬥"
"DOTA_Profile_Farming_Short"	"農錢"
"DOTA_Profile_Supporting_Short"	"輔助"
"DOTA_Profile_Pushing_Short"	"推進"
"DOTA_Profile_Versatility_Short"	"多元"
"FileOpenDialog_Title"	"選擇檔案"
"FileOpenDialog_CurrentDirectoryLabel"	"查詢："
"FileOpenDialog_ColHead_Filename"	"檔名"
"FileOpenDialog_ColHead_Size"	"大小"
"FileOpenDialog_ColHead_Type"	"類型"
"FileOpenDialog_ColHead_Date"	"日期"
"FileOpenDialog_FilenameTextEntry_Label"	"檔名："
"FileOpenDialog_FilenameFileTypeDropdown_Label"	"檔案類型："
"dota_weekend_tourney_hub_rules_header"	"規則說明 + 獎勵一覽"
"dota_weekend_tourney_hub_rules_faq_button"	"獎勵 / 問與答"
"dota_weekend_tourney_hub_schedule_division"	"賽區"
"dota_weekend_tourney_hub_schedule_next_begins"	"下場賽事開始時間"
"dota_weekend_tourney_hub_schedule_last_week_info"	"上週"
"dota_weekend_tourney_hub_schedule_last_week_players"	"選手"
"dota_weekend_tourney_hub_schedule_last_week_teams"	"隊伍"
"dota_weekend_tourney_hub_schedule_last_week_winners"	"盃賽贏家"
"dota_weekend_tourney_hub_schedule_2_week_streak"	"連贏 2 週"
"dota_weekend_tourney_hub_schedule_3_week_streak"	"連贏 3 週"
"dota_weekend_tourney_hub_schedule_4_week_streak"	"連贏 4 週"
"dota_weekend_tourney_hub_set_up_now"	"立即組隊"
"dota_weekend_tourney_hub_get_started"	"開始"
"dota_weekend_tourney_hub_friends_leaderboard_header"	"好友排行榜"
"dota_weekend_tourney_hub_friends_recent_header"	"近期賽事"
"dota_weekend_tourney_hub_battle_cup"	"戰英盃"
"dota_weekend_tourney_hub_summer_2016"	"2016 夏季"
"dota_weekend_tourney_hub_cup_wins"	"次盃賽冠軍"
"dota_weekend_tourney_hub_my_stats"	"個人數據"
"dota_weekend_tourney_hub_current_tier"	"目前級別"
"dota_weekend_tourney_hub_highest_tier_played"	"參與最高階級"
"dota_weekend_tourney_hub_battlecups_entered"	"戰英盃參與次數"
"dota_weekend_tourney_hub_qf_wins"	"八強賽獲勝次數"
"dota_weekend_tourney_hub_sf_wins"	"準決賽獲勝次數"
"dota_weekend_tourney_hub_wins"	"戰英盃獲勝次數"
"dota_weekend_tourney_hub_cup_score"	"獎盃分數總計"
"dota_weekend_tourney_hub_roster"	"陣容"
"dota_weekend_tourney_hub_eliminated_in"	"淘汰於"
"dota_weekend_tourney_hub_champions"	"冠軍"
"dota_weekend_tourney_hub_finals"	"決賽"
"dota_weekend_tourney_hub_semifinals"	"準決賽"
"dota_weekend_tourney_hub_quarterfinals"	"八強賽"
"dota_weekend_tourney_hub_show_bracket"	"檢視賽程分組"
"DOTA_PlayerCardGold"	"金卡"
"DOTA_PlayerCardSilver"	"銀卡"
"DOTA_PlayerCardPlayer"	"選手"
"DOTA_PlayerCardTeam"	"戰隊"
"DOTA_PlayerCardAngleTI6"	"2016 國際錦標賽選手卡"
"DOTA_PlayerCardsRecycleResultErrorLocked"	"此卡已在過去鎖定的陣容中使用過。"
"DOTA_PlayerCardBonusStatName0"	"擊殺"
"DOTA_PlayerCardBonusStatName1"	"死亡"
"DOTA_PlayerCardBonusStatName2"	"小兵正反補分數"
"DOTA_PlayerCardBonusStatName3"	"GPM"
"DOTA_PlayerCardBonusStatName4"	"摧毀防禦塔"
"DOTA_PlayerCardBonusStatName5"	"擊殺羅煞"
"DOTA_PlayerCardBonusStatName6"	"團戰"
"DOTA_PlayerCardBonusStatName7"	"偵查守衛放置"
"DOTA_PlayerCardBonusStatName8"	"野怪堆疊"
"DOTA_PlayerCardBonusStatName9"	"取得河道神符"
"DOTA_PlayerCardBonusStatName10"	"首殺"
"DOTA_PlayerCardBonusStatName11"	"暈眩"
"DOTA_PlayerCardsOpenPack"	"打開選手卡片包"
"DOTA_PlayerCardsPackCount"	"{i:pack_count} 個未打開的卡片包"
"DOTA_PlayerCardsDustCount"	"{i:dust_amount} 個選手卡片碎屑"
"DOTA_PlayerCardsDustCountCurrent"	"目前擁有 {i:dust_amount} 個卡片碎屑"
"DOTA_PlayerCardsCreatePack"	"將 {i:dust_price} 個卡片碎屑兌換成卡片包"
"DOTA_PlayerCardsRecycle"	"輪迴卡片"
"DOTA_PlayerCardsRecycleQ"	"輪迴：<font color='#C899FF'>{i:dust_value} 碎屑</font>"
"DOTA_PlayerCard_Fantasy"	"夢幻隊伍"
"DOTA_PlayerCard_Return"	"返回選手卡片一覽"
"DOTA_PlayerCard_Dupe"	"重複的卡片"
"DOTA_PlayerCard_Dupe_Tooltip"	"您已擁有本張卡片，可安全輪迴換取碎屑。"
"DOTA_PlayerCard_PacksRemaining"	"尚有 {i:packs_remaining} 個卡片包"
"DOTA_PlayerCard_OpenAnother"	"再開一包"
"DOTA_FantasyWildCard"	"外卡\n賽事"
"DOTA_FantasyGroupStage"	"小組\n賽事"
"DOTA_FantasyMainEvent"	"主要\n賽事"
"DOTA_FantasyCores"	"核心"
"DOTA_FantasySupports"	"輔助"
"DOTA_FantasyScore"	"得分"
"DOTA_FantasySelectCard"	"選擇卡片"
"DOTA_FantasyChangeCard"	"更換卡片"
"DOTA_FantasyLeaderboardHeaderFriends"	"好友"
"DOTA_FantasyLeaderboardHeaderGlobal"	"全球前 100"
"DOTA_FantasyLeaderboardScore"	"總積分"
"DOTA_FantasyLeaderboardFullFriends"	"檢視完整好友排行榜"
"DOTA_FantasyLeaderboardFullGlobal"	"檢視完整全球排行榜"
"DOTA_FantasyScoreDay"	"當日積分"
"DOTA_FantasyScoreTotal"	"截至目前累積積分"
"DOTA_FantasyPosition"	"夢幻位置"
"DOTA_FantasyHelpTitle1"	"開啟選手卡片包"
"DOTA_FantasyHelpTitle2"	"將選手卡編入夢幻陣容"
"DOTA_FantasyHelpTitle3"	"獲得夢幻點數"
"DOTA_FantasyHelpTitle4"	"賺取戰鬥通行證點數"
"DOTA_FantasyHelpDetailsHeader"	"夢幻挑戰詳情"
"DOTA_FantasyHelpDetailsSub1"	"積分計算標準"
"DOTA_FantasyHelpDetailsSub1Text1"	"每次擊殺 +0.3分"
"DOTA_FantasyHelpDetailsSub1Text4"	"每點GPM +0.002分"
"DOTA_FantasyHelpDetailsSub1Text9"	"每次堆疊野怪 +0.5分"
"DOTA_FantasyHelpDetailsSub2"	"選手卡片"
"DOTA_FantasyHelpDetailsSub3"	"計算積分之比賽"
"DOTA_FantasySelectHeader"	"選擇選手卡片置入此欄位"
"DOTA_FantasyTextFilter"	"以選手姓名篩選"
"DOTA_FantasyDropdownFilter"	"所有隊伍"
"DOTA_Compendium_SecondaryTabHeader_TI6Bracket"	"賽程表"
"DOTA_Compendium_PredictionsStartIn"	"距離預測開放尚有"
"DOTA_Compendium_Predictions_TreeCutCountByTimeMid_a1"	"0-50"
"DOTA_Compendium_Predictions_TreeCutCountByTimeMid_a2"	"51-175"
"DOTA_Compendium_Predictions_TreeCutCountByTimeMid_a3"	"176-300"
"DOTA_Compendium_Predictions_TreeCutCountByTimeMid_a4"	"301+"
"DOTA_InGamePrediction_Winning"	"領先"
"DOTA_InGamePrediction_Losing"	"落後"
"DOTA_BattleCup_Tier"	"{d:tier}"
"DOTA_EconItemSet_Tooltip_Prestige_Exclusive_To_TI6_BattlePass_Owners"	"聲望物品為獨家物品且將在國際錦標賽之後絕版。"
"DOTA_DB_SeasonPass_Underlord"	"當最後巨獸被一刀兩斷，三面守衛功成身退。大軍已經消失，夸司城的人們又恢復了生活，奧德溫卷軸的力量也不復存在。
<br><br>
夸司城的英雄們將城市從深淵的入侵者手裡拯救下來，但是其它一切都不確定。石堂城一片廢墟，征戰內閣傷亡慘重，控制軍團的那條線也已斷裂。不久後其他軍團指揮官就會搶佔領土，軍銜——甚至是王冠——然後再是清算舊賬。
<br><br>
但是石堂城的幸運者彙集後，有不少軍團的舊部也混入其中，也許夸司城長老們可以真的將古老的守衛進行改革，新一代的戰士將追隨三位先驅的腳步，犧牲賢者之路來守衛自己的家鄉。
<br><br>至於軍團指揮官特蕾絲汀，那就是夸司城的人們所見的最後一面。她在黎明時分從南門騎馬奔出，一小隊士兵跟隨著她的戰旗而行。政治還是凡人的戰爭她都無意參與。她已經覺醒了，向真正的戰鬥進發，更強的勢力為了更高的利益所引發的大戰。儘管她仍不知自己的目的地，魔軍的指揮官已背叛了他的主人——特蕾絲汀終於知道該向誰尋仇：<b>孽主</b>維洛格羅斯。"
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Legion"	"<b>軍團指揮官聲望物品</b><br><font color='#888888'>包含一條軍團指揮官的新任務路線</font><br><br><font color='#4d96f0'>225 級</font>"
"WeekendTourney_TournamentID"	"聯賽 ID：{d:r:tournament_id}"
"dota_cannot_request_steamdatagram_ticket"	"Steam 資料包憑證遺失，且我們目前無法要求新的憑證。{s:reason}"
"DOTA_WatchLive_Game_Tier"	"{s:weekend_tourney_division} - 級別 {i:weekend_tourney_skill_level}"
"DOTAWeekend_Tourney_Watch_Live"	"觀看實況！"
"dota_weekend_tourney_hub_schedule_total_players"	"選手總數"
"dota_weekend_tourney_hub_schedule_tier2"	"第二級"
"dota_weekend_tourney_hub_schedule_tier3"	"第三級"
"dota_weekend_tourney_hub_schedule_tier4"	"第四級"
"dota_weekend_tourney_hub_schedule_tier5"	"第五級"
"dota_weekend_tourney_hub_schedule_tier6"	"第六級"
"dota_weekend_tourney_hub_schedule_tier7"	"第七級"
"dota_weekend_tourney_hub_schedule_signing_up"	"報名"
"dota_weekend_tourney_hub_schedule_this_week_info"	"開放中"
"dota_weekend_tourney_hub_join_now"	"立即參加"
"DOTA_BattleCup_Name"	"名稱"
"DOTA_BattleCup_Score"	"級別盃賽分數"
"DOTA_WatchLive_BattleCupBracket"	"戰英盃賽程表"
"dota_weekend_tourney_hub_tier"	"級別 {s:tier}"
"DOTA_SplashAd_LegionCommander_Level_Label"	"等級"
"DOTA_SplashAd_LegionCommander_Reward_Label"	"獎勵"
"DOTA_SplashAd_LegionCommander_ItemName"	"軍團指揮官聲望物品"
"DOTA_SplashAd_LegionCommander_Title"	"逾期絕版"
"DOTA_BattlePassLog_WeekendTourneyPayout"	"贏得戰英盃"
"dota_weekend_tourney_hub_no_previous_tournament"	"無先前賽事"
"DOTA_BattleCup_Loading"	"載入中"
"DOTA_Compendium_SecondaryTabHeader_TI6Casters"	"主播"
"DOTA_CompendiumCastersTI_Desc"	"2016 國際錦標賽將會有英文、俄文與中文的實況導播。\n下為各語言的賽評、採訪及螢幕前相關人員："
"DOTA_ChatTarget_HLTVSpectator"	"實況比賽"
"DOTA_TournamentBracket_TBD"	"待定"
"DOTA_Bracket_UpperBracketFinals"	"勝部決賽"
"DOTA_Bracket_LowerBracketFinals"	"敗部決賽"
"DOTA_Bracket_Winner"	"勝者"
"DOTA_Bracket_LoserGameA"	"敗者 A"
"DOTA_Bracket_LoserGameB"	"敗者 B"
"DOTA_Bracket_LoserGameC"	"敗者 C"
"DOTA_Bracket_LoserGameD"	"敗者 D"
"DOTA_Bracket_LoserGameE"	"敗者 E"
"DOTA_Bracket_LoserGameF"	"敗者 F"
"DOTA_Bracket_LoserGameG"	"敗者 G"
"DOTA_Watch_Streams"	"直播"
"dota_settings_fps_max"	"每秒畫面幀數上限"
"dota_page_match_details_legend_hero_damage"	"傷害"
"dota_page_match_details_legend_hero_healing"	"治療"
"dota_page_match_details_leave"	"離開比賽"
"DOTA_Popup_CardPack_Model_TI6"	"2016 秋季戰鬥通行證"
"DOTA_PlayerCardsRecycleConfirmBodyInUse"	"這將摧毀此選手卡片來換取 {i:card_dust_amount} 個卡片碎屑。<br><br><font color='#ff0000'>這張卡片目前正在夢幻陣容中！</font><br><br>確定繼續？"
"DOTA_PlayerCardsPackUnopenedPacks"	"未開啟的卡片包"
"DOTA_PlayerCard_FantasyLabel"	"將選手卡片用於編組"
"DOTA_PlayerCard_RecycleDisabled"	"這張卡片無法輪迴。因為該卡片已在過去鎖定的夢幻陣容中使用過。"
"DOTA_TournamentGroup_Rank"	"排名"
"DOTA_SpectatorLobby_AnyLanguage"	"任何"
"DOTA_SpectatorLobbyWatchingResult_Success"	"成功"
"DOTA_SpectatorLobbyWatchingResult_NotLobbyLeader"	"只有大廳主持人可以更改大廳播放的內容。"
"DOTA_FriendCount_Singular"	"1 位好友"
"DOTA_Notifications_ViewAll"	"檢視全部"
"DOTA_ChangeLog_View"	"檢視"
"DOTA_PlayerCard_StatInfo"	"金卡和銀卡均會擁有不同的數據加成，因此即便已擁有一張，輪迴時也請慎重。"
"DOTA_SplashAd_TI6_Immortals_3_Title"	"不朽寶藏 III"
"DOTA_SplashAd_TI6_Immortals_3_Available"	"現已推出"
"DOTA_SplashAd_TI6_Immortals_3_Escalating_Desc"	"您每打開一個不朽寶藏 III，就會增加打開下一個不朽寶藏 II 時獲得相應的稀有、十分稀有或極其稀有的物品之機率。"
"DOTA_ChangeLog_Ti6Casters"	"2016 國際錦標賽的主播群"
"DOTA_ChangeLog_VRHub"	"Dota VR 中心現已推出"
"DOTA_PlayerCardBonusTooltip"	"此項數據受到選手卡片的加成效果影響"
"DOTA_PlayerCard_RosterLabel"	"現役選手"
"DOTA_PlayerCard_RosterDesc"	"卡片已用在接下來的夢幻陣容中"
"DOTA_PlayerCard_LockedLabel"	"已鎖定陣容"
"DOTA_PlayerCard_LockedDesc"	"此卡已在過去的陣容中使用過。"
"DOTA_FantasyHelpDetailsSub4Text1"	"戰鬥通行證的擁有者可獲得 12 包選手卡片。"
"DOTA_FantasyHelpDetailsSub5"	"獎勵"
"DOTA_FantasyHelpDetailsSub5Text1"	"所有夢幻隊伍積分排名前 10% 的玩家可獲得 8,000 戰鬥點數"
"DOTA_Compendium_Predictions_RewardsInfoHeader"	"預測正確越多次獎勵就越多。"
"DOTA_SpringMajor2016_Achievement_10_Correct_Predictions_Group_Name"	"小組賽行家"
"DOTA_SpringMajor2016_Achievement_10_Correct_Predictions_Group_Description"	"成功預測 10 項分組賽預測項目"
"DOTA_SpringMajor2016_Achievement_10_Correct_Predictions_Main_Event_Name"	"比賽天才"
"DOTA_SpringMajor2016_Achievement_10_Correct_Predictions_Main_Event_Description"	"成功預測 10 項主賽預測項目"
"DOTA_SpringMajor2016_Achievement_50_Correct_Predictions_Main_Event_Name"	"神機妙算"
"DOTA_SpringMajor2016_Achievement_50_Correct_Predictions_Main_Event_Description"	"成功預測 50 項主賽預測項目"
"DOTA_SpringMajor2016_Achievement_100_Correct_Predictions_Main_Event_Name"	"主賽大師"
"DOTA_SpringMajor2016_Achievement_100_Correct_Predictions_Main_Event_Description"	"成功預測 100 項主賽預測項目"
"DOTA_VR_Muted"	"已靜音"
"DOTA_VR_ComingSoon"	"即將推出"
"DOTA_VR_NextHero"	"下一名英雄"
"DOTA_VR_PrevHero"	"前一名英雄"
"DOTA_VR_Volume"	"音量"
"DOTA_VR_OpenMic"	"打開麥克風"
"DOTA_VR_Controls_Appearance"	"外觀"
"DOTA_VR_Controls_Scale"	"放大"
"DOTA_VR_Controls_Recenter"	"重置畫面中心"
"DOTA_VR_Controls_Teleport"	"傳送"
"DOTA_VR_Downloads"	"下載"
"DOTA_VR_Replays"	"重播"
"DOTA_Compendium_Predictions_Games_In_Tournament_b1"	"41 - 47"
"DOTA_Compendium_Predictions_Games_In_Tournament_b2"	"48 - 50"
"DOTA_Compendium_Predictions_Games_In_Tournament_b3"	"51 - 53"
"DOTA_Compendium_Predictions_Games_In_Tournament_b4"	"54 - 60"
"DOTA_VR_PurchasingUnavailable_Title"	"無法購買"
"DOTA_VR_PurchasingUnavailable_Message"	"目前不支援透過 Dota VR 中心購買物品。"
"DOTA_VR_ContextMenuHeroSlot_Instructions"	"點擊進行裝備"
"DOTA_VR_EquippedItems"	"已裝備物品"
"DOTA_VR_StorePreview"	"商店預覽"
"GenericConfirmText_Label"	"輸入「 {s:confirmation_code} 」以確認。"
"DOTA_ChangeLog_BattleCupRescheduled"	"戰英盃已改期"
"DOTA_ChangeLog_Ti6GroupStage"	"2016 國際錦標賽小組賽公布"
"DOTA_Short_Film_VotePrompt"	"您喜歡這部短片嗎？"
"DOTA_Short_Film_Vote_PrevLabel"	"上一部影片"
"DOTA_Short_Film_Vote_NextLabel"	"下一部影片"
"DOTA_Home_BattlePass_ShortFilmContest"	"短片競賽"
"dota_page_match_details_team_view"	"返回隊伍概覽"
"dota_page_post_game_stat_player_level"	"等級 {i:level} "
"dota_post_game_radiant_victory"	"聖輝獲勝"
"dota_post_game_dire_victory"	"魔魘獲勝"
"DOTA_SplashAd_TI6_LuckvaseAndCarafe_Autographs_Title"	"親筆簽名寶藏現已推出"
"DOTA_SplashAd_TI6_LuckvaseAndCarafe_Autographs_Message"	"支持您最喜愛的<a href=\"event:UIPopupButtonClicked( DOTAShowCompManila2016CastersPage() )\">2016 年國際邀請賽名人</a>！"
"DOTA_SplashAd_TI6_LuckvaseAndCarafe_LocklessLuckvase"	"無鎖幸運瓶"
"DOTA_SplashAd_TI6_LuckvaseAndCarafe_TroveCarafe"	"珍寶之瓶"
"DOTA_AutographedTreasures_Title"	"簽名寶物"
"DOTA_AutographedTreasures_SubHead"	"支持您最喜愛的 DOTA 名人"
"DOTA_SpringMajor2016_Achievement_Open_1_Trove_Carafe_Name"	"珍瓶新手"
"DOTA_SpringMajor2016_Achievement_Open_1_Trove_Carafe_Description"	"開啓 1 件珍寶之瓶"
"DOTA_SpringMajor2016_Achievement_Open_5_Trove_Carafe_Name"	"珍瓶收集齊全"
"DOTA_SpringMajor2016_Achievement_Open_5_Trove_Carafe_Description"	"開啓 5 件珍寶之瓶"
"DOTA_SpringMajor2016_Achievement_Open_1_Lockless_Luckvase_Name"	"幸運瓶新手"
"DOTA_SpringMajor2016_Achievement_Open_1_Lockless_Luckvase_Description"	"開啓 1 件無鎖幸運瓶"
"DOTA_SpringMajor2016_Achievement_Open_4_Lockless_Luckvase_Name"	"幸運瓶收集齊全"
"DOTA_SpringMajor2016_Achievement_Open_4_Lockless_Luckvase_Description"	"開啓 4 件無鎖幸運瓶"
"DOTA_SpringMajor2016_Achievement_Open_5_Lockless_Luckvase_Name"	"幸運瓶收集齊全"
"DOTA_SpringMajor2016_Achievement_Open_5_Lockless_Luckvase_Description"	"開啓 5 件無鎖幸運瓶"
"DOTA_BattlePassLevelPurchaseUnavailable_Message"	"本戰鬥通行證的等級已無法購買。"
"DOTA_VR_DemoTitle"	"{s:demo_name} 試玩"
"DOTA_VR_DemoGameInfo"	"勝者組準決賽 - 第一場"
"DOTA_ChangeLog_MiniGameplayPatch"	"小型遊戲性修正補丁"
"DOTA_ChangeLog_PostGame"	"全新賽後總結"
"dota_page_post_game_support_items"	"輔助道具"
"DOTA_Vote"	"投票"
"npc_dota_hero_abyssal_underlord_hype"	"召喚成波深淵之焰，焚祭在惡意掌控中無力還手的敵人。戰鬥的屠戮是場盛宴，敵人的消亡將會帶來力量，他們的攻勢在你面前不值一顧。在現實中撕出一道裂隙，將自己和友軍全屏傳送，膽敢蔑視孽主意志的人，維洛格羅斯將奉上血腥的報應。"
"DOTA_ChangeLog_UnderlordReleased"	"新英雄：孽主"
"DOTA_ChangeLog_TeammateStats"	"隊友數據已推出"
"FrontPage_Debut_Underlord_Desc"	"召喚成波深淵之焰，焚祭在惡意掌控中無力還手的敵人。戰鬥的屠戮是場盛宴，敵人的消亡將會帶來力量，他們的攻勢在你面前不值一顧。在現實中撕出一道裂隙，將自己和友軍全屏傳送，膽敢蔑視孽主的人，維洛格羅斯將奉上血腥的報應。"
"FrontPage_Debut_Underlord_Cell_Desc"	"深淵侵略者自黑暗的大地裂縫中升起，極欲拓展疆土。孽主現身，挾帶新的戰果總結與隊友數據加入戰場。"
"FrontPage_New_Update"	"新的更新"
"FrontPage_Update_Dark_Rift"	"黑暗裂縫更新"
"DOTA_NowAvailable"	"現已推出"
"dota_page_match_details_legend_tower_damage"	"建築物"
"DOTA_SplashAd_WarhammerTreasure_Title"	"戰錘：舊世遺傳的寶藏"
"DOTA_SplashAd_WarhammerTreasure_Message"	"包含十三款來自 Dota 2 工作坊的《戰錘》主題造型套裝。"
"dota_page_match_details_legend_permanent_buffs"	"增幅"
"dota_post_game_stats_kills"	"擊殺："
"dota_post_game_stats_xpm"	"每分鐘經驗："
"dota_post_game_stats_gpm"	"每分鐘金錢："
"dota_post_game_stats_deaths"	"死亡："
"dota_post_game_stats_assists"	"助攻："
"dota_post_game_bot"	"電腦"
"dota_post_game_stats_bot_difficulty_passive"	"電腦玩家難度：消極"
"dota_post_game_stats_bot_difficulty_easy"	"電腦玩家難度：簡單"
"dota_post_game_stats_bot_difficulty_medium"	"電腦玩家難度：中等"
"dota_post_game_stats_bot_difficulty_hard"	"電腦玩家難度：困難"
"dota_post_game_stats_bot_difficulty_unfair"	"電腦玩家難度：變態"
"DOTA_RecentGame_Replay"	"重播"
"DOTA_Tutorial_Mechanics"	"遊戲機制"
"DOTA_Tutorial_Strength_Desc"	"您將在本教學中扮演近戰力量角「龍騎士」。力量英雄通常具有優於它類英雄的生命值和生命恢復速度，故也更經得起各式打擊。力量英雄將隨著力量屬性增長而提升等量的普攻傷害。"
"DOTA_HeroSelector_ClearFilters_Button"	"清除"
"DOTA_Lobby_Settings_Bots_Dire"	"魔魘電腦玩家"
"DOTA_Lobby_Settings_Bots_Default"	"預設"
"DOTA_Bracket_Finals"	"決賽"
"dota_settings_name_over_healthbar"	"生命值上顯示名字"
"dota_settings_showheronames"	"英雄名稱"
"dota_settings_dontshownames"	"無"
"dota_settings_minimapsimplebackground"	"使用簡易小地圖背景"
"dota_settings_grassquality"	"草地物理"
"dota_settings_tree_wind"	"樹木物理"
"DOTA_HeroComplexity"	"複雜"
"dota_weekend_tourney_hub_fall_2016"	"2016 秋季"
"DOTA_ItemRemoveGifter_Attributes"	"永久移除此物品上的禮物訊息？"
"DOTA_Treasure_InfusersOwned"	"擁有的升級工具："
"DOTA_Workshop_Animation_Spawn2"	"重生 2"
"DOTA_EventName_FallMajor2016"	"2016 秋季戰鬥通行證"
"DOTA_Home_Fall_BattlePass_NotOwned"	"2016 秋季戰鬥通行證已推出"
"DOTA_Home_Fall_BattlePass_NeedsActivate"	"您擁有 2016 秋季戰鬥通行證"
"DOTA_CacheTreasure_MissingCompendium_Fall2016"	"只有擁有 2016 秋季戰鬥通行證的玩家才能購買這些寶藏。"
"FrontPage_Fall_2016_BattlePass_Desc"	"2016 秋季戰鬥通行證包含數種任務、寶藏與獎賞，2016 年秋季您的 Dota 最佳良伴。"
"DOTA_Compendium_SecondaryTabHeader_Bracket"	"賽程表"
"DOTA_Compendium_SecondaryTabHeader_FallComingSoon"	"波士頓特級錦標賽"
"DOTA_SeasonPass_Fall_Treasure1"	"2016 秋季寶藏 I"
"DOTA_SeasonPass_Fall_Treasure2"	"2016 秋季寶藏 II"
"DOTA_SeasonPass_Fall_Treasure3"	"2016 秋季寶藏 III"
"DOTA_SeasonPass_Fall_Treasure4"	"2016 秋季寶藏 IV"
"DOTA_FallMajor2016_Achievement_Complete_1_Questline_Name"	"貫徹始終"
"DOTA_FallMajor2016_Achievement_Complete_1_Questline_Description"	"完成任何一條主要任務路線的最後一項任務"
"DOTA_FallMajor2016_Achievement_Complete_All_Questlines_Name"	"三重威脅"
"DOTA_FallMajor2016_Achievement_Complete_All_Questlines_Description"	"完成全部三條主要任務路線的最後一項任務"
"DOTA_FallMajor2016_Achievement_Complete_All_Quests_Name"	"缺一不可"
"DOTA_FallMajor2016_Achievement_Complete_All_Quests_Description"	"在三條主任務路線的所有 45 項任務中都達成 1 星階"
"DOTA_FallMajor2016_Achievement_Complete_All_Quests_3_Star_Name"	"失星瘋"
"DOTA_FallMajor2016_Achievement_Complete_All_Quests_3_Star_Description"	"在三條主任務路線的所有 45 項任務中都達成 3 星階"
"DOTA_FallMajor2016_Achievement_Win_A_Wager_Name"	"寶刀未老"
"DOTA_FallMajor2016_Achievement_Win_A_Wager_Description"	"贏得一次押注"
"DOTA_FallMajor2016_Achievement_Win_6000xp_Wagering_Name"	"手氣正旺"
"DOTA_FallMajor2016_Achievement_Win_10000xp_Wagering_Name"	"不押沒有把握的注"
"DOTA_FallMajor2016_Achievement_Tip_A_Player_Name"	"值得讚賞"
"DOTA_FallMajor2016_Achievement_Tip_A_Player_Description"	"在賽末打賞一名玩家"
"DOTA_FallMajor2016_Achievement_Tip_10_Players_Name"	"全面良責"
"DOTA_FallMajor2016_Achievement_Tip_10_Players_Description"	"累積打賞 50 位玩家"
"DOTA_FallMajor2016_Achievement_Complete_4_Weekly_Missions_Name"	"整裝待發"
