"dota"
{
"DOTA_Accept"	"Godta"
"DOTA_TournamentBracket_GSL1"	"GSL – Første kamp"
"DOTA_TournamentBracket_GSL2"	"GSL – Andre kamp"
"DOTA_TournamentBracket_LosersMatchNew"	"Taperkamp"
"DOTA_HUD_NetGraph_Left_1"	"FPS / Ping"
"DOTA_HUD_NetGraph_Right_1"	"{d:fps} / {d:ping}"
"DOTA_HUD_NetGraph_Right_2"	"{d:loss} / {d:kbps}"
"DOTA_SplashAd_TI6_Immortals_2_Available"	"Tilgjengelig nå"
"DOTA_SplashAd_TI6_Immortals_3_Available"	"Tilgjengelig nå"
"DOTA_TournamentBracket_GroupNumber"	"Gruppe {i:group_num}"
"DOTA_NowAvailable"	"Tilgjengelig nå"
"DOTA_Treasure_ViewTreasure"	"Vis skatt"
"DOTA_TrueSight_AvailableNow"	"Tilgjengelig nå"
"DOTA_HeroLoadout_AvailableItems"	"Tilgjengelig"
"DOTA_ChatCommand_GameLobby_Name"	"Lobby"
"DOTA_EconItemSearchPrefix_Slot"	"plass"
"FrontPage_Elemental_Fury_Music_Pack_Description"	"Komponert av samfunnsartisten Daniel Sadowski"
"DOTA_BattlePassRewards_Level225"	"Nivå 225"
"DOTA_PurchaseError_Ok"	"OK"
"DOTA_Siltbreaker_OpenTreasure"	"Vis skatt"
"DOTA_Workshop_Jakiro_Left_Head"	"Venstre hode"
"DOTA_Workshop_Jakiro_Right_Head"	"Høyre hode"
"DOTA_Workshop_Jakiro_Wings"	"Vinger"
"DOTA_Play_Turbo"	"Spill Dota Turbo"
"DOTA_Popup_RankCalibration_Congrats"	"Gratulerer!"
"DOTA_PatchNotes_ReleaseDate"	"Utgitt {t:s:patch_date}"
"DOTA_PlusWelcome_Finished_Title"	"Gratulerer"
"DOTA_TI8_Ticket_Location"	"Rogers Arena – Vancouver, Canada"
"DOTA_TI8_Ticket_Dates"	"20.08.2018 – 25.08.2018"
"DOTA_TI8_Ticket_Waves_Tooltip"	"Billetter til International tilbys i to bølger:<br>• Første bølge starter kl. 18.00 fredag 23. mars.<br>• Andre bølge starter kl. 6.00 lørdag 24. mars."
"DOTA_TI8_Ticket_Wave1"	"Første bølge"
"DOTA_TI8_Ticket_Wave2"	"Andre bølge"
"DOTA_TI8_Ticket_SalesStart"	"Billettsalget starter om"
"DOTA_TI8_Ticket_CallToAction"	"Gjør klar kontoen din på TicketMaster.ca"
"DOTA_TI8_Ticket_CallToAction2"	"Kjøp billetter på Ticketmaster.ca"
"DOTA_PurchaseItemWithEventPoints_Info"	"Kjøpte gjenstander kan ikke byttes eller selges."
"DowntimeFrontpageHeader"	"SPILLTJENESTER FRAKOBLET"
"DowntimeFrontpageSubheader"	"Nedetiden forventes å vare rundt 4–5 timer."
"DOTA_StoreItem_AlreadyOwned"	"Du eier allerede denne gjenstanden."
"DOTA_713_Update"	"Spilloppdatering 7.13"
"DOTA_714_Update"	"Spilloppdatering 7.14"
"DOTA_715_Update"	"Spilloppdatering 7.15"
"DOTA_716_Update"	"Spilloppdatering 7.16"
"DOTA_Chat_PublicChannelHeader"	"Telefonnummer ikke registrert"
"DOTA_Chat_PublicChannelRegister"	"Registrer telefon"
"DOTA_Chat_PublicChannelCancel"	"Avbryt"
"dota_page_match_details_return_to_details"	"Returner til kampdetaljer"
"DOTA_SeasonPass_International2018_Rewards_Expire_Date"	"26. august 2018"
"DOTA_OwnedItemDetails_ItemName"	"{g:dota_filtered_string:item_name}"
"DOTA_GameMode_10"	"Opplæring"
"DOTA_GameMode_15"	"Tilpasset spillmodus"
"DOTA_TI8_FrontPage_Underhollow_Header_Available"	"Tilgjengelig nå"
"dota_play_lobbies_section"	"Tilpassede lobbyer"
"dota_play_create_lobby"	"Opprett"
"dota_play_browse_lobbies"	"Bla gjennom"
"FrontPage_BattlePassBundle_Savings_75"	"75% avslag"
"DOTA_SplashAd_TI8_Weekend_Savings"	"Spar 75%"
}
