"dota"
{
"DOTA_Accept"	"Αποδοχή"
"DOTA_SplashAd_PurchaseCache"	"ΑΓΟΡΑ Collector's Cache"
"DOTA_Short_Film_VotePrompt"	"Απολαύσατε αυτή την ταινία μικρού μήκους;"
"DOTA_Short_Film_Vote_PrevLabel"	"Προηγ βίντεο"
"DOTA_Short_Film_Vote_NextLabel"	"Επόμενο βίντεο"
"DOTA_Short_Film_Vote_YesLabel"	"Ναι, μου αρέσει!"
"DOTA_Short_Film_Vote_NoLabel"	"Όχι, δεν μου αρέσει."
"DOTA_Short_Film_Vote_SkipLabel"	"Παράλειψη βίντεο. Δεν μου λέει κάτι."
"DOTA_Home_BattlePass_ShortFilmContest"	"Διαγωνισμός ταινίων μικρού μήκους"
"dota_page_match_details_team_view"	"ΠΙΣΩ ΣΕ ΟΜΑΔΙΚΗ ΠΡΟΒΟΛΗ"
"dota_page_post_game_stat_player_level"	"ΕΠΙΠΕΔΟ {i:level} "
"dota_post_game_radiant_victory"	"ΟΙ RADIANT ΝΙΚΗΣΑΝ"
"dota_post_game_dire_victory"	"ΟΙ DIRE ΝΙΚΗΣΑΝ"
"dota_post_game_radiant_team_name_victory"	"ΟΙ {s:radiant_team_name} ΝΙΚΗΣΑΝ"
"dota_post_game_radiant_team_name"	"{s:radiant_team_name}"
"dota_post_game_dire_team_name_victory"	"ΟΙ {s:dire_team_name} ΝΙΚΗΣΑΝ"
"dota_post_game_dire_team_name"	"{s:dire_team_name}"
"DOTA_Treasure_AutographDetails"	"Αντικείμενα που λήφθηκαν από έναν υπογεγραμμένο θησαυρό συμπεριλαμβάνουν σφραγίδα αυτόγραφου. Ένα ποσοστό από τις εισπράξεις από έναν υπογεγραμμένο θησαυρό πάει απευθείας στο πρόσωπο που το υπέγραψε."
"FrontPage_VideoStream_PrevDayWatchInBrowser"	"ΠΑΡΑΚΟΛΟΥΘΗΣΤΕ ΝΩΡΙΤΕΡΑ ΠΑΙΧΝΙΔΙΑ ΣΤΟΝ ΠΕΡΙΗΓΗΤΗ"
"DOTA_SplashAd_TI6_LuckvaseAndCarafe_Autographs_Title"	"Οι υπογεγραμμένοι θησαυροί είναι τώρα διαθέσιμοι"
"DOTA_SplashAd_TI6_LuckvaseAndCarafe_Autographs_Message"	"Υποστηρίξτε το αγαπημένο σας <a href=\"event:UIPopupButtonClicked( DOTAShowCompManila2016CastersPage() )\">ταλέντο μεταδότη από το The International 2016</a>!"
"DOTA_SplashAd_TI6_LuckvaseAndCarafe_LocklessLuckvase"	"Lockless Luckvase"
"DOTA_SplashAd_TI6_LuckvaseAndCarafe_TroveCarafe"	"Trove Carafe"
"DOTA_AutographedTreasures_Title"	"Υπογεγραμμένοι θησαυροί"
"DOTA_AutographedTreasures_SubHead"	"ΥΠΟΣΤΗΡΙΞΤΕ ΤΙΣ ΑΓΑΠΗΜΕΝΕΣ ΣΑΣ ΠΡΟΣΩΠΙΚΟΤΗΤΕΣ ΤΟΥ DOTA"
"DOTA_AutographedTreasures_Description"	"Επιλέξτε μια προσωπικότητα όταν αγοράζετε έναν υπογεγραμμένο θησαυρό. Το αντικείμενο που θα λάβετε θα φέρει πάνω του το αυτόγραφο της προσωπικότητας και ένα μέρος των εσόδων θα πηγαίνει σε αυτούς."
"DOTA_Custom_Game_Author_ShortFilm"	"από {g:dota_persona:shortfilm_author}"
"DOTA_SpringMajor2016_Achievement_Open_1_Trove_Carafe_Name"	"Αρχάριος Θησαυρών Carafe"
"DOTA_SpringMajor2016_Achievement_Open_1_Trove_Carafe_Description"	"Ανοίξτε 1 Trove Carafe"
"DOTA_SpringMajor2016_Achievement_Open_5_Trove_Carafe_Name"	"Τελειομανής Carafe"
"DOTA_SpringMajor2016_Achievement_Open_5_Trove_Carafe_Description"	"Ανοίξτε 5 Trove Carafe"
"DOTA_SpringMajor2016_Achievement_Open_1_Lockless_Luckvase_Name"	"Αρχάριος Θησαυρών Luckvase"
"DOTA_SpringMajor2016_Achievement_Open_1_Lockless_Luckvase_Description"	"Ανοίξτε 1 Lockless Luckvase"
"DOTA_SpringMajor2016_Achievement_Open_4_Lockless_Luckvase_Name"	"Τελειομανής Luckvase"
"DOTA_SpringMajor2016_Achievement_Open_4_Lockless_Luckvase_Description"	"Ανοίξτε 4 Lockless Luckvase"
"DOTA_SpringMajor2016_Achievement_Open_5_Lockless_Luckvase_Name"	"Τελειομανής Luckvase"
"DOTA_SpringMajor2016_Achievement_Open_5_Lockless_Luckvase_Description"	"Ανοίξτε 5 Lockless Luckvase"
"DOTA_ChangeLog_Ti6BracketPredictionsAvail"	"Οι προβλέψεις ομίλων ξεκίνησαν"
"DOTA_BattlePassLevelPurchaseUnavailable_Title"	"ΤΟ ΠΑΣΟ ΜΑΧΗΣ ΕΛΗΞΕ"
"DOTA_BattlePassLevelPurchaseUnavailable_Message"	"Δεν είναι πλέον διαθέσιμη η αγορά επιπέδων για αυτό το πάσο μάχης."
"DOTA_VR_DemoTitle"	"{s:demo_name} Demo"
"DOTA_VR_DemoGameInfo"	"Ημιτελικός ομίλου νικητών - Παιχνίδι 1"
"DOTA_BattlePassLog_FantasyChallengeWinnings"	"Νικητές εικονικού πρωταθλήματος: Το καλύτερο {i:percentile} τις εκατό"
"DOTA_FantasyScorePercentile"	"Εκατοστημόριο"
"DOTA_ChangeLog_MiniGameplayPatch"	"ΜΙΚΡΗ ΕΝΗΜΕΡΩΣΗ ΠΑΙΧΝΙΔΙΟΥ"
"dota_page_match_details_not_found"	"Δεν βρέθηκαν δεδομένα αγώνα"
"DOTA_ChangeLog_PostGame"	"Νέα περίληψη τέλους παιχνιδιού"
"dota_page_post_game_support_items"	"ΑΝΤΙΚΕΙΜΕΝΑ ΥΠΟΣΤΗΡΙΞΗΣ"
"DOTA_Vote"	"Ψηφίστε"
"npc_dota_hero_abyssal_underlord_hype"	"Καλέστε κύματα χαώδους φωτιάς να κατακάψουν τους εχθρούς που μένουν παράλυτοι στη μοχθηρή λαβή σας. Δυναμώστε μέσα στη σφαγή της μάχης, αποκτώντας περισσότερη δύναμη καθώς οι εχθροί χάνονται γύρω σας, με τις επιθέσεις τους να αποδυναμώνονται απλά και μόνο με την παρουσία σας. Προκαλέστε μια ρωγμή στην πραγματικότητα και τηλεμεταφέρετε εσάς και τους συμμάχους σας στο χάρτη, φέρνοντας μαζί σας αιματηρή τιμωρία για όσους αψηφούν τη θέληση του Vrogros the Underlord."
"DOTA_BattlePassLog_BracketPrediction"	"Προβλέψεις ομίλων: {i:correct_answers} σωστές απαντήσεις"
"DOTA_ChangeLog_UnderlordReleased"	"Νέος ήρωας: Underlord"
"DOTA_ChangeLog_TeammateStats"	"Πλέον διαθέσιμα στατιστικά συμπαικτών"
"DOTA_Workshop_Attachment_Head_Particle_Autofill_Desc"	"Αυτό το προσάρτημα καθορίζει τη θέση για τα προεπιλεγμένα περιβάλλοντα σωματίδια κεφαλιού. Η θέση για το προσάρτημα κεφαλής έχει ήδη συμπληρωθεί. Θα έχετε την επιλογή να επανατοποθετήσετε αυτό το προσάρτημα μετά τη σύνταξη του μοντέλου."
"FrontPage_Debut_Underlord_Desc"	"Καλέστε κύματα χαώδους φωτιάς να κατακάψουν τους εχθρούς που μένουν παράλυτοι στη μοχθηρή λαβή σας. Δυναμώστε μέσα στη σφαγή της μάχης, αποκτώντας περισσότερη δύναμη καθώς οι εχθροί χάνονται γύρω σας, με τις επιθέσεις τους να αποδυναμώνονται απλά και μόνο με την παρουσία σας. Προκαλέστε μια ρωγμή στην πραγματικότητα και τηλεμεταφέρετε εσάς και τους συμμάχους σας στο χάρτη, φέρνοντας μαζί σας αιματηρή τιμωρία για όσους αψηφούν τη θέληση του Vrogros the Underlord."
"FrontPage_Debut_Underlord_Cell_Desc"	"Ο αβυσσαλέος επιδρομέας περνά μέσα από το σκοτεινό ρήγμα του, ανυπόμονος να κατακτήσει νέες περιοχές. Καταφθάνει ο Underlord, φέρνοντας μαζί του μια νέα περίληψη τέλους παιχνιδιού και την καρτέλα στατιστικών συμμάχων."
"FrontPage_New_Update"	"ΝΕΑ ΕΝΗΜΕΡΩΣΗ"
"FrontPage_Update_Dark_Rift"	"ΕΝΗΜΕΡΩΣΗ Dark Rift"
"DOTA_NowAvailable"	"Τώρα διαθέσιμο"
"seasonal_ranked_transfer_party"	"Μεταφορά σε MMR παρέας"
"seasonal_ranked_transfer_solo"	"Μεταφορά σε ατομικό MMR"
"seasonal_ranked_transfer_already"	"Μεταφέρθηκε ήδη."
"seasonal_ranked_transfer_not_enough_games"	"Αδύνατη η μεταφορά. Παίξατε λιγότερα από 40 παιχνίδια."
"seasonal_ranked_transfer_confirmation_title"	"ΜΕΤΑΦΟΡΑ International MMR"
"seasonal_ranked_transfer_confirmation_solo"	"Θέλετε σίγουρα να αντικαταστήσετε το ατομικό MMR σας με το ατομικό International MMR σας από αυτή τη σεζόν; Μόλις γίνει αυτή η ενέργεια δεν μπορεί να αναιρεθεί."
"seasonal_ranked_transfer_confirmation_party"	"Θέλετε σίγουρα να αντικαταστήσετε το MMR παρέας σας με το International MMR παρέας σας από αυτή τη σεζόν; Μόλις γίνει αυτή η ενέργεια δεν μπορεί να αναιρεθεί."
"seasonal_ranked_transfer_confirmation_success"	"Το International MMR μεταφέρθηκε επιτυχώς στο MMR κατάταξής σας."
"seasonal_ranked_transfer_confirmation_failure"	"Παρουσιάστηκε σφάλμα κατά τη μεταφορά του International MMR."
"dota_page_match_details_legend_tower_damage"	"ΚΤΗ"
"dota_page_match_details_legend_tower_damage_tooltip"	"Ζημιά προς τους πύργους και τους στρατώνες"
"DOTA_TI6_BattlePass_Ended"	"Το πάσο μάχης του International 2016 έληξε"
"DOTA_SplashAd_WarhammerTreasure_Title"	"Warhammer: Treasure of the Old World"
"DOTA_SplashAd_WarhammerTreasure_Message"	"Περιέχει δεκατρία σετ αντικειμένων σχετικά με το Warhammer από το Εργαστήρι Dota 2."
"DOTA_PlayerContextMenu_IgnoreSpam"	"Αγνόηση χρήστη και αναφορά ως ενοχλητικού"
"dota_page_match_details_legend_permanent_buffs"	"ΕΠΑΥΞΗΣΕΙΣ"
"dota_page_post_game_vs_previous_local"	"ΜΕΣΟΣ ΟΡΟΣ ΣΑΣ ΓΙΑ ΑΥΤΟΝ ΤΟΝ ΗΡΩΑ"
"dota_post_game_stats_kills"	"Σκοτωμοί:"
"dota_post_game_stats_xpm"	"Ε/Λ:"
"dota_post_game_stats_gpm"	"Χ/Λ:"
"dota_post_game_stats_deaths"	"Θάνατοι:"
"dota_post_game_stats_assists"	"Βοήθειες:"
"dota_post_game_bot"	"Bot"
"dota_post_game_stats_bot_difficulty_passive"	"Δυσκολία Bot: Ελάχιστη"
"dota_post_game_stats_bot_difficulty_easy"	"Δυσκολία Bot: Χαμηλή"
"dota_post_game_stats_bot_difficulty_medium"	"Δυσκολία Bot: Μεσαία"
"dota_post_game_stats_bot_difficulty_hard"	"Δυσκολία Bot: Υψηλή"
"dota_post_game_stats_bot_difficulty_unfair"	"Δυσκολία Bot: Μέγιστη"
"DOTA_RecentGame_Replay"	"ΕΠΑΝΑΛΗΨΗ"
"DOTA_Tutorial_Multiplayer_Match"	"ΚΑΝΟΝΙΚΟΣ ΑΓΩΝΑΣ"
"DOTA_Tutorial_Co-op_Match"	"ΣΥΝΕΡΓΑΤΙΚΟΣ ΑΓΩΝΑΣ"
"DOTA_Tutorial_Mechanics"	"ΜΗΧΑΝΙΣΜΟΙ"
"DOTA_Tutorial_Mechanics_Desc"	"Μάθετε τα βασικά του Dota, τον έλεγχο του ήρωά σας, τη χρήση του μαγαζιού αντικειμένων και άλλα. Μετά από αυτό τον μικρό οδηγό θα έχετε μια γενική ιδέα για τα βασικά του παιχνιδιού."
"DOTA_Tutorial_Strength_Desc"	"Σε αυτό το παιχνίδι θα παίξετε ως Dragon Knight, έναν ήρωα δύναμης που επιτίθεται από κοντά. Οι ήρωες δύναμης έχουν περισσότερη ζωή και αναγέννηση ζωής από ήρωες από άλλες κλάσεις, που τους καθιστούν πιο ανθεκτικούς σε φυσικές επιθέσεις και ικανότητες. Αυτοί οι ήρωες λαμβάνουν πρόσθετη ζημιά επίθεσης για κάθε επιπλέον πόντο στη Δύναμη."
"DOTA_Tutorial_Agility_Desc"	"Σε αυτό το παιχνίδι θα παίξετε ως Sniper, έναν ήρωα σβελτάδας που επιτίθεται από μακριά. Οι ήρωες σβελτάδας τείνουν να έχουν περισσότερη άμυνα και ταχύτητα επίθεσης από ήρωες από άλλα κύρια χαρακτηριστικά, που τους καθιστούν τέλειους κομιστές για αντικείμενα με ισχυρής επίθεσης. Αυτοί οι ήρωες λαμβάνουν πρόσθετη ζημιά επίθεσης για κάθε επιπλέον πόντο στη Σβελτάδα."
"DOTA_Tutorial_Intelligence_Desc"	"Σε αυτό το παιχνίδι θα παίξετε ως Shadow Shaman, έναν ήρωα ευφυΐας που επιτίθεται από μακριά. Οι ήρωες ευφυΐας τείνουν να έχουν περισσότερη ενέργεια και ανανέωση ενέργειας από ήρωες από άλλα κύρια χαρακτηριστικά, που τους καθιστούν ιδανικούς για ρόλους ειδικευμένους σε χρήση ικανοτήτων. Αυτοί οι ήρωες λαμβάνουν πρόσθετη ζημιά επίθεσης για κάθε επιπλέον πόντο στην Ευφυΐα."
"DOTA_Tutorial_HoverText"	"Κατάδειξη εικονιδίου για περιγραφή"
"DOTA_Tutorial_TopicsCovered"	"Θέματα που καλύφθηκαν"
"DOTA_Tutorial_Mechanics_Bullets"	"- Αγορά αντικειμένων από το μαγαζί<br />- Κίνηση και έλεγχος κάμερας<br />- Βασική μάχη<br />- Αύξηση επιπέδου ικανοτήτων<br />- Χρήση ικανοτήτων"
"DOTA_Tutorial_Co-op_Desc"	"Τώρα που ξέρετε τα βασικά μερικών ηρώων, είναι ώρα για ένα παιχνίδι με πραγματικούς συμπαίκτες που μάχονται για να καταστρέψουν το Αρχαίο της εχθρικής ομάδας bot. Συνεργαστείτε και επικοινωνήστε για να διαλύσετε τα bot και το Αρχαίο τους."
"DOTA_Tutorial_Multiplayer_Desc"	"Ήρθε η ώρα. Είστε έτοιμοι. Πατήστε το κουμπί για να παίξετε ένα κανονικό παιχνίδι και ενωθείτε με τους νέους συμπαίκτες για για να αντιμετωπίσετε άλλους πέντε παίκτες. Θυμηθείτε: όλοι οι άλλοι είναι επίσης νέοι σε αυτό. Οπότε απλά χαλαρώστε. Τα πάτε μια χαρά."
"DOTA_StartSoloBotMatchTutorial"	"ΕΝΑΡΞΗ ΠΑΙΧΝΙΔΙΟΥ Bot"
"DOTA_StartCoopBotMatchTutorial"	"ΕΝΑΡΞΗ ΠΑΙΧΝΙΔΙΟΥ BOT"
"DOTA_StartMultiplayerMatchTutorial"	"Εκκίνηση αγώνα πολλαπλών παικτών"
"DOTA_StartMechanicsTutorial"	"ΕΝΑΡΞΗ ΟΔΗΓΟΥ ΜΗΧΑΝΙΣΜΩΝ"
"DOTA_ChatMessage_Emote"	"<span class=\"{s:target_class} {s:sender_class} {s:visitor_class}\"><span class=\"ChatTarget\">[{s:target}]</span> <span class=\"ChatPersona\">{s:event_crest}{s:battle_cup_icon}{s:persona}</span> {g:dota_filtered_string:message}</span>"
"DOTA_ChatMessage_Emote_NoTarget"	"<span class=\"{s:target_class} {s:sender_class} {s:visitor_class}\"><span class=\"ChatPersona\">{s:event_crest}{s:battle_cup_icon}{s:persona}</span> {g:dota_filtered_string:message}</span>"
"DOTA_Chat_SuggestHero"	"προτείνει την επιλογή του <a class=\"SuggestedHero\" href=\"event:DOTASuggestedHeroActivated( {d:hero_id} )\">[{g:dota_hero_name:hero_id}]</a>."
"DOTA_Chat_SuggestHeroRole"	"προτείνει την επιλογή <a class=\"SuggestedHeroRole\" href=\"event:DOTASuggestedHeroRoleActivated( {s:hero_role} )\">[{s:localized_hero_role}]</a> ήρωα."
"DOTA_HeroSelector_ClearFilters_Button"	"Εκκαθάριση"
"DOTA_Lobby_Settings_Bot_Settings"	"ΡΥΘΜΙΣΕΙΣ BOT"
"DOTA_Lobby_Settings_Bots_Radiant"	"BOT RADIANT"
"DOTA_Lobby_Settings_Bots_Radiant_Difficulty"	"ΔΥΣΚΟΛΙΑ RADIANT"
"DOTA_Lobby_Settings_Bots_Dire"	"BOT DIRE"
"DOTA_Lobby_Settings_Bots_Dire_Difficulty"	"ΔΥΣΚΟΛΙΑ DIRE"
"DOTA_Lobby_Settings_Bots_Default"	"Προεπιλογή"
"DOTA_Bracket_Round1"	"Πρώτος γύρος"
"DOTA_Bracket_Round2"	"Προημιτελικοί"
"DOTA_Bracket_Round3"	"Ημιτελικοί"
"DOTA_Bracket_Finals"	"Τελικοί"
"DOTA_WatchTournament_BattlePassSummary"	"Περίληψη πάσου μάχης"
"dota_settings_name_over_healthbar"	"Ονόματα πάνω από την μπάρα ζωής"
"dota_settings_showheronames"	"Ονόματα ηρώων"
"dota_settings_dontshownames"	"Κανένα"
"dota_settings_minimapsimplebackground"	"Χρήση απλού φόντου χάρτη"
"dota_settings_parallax_mapping"	"Παράλλαξη εδάφους"
"dota_settings_grassquality"	"Γρασίδι"
"dota_settings_tree_wind"	"Αέρας στα δέντρα"
"DOTA_HeroComplexity"	"ΠΟΛΥΠΛΟΚΟΤΗΤΑ"
"DOTA_HeroComplexity_Description_1"	"Οι μηχανισμοί των ικανοτήτων του ήρωα είναι απλοί στην εκτέλεση."
"DOTA_HeroComplexity_Description_2"	"Οι μηχανισμοί των ικανοτήτων του ήρωα απαιτούν ένα μέτριο βαθμό ικανότητας, συντονισμού και συγχρονισμού στην εκτέλεση."
"DOTA_HeroComplexity_Description_3"	"Οι μηχανισμοί των ικανοτήτων του ήρωα απαιτούν έναν υψηλό βαθμό ικανότητας, συντονισμού και συγχρονισμού στην εκτέλεση."
"dota_weekend_tourney_hub_fall_2016"	"ΦΘΙΝΟΠΩΡΟ 2016"
"DOTA_ItemRemoveGifter_Attributes_Title"	"Επιβεβαίωση αφαίρεσης πληροφοριών δώρου"
"DOTA_ItemRemoveGifter_Attributes"	"Να αφαιρεθούν μόνιμα οι πληροφορίες δώρου από αυτό το αντικείμενο;"
"DOTA_ItemChangeGifter_Attributes_Processing_Title"	"Αφαίρεση πληροφοριών δώρου"
"DOTA_ItemChangeGifter_Attributes_Processing_Text"	"Περιμένετε όσο ενημερώνονται οι λεπτομέρειες του αντικειμένου."
"DOTA_ItemRemoveGifter_Attributes_Succeeded"	"Η αφαίρεση πληροφοριών δώρου από το αντικείμενο ήταν επιτυχής."
"DOTA_ChangeLog_LearnItems"	"Σελίδα αγοράς αντικειμένων"
"DOTA_ChangeLog_BattleCupPartyBuilder"	"Εύρεση παρέας Battle Cup"
"DOTA_Treasure_InfuserPurchase"	"Αγορά Infuser"
"DOTA_Treasure_InfusersOwned"	"Infuser σε κατοχή:"
"DOTA_Workshop_Animation_Spawn2"	"Αναβίωση 2"
"DOTA_EventName_FallMajor2016"	"Πάσο μάχης φθινοπώρου 2016"
"DOTA_Home_Fall_BattlePass_NotOwned"	"Το πάσο μάχης φθινοπώρου 2016 είναι εδώ"
"DOTA_Home_Fall_BattlePass_NeedsActivate"	"Κατέχετε το πάσο μάχης φθινοπώρου 2016"
"DOTA_CacheTreasure_MissingCompendium_Fall2016"	"Θα πρέπει να κατέχετε πάσο μάχης φθινοπώρου 2016 για να αγοράσετε αυτούς τους θησαυρούς."
"FrontPage_Fall_2016_BattlePass_Desc"	"Γεμάτο με αποστολές, θησαυρούς και ανταμοιβές, το πάσο μάχης φθινοπώρου 2016 είναι ο σύντροφός σας για τη φθινοπωρινή σεζόν Dota 2016."
"FrontPage_Fall_2016_New_Fall"	"ΝΕΟ ΤΟ ΦΘΙΝΟΠΩΡΟ"
"DOTA_Compendium_SecondaryTabHeader_Bracket"	"ΟΜΙΛΟΣ"
"DOTA_Compendium_SecondaryTabHeader_FallComingSoon"	"The Boston Major"
"DOTA_SeasonPass_Fall_Treasure1"	"Φθινοπωρινός Θησαυρός I 2016"
"DOTA_SeasonPass_Fall_Treasure2"	"Φθινοπωρινός Θησαυρός II 2016"
"DOTA_SeasonPass_Fall_Treasure3"	"Φθινοπωρινός Θησαυρός III 2016"
"DOTA_SeasonPass_Fall_Treasure4"	"Φθινοπωρινός Θησαυρός IV 2016"
"DOTA_Wheel_FallTreasure"	"Φθινοπωρινός Θησαυρός"
"DOTA_Fall2016_BattlePass_EndDate"	"ΤΟ ΠΑΣΟ ΜΑΧΗΣ ΤΟΥ ΦΘΙΝΟΠΩΡΙΝΟΥ Major 2016 ΛΗΓΕΙ ΤΗ ΔΕΥΤΕΡΑ 2 ΙΑΝΟΥΑΡΙΟΥ 2017"
"DOTA_FallMajor2016_Achievement_Complete_1_Questline_Name"	"ΠΙΣΤΟΣ ΣΤΟ ΜΟΝΟΠΑΤΙ"
"DOTA_FallMajor2016_Achievement_Complete_1_Questline_Description"	"Ολοκληρώστε την τελευταία αποστολή σε οποιοδήποτε μονοπάτι αποστολών"
"DOTA_FallMajor2016_Achievement_Complete_All_Questlines_Name"	"ΤΡΙΠΛΗ ΑΠΕΙΛΗ"
"DOTA_FallMajor2016_Achievement_Complete_All_Questlines_Description"	"Ολοκληρώστε την τελευταία αποστολή και στα τρία μονοπάτια αποστολών"
"DOTA_FallMajor2016_Achievement_Complete_All_Quests_Name"	"ΟΛΕΣ ΜΑ ΟΛΕΣ"
"DOTA_FallMajor2016_Achievement_Complete_All_Quests_Description"	"Ολοκληρώστε και τις 45 αποστολές στα τρία μονοπάτια αποστολών με τουλάχιστον 1 αστέρι"
"DOTA_FallMajor2016_Achievement_Complete_All_Quests_3_Star_Name"	"ΒΛΕΠΩ ΑΣΤΕΡΑΚΙΑ"
"DOTA_FallMajor2016_Achievement_Complete_All_Quests_3_Star_Description"	"Ολοκληρώστε και τις 45 αποστολές στα τρία μονοπάτια αποστολών με τουλάχιστον 3 αστέρια"
"DOTA_FallMajor2016_Achievement_Win_A_Wager_Name"	"ΑΚΟΜΑ ΤΟ 'ΧΩ"
"DOTA_FallMajor2016_Achievement_Win_A_Wager_Description"	"Κερδίστε ένα στοίχημα"
"DOTA_FallMajor2016_Achievement_Win_6000xp_Wagering_Name"	"ΚΑΥΤΟ ΧΕΡΙ"
"DOTA_FallMajor2016_Achievement_Win_6000xp_Wagering_Description"	"Κερδίστε 6000 πόντους μάχης στοιχηματίζοντας"
"DOTA_FallMajor2016_Achievement_Win_10000xp_Wagering_Name"	"ΥΠΟΛΟΓΙΣΜΕΝΟ ΑΠΟΤΕΛΕΣΜΑ"
"DOTA_FallMajor2016_Achievement_Win_10000xp_Wagering_Description"	"Κερδίστε 15000 πόντους μάχης στοιχηματίζοντας"
"DOTA_FallMajor2016_Achievement_Tip_A_Player_Name"	"ΠΝΕΥΜΑ ΦΙΛΑΝΘΡΩΠΙΑΣ"
"DOTA_FallMajor2016_Achievement_Tip_A_Player_Description"	"Φιλοδωρήστε έναν παίκτη στο τέλος ενός παιχνιδιού"
"DOTA_FallMajor2016_Achievement_Tip_10_Players_Name"	"ΑΓΑΘΟΕΡΓΙΕΣ"
"DOTA_FallMajor2016_Achievement_Tip_10_Players_Description"	"Φιλοδωρήστε συνολικά 50 παίκτες"
"DOTA_FallMajor2016_Achievement_Complete_4_Weekly_Missions_Name"	"ΣΕ ΕΤΟΙΜΟΤΗΤΑ"
"DOTA_FallMajor2016_Achievement_Complete_4_Weekly_Missions_Description"	"Ολοκληρώστε 4 εβδομαδιαίες προκλήσεις"
"DOTA_FallMajor2016_Achievement_Complete_8_Weekly_Missions_Name"	"ΣΙΓΑ ΤΗΝ ΑΓΓΑΡΕΙΑ"
"DOTA_FallMajor2016_Achievement_Complete_8_Weekly_Missions_Description"	"Ολοκληρώστε 12 εβδομαδιαίες προκλήσεις"
"DOTA_FallMajor2016_Achievement_Complete_12_Weekly_Missions_Name"	"ΚΑΝΩ Ο,ΤΙ ΜΠΟΡΩ"
"DOTA_FallMajor2016_Achievement_Complete_12_Weekly_Missions_Description"	"Ολοκληρώστε 20 εβδομαδιαίες προκλήσεις"
"DOTA_FallMajor2016_Achievement_Complete_10_Daily_Missions_Name"	"ΒΟΛΙΚΕΣ ΕΠΙΛΟΓΕΣ"
"DOTA_FallMajor2016_Achievement_Complete_10_Daily_Missions_Description"	"Ολοκληρώστε 10 ημερήσιες προκλήσεις ηρώων"
"DOTA_FallMajor2016_Achievement_Complete_25_Daily_Missions_Name"	"ΕΚΤΕΤΑΜΕΝΟ ΡΕΠΕΡΤΟΡΙΟ"
"DOTA_FallMajor2016_Achievement_Complete_25_Daily_Missions_Description"	"Ολοκληρώστε 40 ημερήσιες προκλήσεις ηρώων"
"DOTA_FallMajor2016_Achievement_Complete_50_Daily_Missions_Name"	"ΚΑΘΑΡΙΖΩ ΟΠΩΣ ΕΡΧΟΝΤΑΙ"
"DOTA_FallMajor2016_Achievement_Complete_50_Daily_Missions_Description"	"Ολοκληρώστε 75 ημερήσιες προκλήσεις ηρώων"
"DOTA_FallMajor2016_Achievement_Get_30_BattlePoints_Name"	"ΑΡΧΑΡΙΟΣ ΚΥΠΕΛΛΟΥ ΜΑΧΗΣ"
"DOTA_FallMajor2016_Achievement_Get_30_BattlePoints_Description"	"Κερδίστε 40 πόντους μάχης στο κύπελλο μάχης"
"DOTA_FallMajor2016_Achievement_Get_100_BattlePoints_Name"	"ΔΙΕΚΔΙΚΗΤΗΣ ΚΥΠΕΛΛΟΥ ΜΑΧΗΣ"
"DOTA_FallMajor2016_Achievement_Get_100_BattlePoints_Description"	"Αποκτήστε 100 πόντους μάχης στο κύπελλο μάχης"
"DOTA_FallMajor2016_Achievement_Get_250_BattlePoints_Name"	"ΚΑΤΑΞΙΩΜΕΝΟΣ ΚΥΠΕΛΛΟΥ ΜΑΧΗΣ"
"DOTA_FallMajor2016_Achievement_Get_250_BattlePoints_Description"	"Αποκτήστε 250 πόντους μάχης στο κύπελλο μάχης"
"DOTA_FallMajor2016_Achievement_Open_5_Treasure_I_Name"	"ΑΡΧΑΡΙΟΣ ΘΗΣΑΥΡΩΝ I"
"DOTA_FallMajor2016_Achievement_Open_5_Treasure_I_Description"	"Ανοίξτε 5 θησαυρούς I"
"DOTA_FallMajor2016_Achievement_Open_10_Treasure_I_Name"	"ΤΕΛΕΙΟΜΑΝΗΣ ΘΗΣΑΥΡΩΝ I"
"DOTA_FallMajor2016_Achievement_Open_10_Treasure_I_Description"	"Ανοίξτε 10 θησαυρούς I"
"DOTA_FallMajor2016_Achievement_Open_5_Treasure_II_Name"	"ΑΡΧΑΡΙΟΣ ΘΗΣΑΥΡΩΝ II"
"DOTA_FallMajor2016_Achievement_Open_5_Treasure_II_Description"	"Ανοίξτε 5 θησαυρούς II"
"DOTA_FallMajor2016_Achievement_Open_10_Treasure_II_Name"	"ΤΕΛΕΙΟΜΑΝΗΣ ΘΗΣΑΥΡΩΝ II"
"DOTA_FallMajor2016_Achievement_Open_10_Treasure_II_Description"	"Ανοίξτε 10 θησαυρούς II"
"DOTA_FallMajor2016_Achievement_Open_5_Treasure_III_Name"	"ΑΡΧΑΡΙΟΣ ΘΗΣΑΥΡΩΝ III"
"DOTA_FallMajor2016_Achievement_Open_5_Treasure_III_Description"	"Ανοίξτε 5 θησαυρούς III"
"DOTA_FallMajor2016_Achievement_Open_10_Treasure_III_Name"	"ΤΕΛΕΙΟΜΑΝΗΣ ΘΗΣΑΥΡΩΝ III"
"DOTA_FallMajor2016_Achievement_Open_10_Treasure_III_Description"	"Ανοίξτε 10 θησαυρούς III"
"DOTA_FallMajor2016_Achievement_Open_5_Treasure_IV_Name"	"ΑΡΧΑΡΙΟΣ ΘΗΣΑΥΡΩΝ IV"
