"dota"
{
"DOTA_Accept"	"Accepter"
"DOTA_Compendium_SecondaryTabHeader_ManilaPredictions"	"Manille >>"
"DOTA_Compendium_Predictions_Winning_Team"	"Qui sortira victorieux ?"
"DOTA_Compendium_Predictions_Final_Prize_Pool"	"Pronostic du prize pool final<br>Verrouillage dans {i:reset_days}J {i:reset_hours}H {i:reset_minutes}M"
"DOTA_Compendium_Predictions_Final_Prize_PoolLocked"	"Pronostic du prize pool final"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a1"	"Moins de 15 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a2"	"Entre 15 et 16 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a3"	"Entre 16 et 17 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a4"	"Entre 17 et 18 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a5"	"Entre 18 et 19 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a6"	"Entre 19 et 20 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a7"	"Entre 20 et 21 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a8"	"Entre 21 et 22 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a9"	"Entre 22 et 23 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a10"	"Entre 23 et 24 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a11"	"Entre 24 et 25 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a12"	"Entre 26 et 27 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a13"	"Entre 27 et 28 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a14"	"Entre 29 et 30 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a15"	"Entre 30 et 32 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a16"	"Entre 32 et 36 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a17"	"Entre 36 et 40 millions de dollars"
"DOTA_Compendium_Predictions_Final_Prize_Pool_a18"	"Plus de 40 millions de dollars"
"DOTA_SeasonPass_Friends_MMR_Leaderboard"	"Amis"
"DOTA_SeasonPass_Friends_MMR_Leaderboard_Name"	"Nom"
"DOTA_SeasonPass_Friends_MMR_Leaderboard_MMR"	"MMR saisonnier"
"DOTA_SeasonPass_Global_MMR_Leaderboard"	"Mondial"
"DOTA_SeasonPass_Global_MMR_Leaderboard_Name"	"Nom"
"DOTA_SeasonPass_Global_MMR_Leaderboard_MMR"	"MMR saisonnier"
"DOTA_SeasonPass_MMR_Leaderboard_Title"	"Classements du MMR saisonnier (International)"
"DOTA_SeasonPass_MMR_Leaderboard_Explanation"	" "
"DOTA_SeasonPass_Rewards_Very_Rare"	"Très rare"
"DOTA_SeasonPass_Seasonal_Reward_Subtitle"	"Les récompenses du passe de bataille sont activées automatiquement et durent jusqu'à son expiration"
"DOTA_Wheel_ImmortalTreasure"	"Immortel"
"DOTA_Wheel_Announcer"	"Annonceur"
"DOTA_TI6_BattlePass_EndDate"	"Le passe de bataille de The International 2016 expire le 31 août 2016"
"DOTA_TI6_BattlePass_Level1Rewards"	"Récompenses de niveau 1"
"DOTA_TI6_BattlePass_Level225Rewards"	"Débloque une nouvelle voie"
"DOTA_TI6_BattlePass_BattlePointLog"	"Historique des points"
"DOTA_TI6_BattlePass_Purchase"	"Acheter un passe de bataille"
"DOTA_TI6_BattlePass_PurchaseLevels"	"Acheter des niveaux"
"DOTA_TI6_BattlePass_Gift"	"Offrir un passe de bataille"
"DOTA_TI6_BattlePass_MyQuests"	"Mes quêtes"
"DOTA_TI6_BattlePass_CommunityChallenges"	"Défis communautaires"
"DOTA_TI6_BattlePass_Friends"	"Amis"
"DOTA_TI6_BattlePass_ArcanaVote"	"Vote Arcane"
"DOTA_TI6_BattlePass_ArcanaVoteNow"	"Voter"
"DOTA_TI6_BattlePass_ArcanaVoteStandings"	"Voir les résultats"
"DOTA_TI6_BattlePass_ArcanaVoteMostContested"	"Le plus contesté"
"DOTA_TI6_BattlePass_QuestUpsell"	"Vous devez avoir un passe de bataille pour sélectionner une quête"
"DOTA_TI6_BattlePass_QuestActivate"	"Activez votre passe de bataille pour participer aux quêtes"
"DOTA_TI6_BattlePass_ArcanaUpsell"	"Vous devez avoir un passe de bataille pour voter"
"DOTA_TI6_BattlePass_ArcanaActivate"	"Activez votre passe de bataille pour voter"
"DOTA_TI6_BattlePass_RepeatingRewards_Title"	"Encore plus de récompenses"
"DOTA_TI6_BattlePass_RepeatingRewards_Description"	"Les joueurs continuant à augmenter le niveau de leur passe de bataille recevront un trésor immortel tous les 10 niveaux."
"DOTA_SurpriseWheel_Title"	"Roue de la bénédiction de la bataille de Rylai"
"DOTA_SurpriseWheel_Instructions"	"Actionnez le levier pour faire tourner la roue"
"DOTA_SpringMajor2016_Achievement_Complete_1_Questline_Name"	"Je pars pour une quête !"
"DOTA_SpringMajor2016_Achievement_Complete_1_Questline_Description"	"Terminez la dernière quête de n'importe quelle voie principale"
"DOTA_SpringMajor2016_Achievement_Complete_All_Questlines_Name"	"Le package complet"
"DOTA_SpringMajor2016_Achievement_Complete_All_Questlines_Description"	"Terminez la dernière quête des trois voies principales"
"DOTA_SpringMajor2016_Achievement_Complete_All_Quests_Name"	"Remuer ciel et terre"
"DOTA_SpringMajor2016_Achievement_Complete_All_Quests_Description"	"Terminez les 45 quêtes des trois voies principales avec au moins une étoile"
"DOTA_SpringMajor2016_Achievement_Complete_All_Quests_2_Star_Name"	"Remuer ciel et terre 2"
"DOTA_SpringMajor2016_Achievement_Complete_All_Quests_2_Star_Description"	"Terminez les 45 quêtes des trois voies principales avec au moins deux étoiles"
"DOTA_SpringMajor2016_Achievement_Complete_All_Quests_3_Star_Name"	"Remuer ciel et terre 3"
"DOTA_SpringMajor2016_Achievement_Complete_All_Quests_3_Star_Description"	"Terminez les 45 quêtes des trois voies principales avec trois étoiles"
"DOTA_SpringMajor2016_Achievement_Win_A_Wager_Name"	"La chance cela se travaille"
"DOTA_SpringMajor2016_Achievement_Win_A_Wager_Description"	"Remportez un pari"
"DOTA_SpringMajor2016_Achievement_Win_6000xp_Wagering_Name"	"La chance en amène une autre"
"DOTA_SpringMajor2016_Achievement_Win_6000xp_Wagering_Description"	"Remportez 6 000 points de bataille en pariant"
"DOTA_SpringMajor2016_Achievement_Win_20000xp_Wagering_Name"	"L'oracle"
"DOTA_SpringMajor2016_Achievement_Win_20000xp_Wagering_Description"	"Remportez 20 000 points de bataille en pariant"
"DOTA_SpringMajor2016_Achievement_Tip_A_Player_Name"	"Notion louable"
"DOTA_SpringMajor2016_Achievement_Tip_A_Player_Description"	"Donnez vos points à un joueur à la fin d'une partie"
"DOTA_SpringMajor2016_Achievement_Tip_10_Players_Name"	"Générosité totale"
"DOTA_SpringMajor2016_Achievement_Tip_10_Players_Description"	"Donnez vos points à 50 joueurs à la fin de vos parties"
"DOTA_SpringMajor2016_Achievement_Cast_A_Vote_Name"	"Dotacracie représentative"
"DOTA_SpringMajor2016_Achievement_Cast_A_Vote_Description"	"Participez à un vote Arcane"
"DOTA_SpringMajor2016_Achievement_Cast_50_Votes_Name"	"Comité d'Arcane"
"DOTA_SpringMajor2016_Achievement_Cast_50_Votes_Description"	"Participez à 10 votes hebdomadaires sur 12."
"DOTA_SpringMajor2016_Achievement_Redeem_A_Reward_Name"	"Une récompense bien méritée"
"DOTA_SpringMajor2016_Achievement_Redeem_A_Reward_Description"	"Réclamez une récompense de niveau"
"DOTA_SpringMajor2016_Achievement_Make_A_Gift_Name"	"Le vrai esprit de Dota"
"DOTA_SpringMajor2016_Achievement_Make_A_Gift_Description"	"Offrez un passe de bataille à un ami et demandez-lui de le déballer."
"DOTA_SpringMajor2016_Achievement_Play_Lina_Game_Name"	"Âme enflammée"
"DOTA_SpringMajor2016_Achievement_Play_Lina_Game_Description"	"Jouez une première fois au mini-jeu de Lina"
"DOTA_SpringMajor2016_Achievement_Play_CM_Game_Name"	"Bénédiction de la jeune fille"
"DOTA_SpringMajor2016_Achievement_Play_CM_Game_Description"	"Faites tourner la roue de Rylai"
"DOTA_SpringMajor2016_Achievement_Complete_1_Weekly_Missions_Name"	"Défi hebdomadaire"
"DOTA_SpringMajor2016_Achievement_Complete_1_Weekly_Missions_Description"	"Terminez un défi hebdomadaire"
"DOTA_SpringMajor2016_Achievement_Complete_7_Weekly_Missions_Name"	"Mission prête"
"DOTA_SpringMajor2016_Achievement_Complete_7_Weekly_Missions_Description"	"Terminez 10 défis hebdomadaires"
"DOTA_SpringMajor2016_Achievement_Complete_14_Weekly_Missions_Name"	"Ce n'est pas vraiment une corvée"
"DOTA_SpringMajor2016_Achievement_Complete_14_Weekly_Missions_Description"	"Terminez 15 défis hebdomadaires"
"DOTA_SpringMajor2016_Achievement_Complete_20_Weekly_Missions_Name"	"Je fais tout mon possible"
"DOTA_SpringMajor2016_Achievement_Complete_20_Weekly_Missions_Description"	"Terminez 20 défis hebdomadaires"
"DOTA_SpringMajor2016_Achievement_Complete_1_Daily_Missions_Name"	"Défi quotidien"
"DOTA_SpringMajor2016_Achievement_Complete_1_Daily_Missions_Description"	"Terminez un défi héros quotidien"
"DOTA_SpringMajor2016_Achievement_Complete_20_Daily_Missions_Name"	"Un nouveau jour, un nouvel héros"
"DOTA_SpringMajor2016_Achievement_Complete_20_Daily_Missions_Description"	"Terminez 20 défis héros quotidiens"
"DOTA_SpringMajor2016_Achievement_Complete_40_Daily_Missions_Name"	"Je ne l'ai jamais joué auparavant"
"DOTA_SpringMajor2016_Achievement_Complete_40_Daily_Missions_Description"	"Terminez 40 défis héros quotidiens"
"DOTA_SpringMajor2016_Achievement_Complete_90_Daily_Missions_Name"	"« Least Played » ? Jamais entendu parler."
"DOTA_SpringMajor2016_Achievement_Complete_90_Daily_Missions_Description"	"Terminez 70 défis héros quotidiens."
"DOTA_SpringMajor2016_Achievement_Open_7_Treasure_I_Name"	"Trésor I - Initié"
"DOTA_SpringMajor2016_Achievement_Open_7_Treasure_I_Description"	"Ouvrez 6 trésors I"
"DOTA_SpringMajor2016_Achievement_Open_15_Treasure_I_Name"	"Trésor I - Perfectionniste"
"DOTA_SpringMajor2016_Achievement_Open_15_Treasure_I_Description"	"Ouvrez 15 trésors I"
"DOTA_SpringMajor2016_Achievement_Open_7_Treasure_II_Name"	"Trésor II - Initié"
"DOTA_SpringMajor2016_Achievement_Open_7_Treasure_II_Description"	"Ouvrez 6 trésors II"
"DOTA_SpringMajor2016_Achievement_Open_15_Treasure_II_Name"	"Trésor II - Perfectionniste"
"DOTA_SpringMajor2016_Achievement_Open_15_Treasure_II_Description"	"Ouvrez 15 trésors II"
"DOTA_SpringMajor2016_Achievement_Open_7_Treasure_III_Name"	"Trésor III - Initié"
"DOTA_SpringMajor2016_Achievement_Open_7_Treasure_III_Description"	"Ouvrez 6 trésors III"
"DOTA_SpringMajor2016_Achievement_Open_15_Treasure_III_Name"	"Trésor III - Perfectionniste"
"DOTA_SpringMajor2016_Achievement_Open_15_Treasure_III_Description"	"Ouvrez 15 trésors III"
"DOTA_TI2016_Reward_Arcana_Vote_Initial"	"Devoir du citoyen : Votez pour l'Arcane"
"DOTA_TI2016_Reward_Arcana_Vote_Power"	"Seize votes Arcane supplémentaires"
"DOTA_TI2016_Reward_Fountain_Effect_1"	"Effet de fontaine - Niveau 1"
"DOTA_TI2016_Reward_Fountain_Effect_2"	"Effet de fontaine - Niveau 2"
"DOTA_TI2016_Reward_Fountain_Effect_3"	"Effet de fontaine - Niveau 3"
"DOTA_TI2016_Reward_Teleport_Effect_1"	"Effet de téléportation - Niveau 1"
"DOTA_TI2016_Reward_Teleport_Effect_2"	"Effet de téléportation - Niveau 2"
"DOTA_TI2016_Reward_Teleport_Effect_3"	"Effet de téléportation - Niveau 3"
"DOTA_TI2016_Reward_Blink_Effect_1"	"Effet de blink - Niveau 1"
"DOTA_TI2016_Reward_Blink_Effect_2"	"Effet de blink - Niveau 2"
"DOTA_TI2016_Reward_Level_Effect"	"Effet d'augmentation de niveau"
"DOTA_TI2016_Reward_Bottle_Effect_Name"	"Effet de Bottle"
"DOTA_TI2016_Reward_Euls_effect"	"Effet du Eul's Scepter"
"DOTA_TI2016_Reward_Mek_Effect"	"Effet du Mekansm"
"DOTA_TI2016_Reward_Mjolnir_Effect"	"Effet du Mjollnir"
"DOTA_TI2016_Reward_Phase_Boots_Effect"	"Effet des Phase Boots"
"DOTA_TI2016_Reward_Radiance_Effect"	"Effet de Radiance"
"DOTA_TI2016_Reward_Force_Staff_Effect"	"Effet de Force Staff"
"DOTA_TI2016_Reward_Surprise_Item"	"Roue de la bénédiction de la bataille de Rylai"
"DOTA_TI2016_Reward_MultiKill_Banner"	"Bannière de Multi-Kill de The International 2016"
"DOTA_TI2016_Reward_Wagering_Bonus"	"Bonus de 500 jetons/semaine supplémentaires pour les flambeurs"
"DOTA_TI2016_Reward_Wagering_Bonus_02"	"500 jetons supplémentaires pour les flambeurs"
"DOTA_TI2016_Reward_Wagering_Bonus_03"	"1 000 jetons supplémentaires pour les flambeurs"
"DOTA_Hud_Health"	"{u:health} <span class='MaxHealthLabel'>/ {u:max_health}</span>"
"DOTA_Hud_Mana"	"{u:mana} <span class='MaxManaLabel'>/ {u:max_mana}</span>"
"DOTA_HUD_Wagering_PremiumDisabled"	"Le niveau de pari {i:wagering_premium} est débloqué lorsque vous atteignez la récompense n°1 d'amélioration des paris."
"DOTA_StandardResults"	"Fin de la partie"
"DOTA_CompendiumResults"	"{s:season_name} - Résultats"
"DOTA_DB_SeasonPass_Prestige_Rewards_Legion"	"Objet prestige - Héritage de la légion déchue"
"DOTA_SeasonPass_VoteForArcana"	"Vote de l'Arcane"
"DOTA_BattlePassRewards_TI6BP_Intro"	"Contemplez le nombre de récompenses que vous pouvez obtenir grâce au <br>passe de bataille de The International 2016.<br><br><font color='#A9372E'>OBTENEZ DE NOUVELLES RÉCOMPENSES</font> chaque fois que vous augmentez votre niveau de bataille.<br><br><font color='#A9372E'>AUGMENTEZ VOTRE NIVEAU</font> en terminant des quêtes, en remportant des paris et en obtenant des succès.<br><br><font color='#A9372E'>ACCÉLÉREZ</font> votre progression — Achetez des niveaux à tout moment et contribuez au prize pool de The International 2016 !"
"DOTA_BattlePassRewards_InitialPurchase"	"Récompenses initiales inclues avec l'achat du passe de bataille"
"DOTA_BattlePassRewards_InitialPurchase_Text"	"L'achat du passe de bataille de The International 2016 vous accorde tous les objets ci-dessus, un badge de chat de niveau 1 et 16 votes Arcane par semaine."
"DOTA_BattlePassRewards_Prestige"	"Récompenses de niveaux du passe de bataille"
"DOTA_BattlePassRewards_Prestige_TI6_Text"	"Les récompenses prestige ne peuvent pas être achetées - elles ne peuvent être obtenues qu'en augmentant votre niveau de bataille."
"DOTA_BattlePassRewards_RecycleNote_ti6"	"Les contenus de tous les trésors immortels peuvent être recyclés pour <b>2000</b> points de bataille."
"DOTA_BattlePassRewards_QuestNote"	"Terminez la dernière quête d'une voie pour obtenir sa récompense.<br>Terminez les 15 quêtes d'une voie avec 3 étoiles pour débloquer un style spécial pour la récompense."
"DOTA_BattlePassRewards_SpinWheel_Text_ti6"	"À mesure que vous augmentez votre niveau de bataille, vous obtenez plus de chances pour faire tourner la roue de la bénédiction de la bataille de Rylai. Ensembles de héros, coursiers et trésors seront de la partie : la jeune femme est très généreuse !"
"DOTA_BattlePassRewards_LinaBlaze_Text_ti6"	"Pendant que les possesseurs du passe de bataille accompliront les objectifs des défis communautaires, vous obtiendrez des boules de feu supplémentaires à utiliser lors du mini-jeu de Lina dans lequel vous pourrez obtenir des points de bataille."
"DOTA_BattlePassRewards_LCQuestReward"	"Voie conçue pour la Legion Commander + Objet prestige de la Legion Commander au niveau 225 <br><br> BIENTÔT"
"DOTA_BattlePassRewards_Clinkz"	"Terminez la dernière quête de la voie du solitaire pour débloquer cette récompense"
"DOTA_CompendiumRecap_MainEvent"	"Événement principal"
"DOTA_CompendiumRecap_PrizePool"	"Prize pool total actuel"
"DOTA_EconItemSearchPrefix_Public"	"public"
"DOTA_EconItemSearchPrefix_Hidden"	"caché"
"DOTA_EconItemSearchPrefix_Recent"	"récent"
"DOTA_HeroSetItemCount"	"{d:set_item_count} objets"
"DOTA_HeroLoadout_Instructions"	"Cliquez sur cet objet pour l'équiper"
"DOTA_HeroLoadout_BaseSet"	"Par défaut"
"DOTA_ApplyingEventLevels_Title"	"Débloquez des niveaux"
"DOTA_ApplyingEventLevels_Text"	"Appliquez les niveaux de passe de bataille à votre compte."
"DOTA_Spring2016_QuestIntroTitleLabel"	"Quêtes du passe de bataille de The International 2016"
"DOTA_Spring2016_QuestIntroCampaignTitleLabel"	"Les trois têtes"
"DOTA_Spring2016_QuestIntroLore"	"Ils déboulèrent de la vieille caserne croulante du flanc de coteau, une horde de créatures sauvages qui vint s'écraser sur les murs de Quath. Pas plus d'une sur vingt ne parvinrent à franchir le portail mais ceux qui les affrontèrent durent payer un lourd tribu. Encerclés par d'autres horreurs ineffables, les Elders cherchent le salut dans les rituels décrits dans les parchemins d'Aldwyn."
"DOTA_Spring2016_Community_Challenge_IntroTitle"	"Maintenant tous ensemble"
"DOTA_Spring2016_Community_Challenge_IntroText"	"Tout au long de la durée du passe de bataille, une série de quêtes communautaires seront disponibles pour tous les possesseurs du passe. Terminer les défis communautaires lors de vos matchs gagnants remplieront la barre de progression communautaire."
"DOTA_Spring2016_Community_Challenge_RewardsTitle"	"Il en faut pour tous"
"DOTA_Spring2016_Community_Challenge_RewardsText"	"Chaque fois que la communauté aura accompli assez de défis pour remplir la barre de progression, tous les possesseurs du passe de bataille recevront trois boules de feu à utiliser lors du mini-jeu de Lina. Chaque boule de feu offre la chance de gagner des points de bataille bonus et ainsi obtenir des récompenses de niveaux."
"DOTA_Spring2016_Community_Challenge_HowToPlayTitle"	"Mini-jeu de Lina"
"DOTA_Spring2016_Community_Challenge_HowToPlayText"	"Une fois que la barre de progression communautaire aura été remplie, choisissez la zone dans laquelle vous souhaitez lancer vos boules de feu pour obtenir des points de bataille bonus et des récompenses de niveaux."
"DOTA_Spring2016_Community_Challenge_PageHeader"	"Défis communautaires"
"DOTA_Spring2016_Community_Challenge_GoalNow"	"Défi actuel"
"DOTA_Spring2016_Community_Challenge_GoalTitle"	"{s:goal_name}"
"DOTA_Spring2016_Community_Challenge_GoalText"	"{s:goal_description}"
"DOTA_Spring2016_Community_Challenge_GoalProgress"	"Progression de l'objectif communautaire : {d:goal_progress}"
"DOTA_Spring2016_Community_Challenge_GoalBox"	"La voie de l'intrigue planétaire"
"DOTA_Spring2016_PachinkoInferno_BallsRemain"	"{d:lina_plays_available} boules de feu restantes"
"DOTA_Spring2016_PachinkoInferno_PlayButton"	"Jouer au mini-jeu de Lina"
"DOTA_Spring2016_ArcanaVote_IntroTextTitle"	"Décidez, avec la communauté, qui devrait être le prochain héros à recevoir l'Arcane."
"DOTA_Spring2016_ArcanaVote_SubHead01"	"Votez chaque semaine"
"DOTA_Spring2016_ArcanaVote_IntroText01"	"Chaque semaine, une sélection de héros seront en compétition dans des tours décisifs en tête à tête afin de déterminer qui progressera jusqu'à la prochaine manche. Le héros restant invaincu sera sélectionné pour un ensemble Arcane. Cliquez sur les icônes des héros pour faire vos choix, puis cliquez sur « Soumettre les votes »."
"DOTA_Spring2016_ArcanaVote_SubHead02"	"Utilisez vos votes comme bon vous semble"
"DOTA_Spring2016_ArcanaVote_IntroText02"	"Chaque possesseur d'un passe de bataille reçoit seize votes par semaine pouvant être distribués comme vous le souhaitez - partagez vos seize votes entre plusieurs héros ou utilisez-les tous sur un seul et même héros. Vos voies, vos choix. Les votes non utilisés seront réinitialisés lors de la subside hebdomadaire, pensez à consulter les sondages régulièrement."
"DOTA_Spring2016_ArcanaVote_SubHead03"	"Gagnez des votes supplémentaires"
"DOTA_Spring2016_ArcanaVote_IntroText03"	"Les joueurs atteignant le niveau 9 de bataille recevront seize votes supplémentaires, soit 32 votes hebdomadaires. Les joueurs atteignant le niveau 28 augmenteront cette limite à 48. Après que les votes aient été comptés, le gagnant des votes sera annoncé à The International 2016."
"DOTA_Spring2016_ArcanaVote_StartVoting"	"Commencer à voter"
"DOTA_CompendiumRecap_OverviewDetails_TI6"	"Wildcards : 2 août 2016 \nPhase de groupe : du 3 au 5 août 2016 \nÉvénement principal : du 8 au 13 août 2016"
"DOTA_CompendiumRecap_OverviewVenueDetails_TI6"	"KeyArena - Seattle, États-Unis"
"DOTA_CompendiumRecap_OverviewFormatDetails_TI6"	"Wildcards : Quatre équipes dans un playoff double élimination en BO3 (Meilleur des trois). Les deux meilleures équipes de chaque groupe participeront aux phases de groupe.\nPhase de groupe : 2 groupes BO2 (Meilleur des deux) de 8 équipes. Les quatre meilleures équipes iront dans l'Upper Bracket, les quatre autres iront dans le Lower Bracket."
"DOTA_CompendiumRecap_OverviewFormatDetailsCont_TI6"	"Événement principal : 16 équipes dans un playoff à format à double élimination en BO3 (Meilleur des trois). La première manche du Lower Bracket sera un BO1 (Meilleur des un). La finale sera un BO5 (Meilleur des cinq)."
"DOTA_CompendiumRecap_OverviewTeamDetails_TI6"	"8 équipes invitées et 8 équipes qualifiées."
"DOTA_BattlePass_PrizePool"	"25% des ventes du passe de bataille iront directement au prize pool de The International 2016."
"DOTA_PurchaseBattlePass_Price"	"Acheter {g:dota_item_price:battle_pass_item_def}"
"DOTA_PurchaseBattlePassAsGift_Price"	"Acheter pour offrir ({g:dota_item_price:battle_pass_item_def})"
"DOTA_ActivateBattlePass"	"Activer le passe de bataille"
"DOTA_ActivateBattlePass_Question"	"Souhaitez-vous activer ce passe de bataille sur votre compte maintenant ?"
"DOTA_ActivateBattlePass_NotActivated"	"Non activé"
"DOTA_ActivateBattlePass_NotActivated_Message"	"Ce passe de bataille est maintenant conservé dans votre armurerie."
"DOTA_ActivateBattlePass_Failed"	"Impossible d'activer ce passe de bataille. Ceci est probablement dû à une perte de connexion au coordinateur du jeu Dota. Le passe de bataille est maintenant conservé dans votre armurerie."
"DOTA_ActivateBattlePass_InProgress_Title"	"Activation du passe de bataille"
"DOTA_ActivateBattlePass_InProgress_Text"	"Activation du passe de bataille sur votre compte."
"DOTA_PurchaseBattlePassLevels"	"Acheter des niveaux de passe de bataille"
"DOTA_ActivateBattlePassLevels"	"Activer des niveaux de passe de bataille"
"DOTA_ActivateLevels"	"Activer les niveaux"
"DOTA_SaveForLater"	"Enregistrer pour plus tard"
"DOTA_CurrentLevel"	"Niveau actuel"
"DOTA_AfterPurchase"	"Après l'achat"
"DOTA_PurchaseBattlePassLevels_Question"	"Combien de niveaux souhaitez-vous acheter ?"
"DOTA_ActivateLevelsImmediately_Title"	"Activer sur mon compte immédiatement."
"DOTA_ActivateLevelsImmediately_Description"	"Après avoir appliqué ces niveaux, vous pourrez réclamer vos récompenses depuis le menu principal du passe de bataille."
"DOTA_SaveForLater_Title"	"Enregistrer pour plus tard."
"DOTA_SaveForLater_Description"	"Les niveaux seront conservés dans votre armurerie. À partir de cette page, vous pourrez les offrir à vos amis ou les appliquer à votre compte plus tard."
"DOTA_LevelCount"	"{d:level_count} niveaux"
"DOTA_TotalLevels"	"Total de niveaux"
"DOTA_TotalPrice"	"Prix total"
"DOTA_ApplyLevelsFailedMessage"	"Une erreur est survenue lors de l'application des niveaux à votre compte.\n\nCeci est probablement dû à une perte de connexion au coordinateur de jeu Dota. Les niveaux seront conservés dans votre armurerie où vous pourrez les appliquer manuellement, ou ceux-ci seront appliqués automatiquement une fois la connexion au coordinateur de jeu Dota rétablie."
"DOTA_SeasonPass_Spring2016_Rewards_Expire"	"Le passe de bataille de The International 2016 expire le :"
"DOTA_SeasonPass_Spring2016_Rewards_Expired"	"Le passe de bataille de The International 2016 a expiré le :"
"DOTA_SeasonPass_Spring2016_Rewards_Expire_Date"	"31 août 2016"
"DOTA_GoToCurrentLevel"	"Voir mon niveau actuel"
"DOTA_ClaimLevelRewardsFailed"	"Une erreur est survenue lors de la réclamation d'une récompense. Ceci est probablement dû à une perte de connexion au coordinateur de jeu Dota. Veuillez réessayer ultérieurement.\n\nCode erreur : {d:error_code}"
"DOTA_JumpToReward"	"Aller à : {s:reward_name}"
"DOTA_MultipleRewards"	"Récompenses du niveau {d:reward_level}"
"dota_spring2016_purchase_basic_includes"	"Comprend l'accès aux fonctionnalités suivantes :"
"dota_spring2016_purchase_basic_includes2"	"Et les récompenses suivantes :"
"dota_spring2016_purchase_basic_includes3"	"Comprend la totalité du bundle basique"
"dota_spring2016_purchase_basic_includes4"	"+<br>Les récompenses suivantes :"
"dota_spring2016_purchase_feature_questlines"	"3 nouvelles voies de quêtes"
"dota_spring2016_purchase_feature_wagering"	"Paris & dons"
"dota_spring2016_purchase_feature_challenges"	"Défis communautaires"
"dota_spring2016_purchase_feature_ranked_mm"	"MMR saisonnier"
"dota_spring2016_purchase_feature_arcana_vote"	"Vote d'Arcane"
"dota_spring2016_basic_bundle"	"BUNDLE DE BASE"
"dota_spring2016_mega_bundle"	"MEGA BUNDLE"
"dota_spring2016_purchase_when_available"	"* Une fois disponible"
"dota_spring2016_purchase_basic_reward_treasure_1"	"Trésor immortel I"
"dota_spring2016_purchase_basic_reward_treasure_2"	"Trésor immortel II *"
"dota_spring2016_purchase_basic_reward_treasure_3"	"Trésor immortel III *"
"dota_spring2016_purchase_basic_reward_courier_1"	"Style de base de coursier évolutif"
"dota_spring2016_purchase_basic_reward_ward_1"	"Style de base de Ward évolutive"
"dota_spring2016_purchase_basic_reward_weather_1"	"Effet météo I - Aurore"
"dota_spring2016_purchase_basic_reward_taunt_1"	"Raillerie : Vengeful Spirit - « Fais la poule »"
"dota_spring2016_purchase_basic_reward_hud"	"HUD The International 2016"
"dota_spring2016_purchase_basic_reward_cursor"	"Pack de curseurs The International 2016"
"dota_spring2016_purchase_basic_reward_emoticon_1"	"Pack d'émoticônes I"
"dota_spring2016_purchase_basic_reward_loading_screen_1"	"Trésor Écran de chargement"
"dota_spring2016_purchase_basic_reward_effigy_1"	"Bloc à effigie - Niveau 1"
"dota_spring2016_purchase_basic_reward_spring_terrain"	"Terrain saisonnier - Printemps"
"dota_spring2016_purchase_basic_reward_music_pack"	"Pack de musiques The International 2016"
"dota_spring2016_purchase_basic_reward_announcer"	"Pack de l'annonceur Crystal Maiden"
"dota_spring2016_purchase_basic_reward_league_ticket"	"Ticket d'entrée de la Battle Cup *"
"dota_spring2016_purchase_bundle_reward_fountain"	"Effet de fontaine I"
"dota_spring2016_purchase_bundle_reward_cm_wheel"	"7 tours pour faire tourner la roue de Rylai"
"dota_spring2016_purchase_bundle_reward_loading_screen_2"	"Portfolio d'écrans de chargement II"
"dota_spring2016_purchase_bundle_reward_loading_screen_3"	"Portfolio d'écrans de chargement III"
"dota_spring2016_purchase_bundle_reward_courier_2"	"Améliorations de style 1, 2, 3, 4 et 5 de coursier évolutif"
"dota_spring2016_purchase_bundle_reward_teleport"	"Effet de téléportation I"
"dota_spring2016_purchase_bundle_reward_taunt_2"	"Raillerie : Slark - « RazorFlip ! »"
"dota_spring2016_purchase_bundle_reward_taunt_3"	"Raillerie : Alchemist - « Saut de l'ogre »"
"dota_spring2016_purchase_bundle_reward_taunt_4"	"Raillerie : Lion - « Flammes de l'enfer »"
"dota_spring2016_purchase_bundle_reward_immortal_treasure_1_x5"	"4 trésors immortels I"
"dota_spring2016_purchase_bundle_reward_arcana_vote"	"Votes Arcane supplémentaires"
"dota_spring2016_purchase_bundle_reward_blink"	"Effet de blink I"
