"dota"
{
"DOTA_Accept"	"Aceitar"
"DOTA_Compendium_Predictions_FirstTowerKillTime_a3"	"8:01-11:00"
"DOTA_Compendium_Predictions_FirstTowerKillTime_a4"	"11:01-14:00"
"DOTA_Compendium_Predictions_FirstTowerKillTime_a5"	"Após os 14 min."
"DOTA_Compendium_Predictions_FirstBarracksKillTime"	"Quando vai ser o primeiro quartel destruído?"
"DOTA_Compendium_Predictions_FirstBarracksKillTime_a1"	"Antes dos 20 min."
"DOTA_Compendium_Predictions_FirstBarracksKillTime_a2"	"20:01-30:00"
"DOTA_Compendium_Predictions_FirstBarracksKillTime_a3"	"30:01-40:00"
"DOTA_Compendium_Predictions_FirstBarracksKillTime_a4"	"Após os 40 min."
"DOTA_Compendium_Predictions_First_Player_To_Last_Hit_Count"	"Primeiro jogador a conseguir 50 golpes finais."
"DOTA_Compendium_Predictions_Max_Hit_Count_At_Time_Player"	"Jogador com mais golpes finais aos 7 min."
"DOTA_Compendium_Predictions_Max_Kill_Count_At_Time_Player"	"Jogador com mais vítimas aos 10 min."
"DOTA_Compendium_Predictions_GameDuration"	"Qual será a duração da partida?"
"DOTA_Compendium_Predictions_GameDuration_a1"	"Menos de 30 minutos"
"DOTA_Compendium_Predictions_GameDuration_a2"	"30:01-37:00"
"DOTA_Compendium_Predictions_GameDuration_a3"	"37:01-44:00"
"DOTA_Compendium_Predictions_GameDuration_a4"	"44:01-60:00"
"DOTA_Compendium_Predictions_GameDuration_a5"	"Mais de 60 minutos"
"DOTA_Compendium_Predictions_AncientCampsStackedByTime"	"Nº de acampamentos de ancients acumulados aos 30 min."
"DOTA_Compendium_Predictions_AncientCampsStackedByTime_a1"	"0-5"
"DOTA_Compendium_Predictions_AncientCampsStackedByTime_a2"	"6-10"
"DOTA_Compendium_Predictions_AncientCampsStackedByTime_a3"	"11-15"
"DOTA_Compendium_Predictions_AncientCampsStackedByTime_a4"	"16-20"
"DOTA_Compendium_Predictions_AncientCampsStackedByTime_a5"	"21 ou mais"
"DOTA_Compendium_Predictions_TPCancelledByTimeEarly"	"Haverá um teletransporte cancelado por atordoamento antes dos 10 min.?"
"DOTA_Compendium_Predictions_TPCancelledByTimeMid"	"Total de teletransportes cancelados por atordoamento aos 25 min."
"DOTA_Compendium_Predictions_TPCancelledByTimeMid_a1"	"0"
"DOTA_Compendium_Predictions_TPCancelledByTimeMid_a2"	"1"
"DOTA_Compendium_Predictions_TPCancelledByTimeMid_a3"	"2"
"DOTA_Compendium_Predictions_TPCancelledByTimeMid_a4"	"3 ou mais"
"DOTA_Compendium_Predictions_FirstPlayerBuyBlink"	"Primeiro jogador a comprar uma Blink Dagger."
"DOTA_Compendium_Predictions_BlinkDaggersByTimeMid"	"Total de Blink Daggers compradas aos 25 min."
"DOTA_Compendium_Predictions_BlinkDaggersByTimeMid_a1"	"0-2"
"DOTA_Compendium_Predictions_BlinkDaggersByTimeMid_a2"	"3-4"
"DOTA_Compendium_Predictions_BlinkDaggersByTimeMid_a3"	"5 ou mais"
"DOTA_InGamePrediction_NoPredictionsSubmitted"	"Nenhuma previsão feita"
"DOTA_InGamePrediction_NoResultsYet"	"Ainda sem resultados"
"DOTA_InGamePrediction_LockedResult"	"Final"
"DOTA_InGamePrediction_Predictions"	"Previsões"
"DOTA_InGamePrediction_Results"	"Resultado"
"DOTA_InGamePrediction_Leading"	"Atual"
"DOTA_InGamePrediction_YourPrediction"	"Escolheste"
"DOTA_InGamePrediction_NumberOfTies"	"Empate ({d:TieCount} jogadores)"
"DOTA_InGamePrediction_NoResult"	"Nenhum"
"DOTA_InGamePrediction_InProgress"	"A decorrer"
"DOTA_InGamePrediction_Correct"	"Correto"
"DOTA_InGamePrediction_Incorrect"	"Incorreto"
"DOTA_InGamePrediction_Select"	"Selecionar"
"DOTA_InGamePrediction_DropDownSelect"	"Selecionar..."
"DOTA_InGamePrediction_PredictionUpdateTitle"	"Previsão atualizada"
"DOTA_InGamePrediction_Previous"	"Anterior"
"DOTA_InGamePrediction_NewValue"	"Novo valor"
"DOTA_InGamePrediction_Finished"	"Encerrado"
"DOTA_InGamePrediction_Title"	"Previsões"
"DOTA_InGamePrediction_VotingIsOpen"	"Encerram em {d:prediction_time_min}m {d:prediction_time_sec}s"
"DOTA_InGamePrediction_VotingIsClosed"	"As previsões estão encerradas"
"DOTA_InGamePrediction_ErrorTitle"	"Erro ao enviar previsão"
"DOTA_InGamePrediction_UnknownErrorInSubmission"	"Erro desconhecido ao enviar as previsões."
"DOTA_InGamePrediction_SubmittedVoteTooLate"	"As previsões estão encerradas. As tuas escolhas foram descartadas."
"DOTA_InGamePrediction_SubmittedVoteTooLateTitle"	"Previsões descartadas"
"DOTA_SpringMajor2016_Achievement_1_Correct_Prediction_Name"	"Adivinhador de Batalha"
"DOTA_SpringMajor2016_Achievement_1_Correct_Prediction_Description"	"Faz 1 previsão acertada de uma eliminatória regional"
"DOTA_SpringMajor2016_Achievement_10_Correct_Predictions_Name"	"Áugure de Batalha"
"DOTA_SpringMajor2016_Achievement_10_Correct_Predictions_Description"	"Faz 10 previsões acertadas de eliminatórias regionais"
"DOTA_SpringMajor2016_Achievement_30_Correct_Predictions_Name"	"Profeta de Batalha"
"DOTA_SpringMajor2016_Achievement_30_Correct_Predictions_Description"	"Faz 30 previsões acertadas de eliminatórias regionais"
"DOTA_BattleCup_Champion_Stage"	"Campeões"
"DOTA_SplashAd_TI6_Immortals_2_Title"	"Tesouro Imortal II"
"DOTA_SplashAd_TI6_Immortals_2_Available"	"Já disponível"
"DOTA_SplashAd_TI6_Immortals_2_Escalating"	"Este tesouro tem chances aumentativas"
"DOTA_SplashAd_TI6_Immortals_2_Escalating_Desc"	"Cada Tesouro Imortal II que abrires aumenta as tuas chances de obter os itens raros, muito raros, ou ultra raros correspondentes."
"DOTA_Treasure_UnclaimedEventRewards_Singular"	"<span class=\"LevelAmount\">{d:unclaimed_event_rewards_count}</span> tesouro do passe por aceitar"
"DOTA_Treasure_UnclaimedEventRewards_Plural"	"<span class=\"LevelAmount\">{d:unclaimed_event_rewards_count}</span> tesouros do passe por aceitar"
"DOTA_Treasure_ClaimEventRewards"	"Obter tesouros"
"DOTA_Compendium_Predictions_MostWardsPlacedTeam"	"Equipa com mais Observer Wards no fim da partida."
"StoreCheckout_CannotPurchase"	"Impossível comprar item"
"DOTA_SplashAd_TI6_Weekend_Battle_Bundle"	"Pacote de Níveis de Batalha"
"DOTA_SplashAd_TI6_Weekend_Sale_Title"	"Só neste fim de semana"
"DOTA_SplashAd_TI6_Weekend_Ends_Monday"	"A promoção termina na segunda-feira"
"DOTA_SplashAd_TI6_Weekend_Levels"	"<span class=\"Red\">50</span>-Níveis de batalha"
"DOTA_SplashAd_TI6_Weekend_Treasures"	"<span class=\"Red\">2</span>-TESOURO IMORTAL I<br /><span class=\"Red\">2</span>-TESOURO IMORTAL II<br /><span class=\"Red\">2</span>-COLLECTOR'S CACHE"
"DOTA_SplashAd_TI6_Weekend_Savings"	"Poupa mais de 60%"
"DOTA_SplashAd_TI6_Weekend_Limit"	"Limitado a 1 por utilizador"
"DOTA_SplashAd_TI6_Weekend_BattlePassOwnershipRequired"	"É preciso ter Passe de Batalha"
"DOTA_Confirm"	"Confirmar"
"Action_GoToPlayerCards"	"Ver cartas de jogadores"
"UI_File_Filter_SupportedImageFormats"	"Ficheiros de imagem (*.png;*.jpg;*.jpeg)"
"UI_FailedToLoadImageFile"	"Falha ao carregar ficheiro de imagem"
"DOTA_Profile_Fighting_Short"	"Comb."
"DOTA_Profile_Farming_Short"	"Farm"
"DOTA_Profile_Supporting_Short"	"Apoio"
"DOTA_Profile_Pushing_Short"	"Press."
"DOTA_Profile_Versatility_Short"	"Versat."
"FileOpenDialog_Title"	"Selecionar ficheiro"
"FileOpenDialog_CurrentDirectoryLabel"	"Procurar em:"
"FileOpenDialog_ColHead_Filename"	"Nome do ficheiro"
"FileOpenDialog_ColHead_Size"	"Tamanho"
"FileOpenDialog_ColHead_Type"	"Tipo"
"FileOpenDialog_ColHead_Date"	"Data"
"FileOpenDialog_FilenameTextEntry_Label"	"Nome do ficheiro:"
"FileOpenDialog_FilenameFileTypeDropdown_Label"	"Tipo do ficheiro:"
"dota_weekend_tourney_hub_rules_header"	"Regras e recompensas"
"dota_weekend_tourney_hub_rules_faq_button"	"Recompensas/Guia"
"dota_weekend_tourney_hub_schedule_division"	"Divisão"
"dota_weekend_tourney_hub_schedule_next_begins"	"Início do próximo torneio:"
"dota_weekend_tourney_hub_schedule_last_week_info"	"Semana passada"
"dota_weekend_tourney_hub_schedule_last_week_players"	"Jogadores"
"dota_weekend_tourney_hub_schedule_last_week_teams"	"Equipas"
"dota_weekend_tourney_hub_schedule_last_week_winners"	"Vencedores"
"dota_weekend_tourney_hub_schedule_2_week_streak"	"Equipas bicampeãs"
"dota_weekend_tourney_hub_schedule_3_week_streak"	"Equipas tricampeãs"
"dota_weekend_tourney_hub_schedule_4_week_streak"	"Equipas tetracampeãs"
"dota_weekend_tourney_hub_set_up_now"	"Forma a tua equipa"
"dota_weekend_tourney_hub_get_started"	"Começar"
"dota_weekend_tourney_hub_friends_leaderboard_header"	"Classificações de amigos"
"dota_weekend_tourney_hub_friends_recent_header"	"Torneios recentes"
"dota_weekend_tourney_hub_battle_cup"	"Battle Cup"
"dota_weekend_tourney_hub_summer_2016"	"Verão 2016"
"dota_weekend_tourney_hub_cup_wins"	"Vitórias"
"dota_weekend_tourney_hub_my_stats"	"Estatísticas"
"dota_weekend_tourney_hub_current_tier"	"Categoria atual"
"dota_weekend_tourney_hub_highest_tier_played"	"Maior categoria jogada"
"dota_weekend_tourney_hub_battlecups_entered"	"Torneios jogados"
"dota_weekend_tourney_hub_qf_wins"	"Vitór. em quartos de final"
"dota_weekend_tourney_hub_sf_wins"	"Vitórias em semifinais"
"dota_weekend_tourney_hub_wins"	"Vitórias em finais"
"dota_weekend_tourney_hub_cup_score"	"Pontuação total"
"dota_weekend_tourney_hub_roster"	"Plantel"
"dota_weekend_tourney_hub_eliminated_in"	"Eliminados em"
"dota_weekend_tourney_hub_champions"	"Campeões"
"dota_weekend_tourney_hub_finals"	"Finais"
"dota_weekend_tourney_hub_semifinals"	"Semifinais"
"dota_weekend_tourney_hub_quarterfinals"	"Quartos de final"
"dota_weekend_tourney_hub_show_bracket"	"Ver grupo"
"DOTA_Popup_CardPack_ClickToOpen"	"Clica para abrir"
"DOTA_PlayerCardGold"	"Carta Dourada"
"DOTA_PlayerCardSilver"	"Carta Prateada"
"DOTA_PlayerCardPlayer"	"Jogador"
"DOTA_PlayerCardTeam"	"Equipa"
"DOTA_PlayerCardAngleTI6"	"Carta de Jogador (International 2016)"
"DOTA_PlayerCardsRecycleResultErrorLocked"	"Esta carta foi usada num plantel de um dia bloqueado."
"DOTA_PlayerCardBonusStatName0"	"Vítimas"
"DOTA_PlayerCardBonusStatName1"	"Mortes"
"DOTA_PlayerCardBonusStatName2"	"Golpes Finais"
"DOTA_PlayerCardBonusStatName3"	"OpM"
"DOTA_PlayerCardBonusStatName4"	"Torres destruídas"
"DOTA_PlayerCardBonusStatName5"	"Roshans mortos"
"DOTA_PlayerCardBonusStatName6"	"Lutas em equipa"
"DOTA_PlayerCardBonusStatName7"	"Obs. Wards"
"DOTA_PlayerCardBonusStatName8"	"Acamp. acumulados"
"DOTA_PlayerCardBonusStatName9"	"Runas obtidas"
"DOTA_PlayerCardBonusStatName10"	"Primeiras mortes"
"DOTA_PlayerCardBonusStatName11"	"Stuns"
"DOTA_PlayerCardsOpenPack"	"Abrir pacote de cartas"
"DOTA_PlayerCardsPackCount"	"{i:pack_count}"
"DOTA_PlayerCardsDustCount"	"{i:dust_amount} partículas de cartas"
"DOTA_PlayerCardsDustCountCurrent"	"Atualmente tens {i:dust_amount} partículas de cartas"
"DOTA_PlayerCardsCreatePack"	"Trocar {i:dust_price} partículas por 1 pacote"
"DOTA_PlayerCardsRecycle"	"Reciclar carta"
"DOTA_PlayerCardsRecycleQ"	"Trocar por: <font color='#C899FF'>{i:dust_value} partícula(s)</font>"
"DOTA_PlayerCard_Fantasy"	"Equipa de Sonho"
"DOTA_PlayerCard_Return"	"Voltar para as cartas"
"DOTA_PlayerCard_Dupe"	"Carta repetida"
"DOTA_PlayerCard_Dupe_Tooltip"	"Já tens esta carta e podes reciclá-la sem problemas."
"DOTA_PlayerCard_PacksRemaining"	"{i:packs_remaining} pacotes restantes"
"DOTA_PlayerCard_OpenAnother"	"Abrir outro pacote"
"DOTA_FantasyDayHeader"	"Cria a tua Equipa de Sonho para cada dia do {g:dota_event_league_name:eventid}"
"DOTA_FantasyWildCard"	"Repescagem"
"DOTA_FantasyGroupStage"	"Fase\nde Grupos"
"DOTA_FantasyMainEvent"	"Evento\nPrincipal"
"DOTA_FantasyLockTime"	"As seleções ficam bloqueadas todos os dias às 7:00 (Lisboa)"
"DOTA_FantasyCores"	"Cores"
"DOTA_FantasySupports"	"Supports"
"DOTA_FantasyScore"	"Pontos"
"DOTA_FantasySelectCard"	"Selecionar carta"
"DOTA_FantasyChangeCard"	"Mudar carta"
"DOTA_FantasyLeaderboardHeaderFriends"	"Amigos"
"DOTA_FantasyLeaderboardHeaderGlobal"	"Top 100 Global"
"DOTA_FantasyLeaderboardScore"	"Total"
"DOTA_FantasyLeaderboardFullFriends"	"Ver classificações de amigos"
"DOTA_FantasyLeaderboardFullGlobal"	"Ver classificações globais"
"DOTA_FantasyScoreDay"	"Pontos neste dia"
"DOTA_FantasyScoreTotal"	"Total até hoje"
"DOTA_FantasyPosition"	"Cargo"
"DOTA_FantasyHelp"	"Detalhes\ne regras"
"DOTA_FantasyCoreTooltip"	"\"Core\" indica jogadores cujos cargos são Carry e Mid."
"DOTA_FantasySupportTooltip"	"\"Support\" indica jogadores que apoiam os \"Cores\""
"DOTA_FantasyHelpTitle1"	"Abre pacotes de cartas de jogadores"
"DOTA_FantasyHelpText1"	"Cada pacote contém 5 cartas, sendo sempre pelo menos uma Prateada ou Dourada. As cartas Prateadas têm 3 atributos bónus e as Douradas têm 5."
"DOTA_FantasyHelpTitle2"	"Coloca cartas de jogadores no teu plantel"
"DOTA_FantasyHelpText2"	"Em cada dia do {g:dota_event_league_name:eventid}, reúne uma Equipa de Sonho composta de 2 cartas de jogador Core, 1 carta Offlane e 2 cartas Support."
"DOTA_FantasyHelpTitle3"	"Ganha Pontos de Sonho"
"DOTA_FantasyHelpText3"	"As cartas de jogadores no teu plantel dão Pontos de Sonho com base no desempenho deles nas partidas do {g:dota_event_league_name:eventid}."
"DOTA_FantasyHelpTitle4"	"Ganha Pontos de Batalha"
"DOTA_FantasyHelpText4"	"Quando o {g:dota_event_league_name:eventid} terminar, irás ganhar Pontos de Batalha com base no teu total de Pontos de Sonho em comparação com o resto da comunidade."
"DOTA_FantasyHelpDetailsHeader"	"Detalhes"
"DOTA_FantasyHelpDetailsSub1"	"Detalhes da pontuação"
"DOTA_FantasyHelpDetailsSub1Text1"	"+ 0,3 pontos por cada vítima"
"DOTA_FantasyHelpDetailsSub1Text2"	"+ 3 pontos menos 0,3 por cada morte"
"DOTA_FantasyHelpDetailsSub1Text3"	"+ 0,003 pontos por cada Golpe Final/Negação"
"DOTA_FantasyHelpDetailsSub1Text4"	"+ 0,002 pontos por OpM"
"DOTA_FantasyHelpDetailsSub1Text5"	"+ 1 ponto por cada golpe final numa Torre"
"DOTA_FantasyHelpDetailsSub1Text6"	"+ 1 ponto por cada golpe final no Roshan"
"DOTA_FantasyHelpDetailsSub1Text7"	"+ 3 pontos vezes a percentagem de participação em combates entre equipas"
"DOTA_FantasyHelpDetailsSub1Text8"	"+ 0,5 pontos por cada Observer Ward colocada"
"DOTA_FantasyHelpDetailsSub1Text9"	"+ 0,5 pontos por cada acampamento acumulado"
"DOTA_FantasyHelpDetailsSub1Text10"	"+ 0,25 pontos por cada Runa apanhada ou engarrafada"
"DOTA_FantasyHelpDetailsSub1Text11"	"+ 4 pontos por desferir o golpe final numa Primeira Morte"
"DOTA_FantasyHelpDetailsSub1Text12"	"+ 0,05 pontos por cada segundo de Stun"
"DOTA_FantasyHelpDetailsSub2"	"Cartas de jogadores"
"DOTA_FantasyHelpDetailsSub2Text1"	"Cada pacote de cartas de jogadores tem 5 cartas, incluindo 1 carta Prateada ou Dourada."
"DOTA_FantasyHelpDetailsSub2Text2"	"Os bónus de atributos das cartas Prateadas e Douradas variam entre +5% e +25%."
"DOTA_FantasyHelpDetailsSub2Text3"	"As cartas Prateadas têm 3 bónus e as Douradas têm 5 bónus."
"DOTA_FantasyHelpDetailsSub2Text4"	"Várias cartas do mesmo jogador não podem ser usadas no mesmo dia."
"DOTA_FantasyHelpDetailsSub2Text5"	"O plantel de cada dia é distinto e uma só carta pode ser usada ao longo de vários dias."
"DOTA_FantasyHelpDetailsSub3"	"Pontos de partidas"
"DOTA_FantasyHelpDetailsSub3Text1"	"As partidas do {g:dota_event_league_name:eventid} contam para ganhar Pontos de Sonho."
"DOTA_FantasyHelpDetailsSub3Text2"	"Em séries \"melhor de três\", as duas melhores partidas do jogador é que contam."
"DOTA_FantasyHelpDetailsSub3Text3"	"Em séries \"melhor de cinco\", as três melhores partidas do jogador é que contam."
"DOTA_FantasyHelpDetailsSub3Text4"	"Os plantéis ficam bloqueados todos os dias às 17:00 (Lisboa)."
"DOTA_FantasySelectHeader"	"Escolhe uma carta para este espaço"
"DOTA_FantasyTextFilter"	"Filtrar por nome"
"DOTA_FantasyDropdownFilter"	"Todas as equipas"
"DOTA_Compendium_SecondaryTabHeader_TI6Bracket"	"Grupos"
"DOTA_Compendium_PredictionsStartIn"	"As previsões abrem em"
"DOTA_Compendium_Predictions_TreeCutCountByTimeMid"	"Total de árvores destruídas aos 30 min."
"DOTA_Compendium_Predictions_TreeCutCountByTimeMid_a1"	"0-50"
"DOTA_Compendium_Predictions_TreeCutCountByTimeMid_a2"	"51-175"
"DOTA_Compendium_Predictions_TreeCutCountByTimeMid_a3"	"176-300"
"DOTA_Compendium_Predictions_TreeCutCountByTimeMid_a4"	"301 ou mais"
"DOTA_InGamePrediction_Winning"	"A ganhar"
"DOTA_InGamePrediction_Losing"	"A perder"
"DOTA_BattleCup_Tier"	"{d:tier}"
"DOTA_EconItemSet_Tooltip_Prestige_Exclusive_To_TI6_BattlePass_Owners"	"Itens de prestígio são exclusivos e não estarão à venda em mais lado nenhum após o International."
"DOTA_DB_SeasonPass_Underlord"	"Assim que o demónio foi derrotado, a missão dos Três chegou finalmente ao fim. A horda foi aniquilada, os habitantes de Quath sobreviveram e o poder dos Pergaminhos de Aldwyn dissipou-se.
<br><br>Os heróis de Quath salvaram a cidade das garras dos invasores abismais, porém o clima era de incerteza. Com Stonehall em ruínas e o seu conselho de guerra disperso ou pior, a rédea que guiava as legiões tinha sido rompida. Em breve, outros comandantes iriam reivindicar territórios, títulos — até coroas — e começar a ajustar contas com o passado.
<br><br>Mas com a chegada dos sobreviventes de Stonehall, acompanhados por inúmeros ex-legionários, talvez os anciões de Quathan poderiam restaurar a Guarda ancestral, uma nova geração de guerreiros que iria seguir os passos dos três iniciados que defenderam a sua terra natal.
<br><br>Já a comandante Tresdin, que partiu de manhã com um pequeno grupo de soldados, nunca mais foi vista em Quath. Ela não queria saber de guerras mundanas ou políticas e estava pronta para a verdadeira guerra, travada por forças superiores e com riscos mais elevados. Apesar de Tresdin desconhecer o seu destino, o líder da horda tinha traído o seu mestre. Ela finalmente sabe quem é o seu adversário: Vrogros... <b>Underlord</b>."
"DOTA_DB_SeasonPass_ti6_Prestige_Rewards_Legion"	"<b>Item de Prestígio para a Legion Commander</b><br><font color='#888888'>Inclui um novo conjunto de missões para a Legion Commander</font><br><br><font color='#A9372E'>Nível 225</font>"
"WeekendTourney_TournamentID"	"ID do torneio: {d:r:tournament_id}"
"dota_cannot_request_steamdatagram_ticket"	"O datagrama do bilhete do Steam está em falta e não podemos pedir um novo de momento. {s:reason}"
"DOTA_WatchLive_Game_Tier"	"{s:weekend_tourney_division} - {i:weekend_tourney_skill_level}ª Categoria"
"DOTAWeekend_Tourney_Watch_Live"	"EM DIRETO!"
"dota_weekend_tourney_hub_schedule_total_players"	"Jogadores"
"dota_weekend_tourney_hub_schedule_tier2"	"2ª Cat."
"dota_weekend_tourney_hub_schedule_tier3"	"3ª Cat."
"dota_weekend_tourney_hub_schedule_tier4"	"4ª Cat."
"dota_weekend_tourney_hub_schedule_tier5"	"5ª Cat."
"dota_weekend_tourney_hub_schedule_tier6"	"6ª Cat."
"dota_weekend_tourney_hub_schedule_tier7"	"7ª Cat."
"dota_weekend_tourney_hub_schedule_signing_up"	"Inscrição"
"dota_weekend_tourney_hub_schedule_this_week_info"	"INSCRIÇÕES ABERTAS"
"dota_weekend_tourney_hub_join_now"	"Entrar"
"DOTA_BattleCup_Name"	"Nome"
"DOTA_BattleCup_Score"	"Pontos na categoria"
"DOTA_WatchLive_BattleCupBracket"	"GRUPO DA BATTLE CUP"
"dota_weekend_tourney_hub_tier"	"{s:tier}ª Categoria"
"DOTA_SplashAd_LegionCommander_Level_Label"	"Nível"
"DOTA_SplashAd_LegionCommander_Reward_Label"	"Recompensa"
"DOTA_SplashAd_LegionCommander_ItemName"	"Item de Prestígio para a Legion Commander"
"DOTA_SplashAd_LegionCommander_Title"	"Disponibilidade limitada"
"DOTA_SplashAd_LegionCommander_Title_Support"	"Desbloqueia-o antes do fim do International. Este item nunca poderá ser trocado ou vendido no mercado."
"DOTA_BattlePassLog_WeekendTourneyPayout"	"Torneio da Battle Cup ganho"
"dota_weekend_tourney_hub_no_previous_tournament"	"Sem torneios anteriores"
"DOTA_BattleCup_Loading"	"A carregar"
"DOTA_Compendium_SecondaryTabHeader_TI6Casters"	"Comentadores"
"DOTA_CompendiumCastersTI_Desc"	"O International 2016 vai ser transmitido em inglês, russo e chinês.\nEstes são os comentadores, entrevistadores e outros membros da equipa de cada idioma."
"DOTA_ChatTarget_HLTVSpectator"	"Partida em direto"
"DOTA_Frontpage_ChangeLog_Title"	"Alterações ao Dota 2"
"DOTA_TournamentBracket_TBD"	"???"
"DOTA_Bracket_UpperBracketRound1"	"Rd.1 G. Superior"
"DOTA_Bracket_UpperBracketRound2"	"Rd.2 G. Superior"
"DOTA_Bracket_UpperBracketFinals"	"Final G. Superior"
"DOTA_Bracket_LowerBracketRound1"	"Rd.1 G. Inferior"
"DOTA_Bracket_LowerBracketRound2"	"Rd.2 G. Inferior"
"DOTA_Bracket_LowerBracketRound3"	"Rd.3 G. Inferior"
"DOTA_Bracket_LowerBracketRound4"	"Rd.4 G. Inferior"
"DOTA_Bracket_LowerBracketRound5"	"Rd.5 G. Inferior"
"DOTA_Bracket_LowerBracketFinals"	"Final G. Inferior"
"DOTA_Bracket_GrandFinals"	"Final"
"DOTA_Bracket_Winner"	"Vencedores"
"DOTA_Bracket_LoserGameA"	"Vencidos A"
"DOTA_Bracket_LoserGameB"	"Vencidos B"
"DOTA_Bracket_LoserGameC"	"Vencidos C"
"DOTA_Bracket_LoserGameD"	"Vencidos D"
"DOTA_Bracket_LoserGameE"	"Vencidos E"
"DOTA_Bracket_LoserGameF"	"Vencidos F"
"DOTA_Bracket_LoserGameG"	"Vencidos G"
"DOTA_Watch_Streams"	"Streams"
"dota_settings_fps_max"	"Máximo permitido de FPS"
"dota_settings_fps_max_tip"	"Valores mais elevados podem ser fornecidos com a opção de arranque +fps_max.\nValores acima do limite permitido irão desativar a barra."
"DOTA_EconItemSet_Tooltip_RaresTradeableAugust"	"Os itens Ultra-Raros podem ser trocados ou vendidos no Mercado a partir de 1 de agosto"
"dota_page_match_details_legend_hero_damage"	"DANO"
"dota_page_match_details_legend_hero_healing"	"CURA"
"dota_page_match_details_legend_hero_damage_tooltip"	"Dano causado a outros heróis"
"dota_page_match_details_legend_hero_healing_tooltip"	"Pontos de vida curados em heróis aliados"
"dota_page_match_details_legend_mmr_tooltip"	"Mudança de classificação"
"dota_page_match_details_leave"	"Sair da partida"
"DOTA_ChangeLog_Ti6BracketPredictions"	"Previsões dos grupos do International 2016"
"DOTA_ChangeLog_Ti6FantasyLeague"	"Desafio da Equipa de Sonho do International 2016"
"DOTA_ChangeLog_ImprovedSpectatorChat"	"Chat global de espectadores"
"DOTA_Popup_CardPack_Opening"	"A abrir pacote..."
"DOTA_Popup_CardPack_Model_TI6"	"Passe Batalha Outono 2016"
"DOTA_Popup_CardPack_Model_PackCount"	"Pacote Premium de 5 cartas de"
"DOTA_Popup_CardPack_Model_MainTitle"	"Jogadores"
"DOTA_Popup_CardPack_Model_SubTitle"	"Para usar na <i>Equipa de Sonho</i>"
"DOTA_Popup_CardPack_Model_MoreInfo"	"Contém uma carta <font color='#AEAEAE'>Prateada</font> ou <font color='#A97B2A'>Dourada</font> com atributos bónus"
"DOTA_PlayerCardsRecycleConfirmBodyInUse"	"Isto irá destruir a carta em troca de {i:card_dust_amount} partículas.<br><br><font color='#ff0000'>Esta carta está a ser usada na tua Equipa de Sonho!</font><br><br>Continuar?"
"DOTA_PlayerCardsPackUnopenedPacks"	"Pacotes por abrir"
"DOTA_PlayerCard_FantasyLabel"	"Usa cartas de jogadores na tua "
"DOTA_PlayerCard_RecycleDisabled"	"Esta carta não pode ser reciclada. Já foi usada num Plantel de Sonho de um dia bloqueado."
"DOTA_Compendium_Predictions_Least_Flexible_Team_Min"	"Equipa com <b>menos</b> heróis diferentes (mín. 10 partidas)"
"DOTA_TournamentGroup_Rank"	"Posição"
"DOTA_SpectatorLobby_AnyLanguage"	"Qualquer"
"DOTA_SpectatorLobby_WatchLiveMatch"	"Partida <span class=\"WatchingLive\">EM DIRETO</span>"
"DOTA_SpectatorLobby_WatchMatchReplay"	"<span class=\"WatchingReplay\">REPETIÇÃO</span>"
"DOTA_SpectatorLobby_WatchStream"	"<span class=\"WatchingStream\">STREAM</span> em direto"
"DOTA_SpectatorLobby_WatchNone"	"A decidir..."
"DOTA_SpectatorLobby_UnableToJoin"	"Não foi possível entrar no lobby. {s:error_message}"
"DOTA_SpectatorLobby_UnableToCreate"	"Atualmente não é possível criar um lobby."
"DOTA_SpectatorLobby_FailedToLeave"	"Não é possível sair deste lobby."
"DOTA_SpectatorLobbyWatchingResult_Success"	"Sucesso"
"DOTA_SpectatorLobbyWatchingResult_NoGameDetails"	"Não foi possível obter informações sobre a partida. Tenta de novo mais tarde."
"DOTA_SpectatorLobbyWatchingResult_NoLobby"	"Atualmente não estás num lobby de espectador."
"DOTA_SpectatorLobbyWatchingResult_NotConnected"	"Atualmente não estás conectado ao coordenador de partidas. Tenta de novo mais tarde."
"DOTA_SpectatorLobbyWatchingResult_NotLobbyLeader"	"Só o líder do lobby pode mudar o que o lobby está a ver."
"DOTA_SpectatorLobbyWatchingResult_Timeout"	"O tempo de espera esgotou-se ao tentar comunicar com o coordenador de partidas. Tenta de novo mais tarde."
"DOTA_SpectatorLobbyWatchingResult_GCRejected"	"O coordenador de partidas recusou o teu pedido para mudar o que o lobby está a ver."
"DOTA_SpectatorLobbyWatchingResult_Failed"	"Falha ao alterar o que o lobby está a ver."
"DOTA_FriendCount_Singular"	"1 amigo"
"DOTA_FriendCount_Plural"	"{d:friend_count} amigos"
"dota_settings_activate_window_on_hero_picking_start"	"Trazer Dota para 1º plano no início da fase de escolha"
"DOTA_Settings_Tooltip_Bringtofront_Picking"	"Se estiveres no ambiente de trabalho quando a fase de escolha de heróis começar, isto trará a janela do Dota 2 para a frente."
"DOTA_Notifications_ViewAll"	"Ver todas"
"DOTA_ChangeLog_View"	"Ver"
"DOTA_ChangeLog_Ti6MainEventPredictions"	"Previsões do torneio do International 2016"
