"lang"
{
	"Language"		"bulgarian"
		"DOTA_Tooltip_ability_item_shadow_wave_effect_potion_tooltip_max_targets_inc_dazzle"	"МАКС. ЦЕЛИ (ЛЕЧЕНИЕ):"
		"DOTA_Tooltip_ability_item_shadow_wave_effect_potion_damage_radius"	"РАДИУС НА ЩЕТИТЕ:"
		"DOTA_Tooltip_ability_item_shadow_wave_effect_potion_damage"		"ЛЕЧЕНИЕ/ЩЕТИ:"

		"DOTA_Tooltip_modifier_aghsfort_shadow_wave_effect_potion"				"Shadow Wave Reflex"
		"DOTA_Tooltip_modifier_aghsfort_shadow_wave_effect_potion_Description"	"Тази единица разполага с процедурен шанс за Shadow Wave, когато е атакувана."
		
		"DOTA_Tooltip_modifier_bonus_room_start"						"Бонус стая"
		"DOTA_Tooltip_modifier_bonus_room_start_Description"			"Заглушени и безмълвни. Продължете към бонуса!"

		"DOTA_Tooltip_Ability_item_aghsfort_refresher_shard"			"Refresher Shard"

		"DOTA_Tooltip_Ability_item_aghsfort_refresher_shard_Description"				"<h1>Употреба: Reset Cooldowns</h1> Нулира времената за изчакване на всичките Ви предмети и умения."
		"DOTA_Tooltip_Ability_item_aghsfort_refresher_shard_lore"					"През епохата на безкрайна битка, волята на безсмъртните възтържествувала без колебание."
		"DOTA_Tooltip_ability_item_aghsfort_refresher_shard_Note0"								"Refresher Shard може да се споделя."

		"DOTA_Tooltip_modifier_aghsfort_firefly"							"Pyromaniac"
		"DOTA_Tooltip_modifier_aghsfort_firefly_Description"				"Стъпките на тази единица оставят огнена следа."

		"DOTA_Tooltip_modifier_ascension_crit"								"Lucky Strike"
		"DOTA_Tooltip_modifier_ascension_crit_Description"					"%dMODIFIER_PROPERTY_TOOLTIP%%% шанс за нанасяне на %dMODIFIER_PROPERTY_TOOLTIP2%%% щети."

		"DOTA_Tooltip_modifier_ascension_magic_resist"						"Magical Fortitude"
		"DOTA_Tooltip_modifier_ascension_magic_resist_Description"			"Единицата разполага с %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% допълнителна магическа устойчивост."

		"DOTA_Tooltip_modifier_ascension_plasma_field_display"				"Galvanic Farewell"
		"DOTA_Tooltip_modifier_ascension_plasma_field_display_Description"	"Единицата изпълнява Plasma Field при смърт."

		"DOTA_Tooltip_modifier_ascension_flicker_display"					"Flicker"
		"DOTA_Tooltip_modifier_ascension_flicker_display_Description"		"Единицата се телепортира произволно и прочиства дебъфове от себе си."

		"DOTA_Tooltip_modifier_ascension_armor_sapping_display"				"Death Curse"
		"DOTA_Tooltip_modifier_ascension_armor_sapping_display_Description"	"Тази единица прилага дебъф към бронята на своя убиец."

		"DOTA_Tooltip_modifier_aghsfort_ascension_silence"					"Quiet, please!"
		"DOTA_Tooltip_modifier_aghsfort_ascension_silence_Description"		"Не може да изпълнява заклинания."

		"DOTA_Tooltip_modifier_aghsfort_ascension_silence_display"				"Quiet, please!"
		"DOTA_Tooltip_modifier_aghsfort_ascension_silence_display_Description"	"Единицата периодично заглушава играчите наблизо."

		"DOTA_Tooltip_modifier_aghsfort_ascension_magnetic_field_evasion"				"Living In A Bubble"
		"DOTA_Tooltip_modifier_aghsfort_ascension_magnetic_field_evasion_Description"	"Избягване на физически атаки, идващи извън балона."

		"DOTA_Tooltip_modifier_ascension_drunken_display"					"Drunken"
		"DOTA_Tooltip_modifier_ascension_drunken_display_Description"		"Единицата понякога става пияна, придобивайки скорост на движение, избягване и критичен удар."

		"DOTA_Tooltip_modifier_ascension_damage"							"Deadly"
		"DOTA_Tooltip_modifier_ascension_damage_Description"				"Единицата нанася още %dMODIFIER_PROPERTY_TOTALDAMAGEOUTGOING_PERCENTAGE%%% щети."

		"DOTA_Tooltip_modifier_ascension_attack_speed"						"Last Stand"
		"DOTA_Tooltip_modifier_ascension_attack_speed_Description"			"Скоростта на атака е увеличена от %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, докато здравето е ниско."

		"DOTA_Tooltip_modifier_ascension_magic_immunity"					"Avatar"
		"DOTA_Tooltip_modifier_ascension_magic_immunity_Description"		"Краткотраен магически имунитет, когато се поемат такива щети."

		"DOTA_Tooltip_modifier_ascension_armor"								"Thick Skinned"
		"DOTA_Tooltip_modifier_ascension_armor_Description"					"Бронята е увеличена с %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		"DOTA_Tooltip_modifier_ascension_armor_sapping"						"Death Curse"
		"DOTA_Tooltip_modifier_ascension_armor_sapping_Description"			"Бронята е намалена с %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% от убиването на вражески единици."

		"DOTA_Tooltip_modifier_ascension_embiggen"							"Glutton"
		"DOTA_Tooltip_modifier_ascension_embiggen_Description"				"Размерът е увеличен, стойността за обръщане е намалена, а скоростта на атака е забавена с %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% от убиване на вражески единици."

		"DOTA_Tooltip_modifier_ascension_heal_suppression_aura"				"Degen Field"
		"DOTA_Tooltip_modifier_ascension_heal_suppression_aura_Description"	"Намаляване на лечението на единиците наблизо с %dMODIFIER_PROPERTY_TOOLTIP%%%."

		"DOTA_Tooltip_modifier_ascension_heal_suppression"					"Degen Field"
		"DOTA_Tooltip_modifier_ascension_heal_suppression_Description"		"Лечението е намалено с %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		"DOTA_Tooltip_modifier_ascension_extra_fast"						"Surge"
		"DOTA_Tooltip_modifier_ascension_extra_fast_Description"			"%dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% увеличена скорост на движение и не може да бъде забавяно."

		"DOTA_Tooltip_modifier_ascension_vampiric"							"Vampiric"
		"DOTA_Tooltip_modifier_ascension_vampiric_Description"				"%dMODIFIER_PROPERTY_TOOLTIP%%% кражба на здраве."

		"DOTA_Tooltip_modifier_ascension_chilling_touch"					"Chilling Touch"
		"DOTA_Tooltip_modifier_ascension_chilling_touch_Description"		"Щетите от това създание забавят скоростта за движение на целта с %dMODIFIER_PROPERTY_TOOLTIP%%% за %fMODIFIER_PROPERTY_TOOLTIP% секунди. Множеството дебъфове се натрупват."

		"DOTA_Tooltip_modifier_ogre_magi_channelled_bloodlust"				"Magi's Bloodlust"
		"DOTA_Tooltip_modifier_ogre_magi_channelled_bloodlust_Description"	"Движи се и атакува по-бързо."

		"DOTA_Tooltip_modifier_battle_royale_damage"						"Aghanim's Disappointment"
		"DOTA_Tooltip_modifier_battle_royale_damage_Description"			"Ангажирайте се с текущата стая или понесете неговото недоволство!"

		"DOTA_Tooltip_modifier_sand_king_boss_caustic_finale"				"Caustic Finale"
		"DOTA_Tooltip_modifier_sand_king_boss_caustic_finale_Description"	"Всяко натрупване намалява бронята с 10%%."

		"DOTA_Tooltip_modifier_lifestealer_damage_counter"					"Brewing Rage"
		"DOTA_Tooltip_modifier_lifestealer_damage_counter_Description"		"Разяряване, когато поемете тежки щети в кратък период."

		"DOTA_Tooltip_modifier_lifestealer_enraged"					"Enraged"
		"DOTA_Tooltip_modifier_lifestealer_enraged_Description"		"Разполага със значително увеличена скорост на движение и атака."

		"DOTA_Tooltip_ability_morty_hop"							"Feed Cookie"
		"DOTA_Tooltip_ability_morty_hop_Description"				"Нахранете Morty с курабийка! Колкото по-дълго изпълнявате, толкова по-надалеч ще стигнете със скока!"

		"DOTA_Tooltip_modifier_urn_upheaval"						"Urn's Grip"
		"DOTA_Tooltip_modifier_urn_upheaval_Description"			"Скоростта на движение е значително намалена."
		
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_aghsfort"					"Jingu Mastery"
		"DOTA_Tooltip_ability_monkey_king_jingu_mastery_aghsfort_Description"		"<font color='#70EA72'>Активно умение.</font> Monkey King придобива четири заряда за атаки, които имат бонус щети и кражба на здраве."

		"DOTA_Tooltip_Ability_rock_golem_split_a"									"Crumble"
		"DOTA_Tooltip_ability_rock_golem_split_a_Description"						"Духът от Golem се прехвърля в частите на натрошеното му тяло."
		"DOTA_Tooltip_Ability_rock_golem_split_b"									"Crumble"
		"DOTA_Tooltip_ability_rock_golem_split_b_Description"						"Духът от Golem се прехвърля в частите на натрошеното му тяло."

		"DOTA_Tooltip_modifier_aghsfort_player_transform"					"Transformed"
		"DOTA_Tooltip_modifier_aghsfort_player_transform_Description"		"Същността Ви бива разкрита, така че да бъде видяна от всекиго. Не можете да се лекувате, да изпълнявате заклинания или да използвате предмети."

		"DOTA_Tooltip_modifier_bandit_archer_arrow_debuff"					"Sabaku Archer Arrow"
		"DOTA_Tooltip_modifier_bandit_archer_arrow_debuff_Description"		"Тази единица е повлияна от Break."

		"DOTA_Tooltip_modifier_aghsfort_venomancer_poison_nova"					"Poison Nova"
		"DOTA_Tooltip_modifier_aghsfort_venomancer_poison_nova_Description"		"Поемане на значителни несмъртоносни щети през време."

		"DOTA_Tooltip_modifier_aghsfort_venomancer_poison_sting"				"Poison Sting"
		"DOTA_Tooltip_modifier_aghsfort_venomancer_poison_sting_Description"	"Поемане на слаби щети през време."

		// Artifacts


		"DOTA_HUD_Curse_Lifted"												"{s:player_name} премахна Continuum Curse!"

		//--------------------------------------------------------------------------------------------------------------
		// AURAS
		//--------------------------------------------------------------------------------------------------------------
		"DOTA_Tooltip_ability_aghsfort_aura_reward_hp"							"Granite Aura"
		"DOTA_Tooltip_ability_aghsfort_aura_reward_hp_Description"				"Увеличава капацитета за здраве на близките единици."
		"DOTA_Tooltip_ability_aghsfort_aura_reward_hp_bonus_hp"					"%БОНУС ЗДРАВЕ:"

		"DOTA_Tooltip_ability_aghsfort_aura_reward_armor"						"Armadillo Aura"
		"DOTA_Tooltip_ability_aghsfort_aura_reward_armor_Description"			"Кожите на съюзниците Ви е втвърдена с повишена устойчивост към физически щети."
		"DOTA_Tooltip_ability_aghsfort_aura_reward_armor_bonus_armor"			"БОНУС БРОНЯ:"

		"DOTA_Tooltip_modifier_aghsfort_aura_reward_armor_bonus"							"Armadillo Aura"
		"DOTA_Tooltip_modifier_aghsfort_aura_reward_armor_bonus_Description"				"Предоставяне на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% допълнителна броня."

		"DOTA_Tooltip_ability_aghsfort_aura_reward_magic_resist"							"Magical Cloak"
		"DOTA_Tooltip_ability_aghsfort_aura_reward_magic_resist_Description"				"Магическо наметало, което увеличава магическата устойчивост."
		"DOTA_Tooltip_ability_aghsfort_aura_reward_magic_resist_bonus_magical_armor"		"МАГИЧЕСКА УСТОЙЧИВОСТ:"

		"DOTA_Tooltip_modifier_aghsfort_aura_reward_magic_resist_bonus"							"Magical Cloak"
		"DOTA_Tooltip_modifier_aghsfort_aura_reward_magic_resist_bonus_Description"				"Предоставяне на %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS% допълнителна магическа устойчивост."

		"DOTA_Tooltip_ability_aghsfort_aura_reward_crit_chance"							"Blademaster's Presence"
		"DOTA_Tooltip_ability_aghsfort_aura_reward_crit_chance_Description"				"Предоставя %crit_chance%%% шанс на съюзниците да нанесат критичен удар с %crit_multiplier%%% щети."
		"DOTA_Tooltip_ability_aghsfort_aura_reward_crit_chance_crit_chance"				"%ШАНС ЗА КРИТИЧЕН УДАР:"
		"DOTA_Tooltip_ability_aghsfort_aura_reward_crit_chance_crit_multiplier"			"КРИТИЧНИ ЩЕТИ:"

		"DOTA_Tooltip_modifier_aghsfort_reward_crit_aura_bonus"						"Blademaster's Presence"
		"DOTA_Tooltip_modifier_aghsfort_reward_crit_aura_bonus_Description"			"Добавя шанс всяка атака да нанася критичен удар."

		//--------------------------------------------------------------------------------------------------------------
		// TEMP BUFFS
		//--------------------------------------------------------------------------------------------------------------
		"DOTA_Tooltip_ability_aghsfort_tempbuff_corpse_explosion"						"Corpse Explosion"
		"DOTA_Tooltip_ability_aghsfort_tempbuff_corpse_explosion_aura_Description"			"Вражеските единици разполагат с шанс да експлодират в окървавена купчина, нанасяйки магически щети, еквивалентни на 25%% от макс. им здраве на единиците наблизо."
		"DOTA_Tooltip_ability_aghsfort_tempbuff_corpse_explosion_corpse_explosion_radius"		"РАДИУС НА ЕКСПЛОЗИЯТА:"
		"DOTA_Tooltip_ability_aghsfort_tempbuff_corpse_explosion_corpse_explosion_damage_pct"	"%МАКС. ЗДРАВЕ КЪМ ЩЕТИ:"
		"DOTA_Tooltip_ability_aghsfort_tempbuff_corpse_explosion_corpse_explosion_chance_pct"	"%ШАНС ЗА ЕКСПЛОЗИЯ:"

		"DOTA_Tooltip_modifier_aghsfort_tempbuff_corpse_explosion_aura"						"Corpse Explosion"
		"DOTA_Tooltip_modifier_aghsfort_tempbuff_corpse_explosion_aura_Description"			"Вражеските единици разполагат с шанс да експлодират в окървавена купчина, нанасяйки магически щети, еквивалентни на 25%% от макс. им здраве на единиците наблизо."

		"DOTA_Tooltip_modifier_aghsfort_tempbuff_corpse_explosion_debuff"						"Bloated Sensation"
		"DOTA_Tooltip_modifier_aghsfort_tempbuff_corpse_explosion_debuff_Description"			"Когато тази единица умре, има шанс да експлодира, нанасяйки магически щети, еквивалентни на 25%% от макс. ѝ здраве на единиците наблизо."

		//--------------------------------------------------------------------------------------------------------------
		// BLESSING MODIFIERS START
		//--------------------------------------------------------------------------------------------------------------

		"DOTA_Tooltip_modifier_blessing_armor"									"Armor Blessing"
		"DOTA_Tooltip_modifier_blessing_armor_Description"						"Предоставяне на %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS% допълнителна броня."
		
		"DOTA_Tooltip_modifier_blessing_attack_speed"							"Благодат за скорост на атака"
		"DOTA_Tooltip_modifier_blessing_attack_speed_Description"				"Предоставяне на %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT% скорост на атака."

		"DOTA_Tooltip_modifier_blessing_evasion"								"Благодат за избягване"
		"DOTA_Tooltip_modifier_blessing_evasion_Description"					"Предоставяне на %dMODIFIER_PROPERTY_EVASION_CONSTANT%%% избягване."

		"DOTA_Tooltip_modifier_blessing_mana_boost"								"Благодат за макс. мана"
		"DOTA_Tooltip_modifier_blessing_mana_boost_Description"					"Предоставяне на %dMODIFIER_PROPERTY_EXTRA_MANA_PERCENTAGE%%% макс. мана."

		"DOTA_Tooltip_modifier_blessing_health_boost"							"Благодат за макс. здраве"
		"DOTA_Tooltip_modifier_blessing_health_boost_Description"				"Предоставяне на %dMODIFIER_PROPERTY_EXTRA_HEALTH_PERCENTAGE%%% макс. здраве."

		"DOTA_Tooltip_modifier_blessing_magic_resist"							"Благодат за магическа устойчивост"
		"DOTA_Tooltip_modifier_blessing_magic_resist_Description"				"Предоставяне на %dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% магическа устойчивост."

		"DOTA_Tooltip_modifier_blessing_magic_damage_bonus"						"Благодат за усилване на заклинанията"
		"DOTA_Tooltip_modifier_blessing_magic_damage_bonus_Description"			"Предоставяне на %dMODIFIER_PROPERTY_SPELL_AMPLIFY_PERCENTAGE%%% усилване на заклинанията."

		"DOTA_Tooltip_modifier_blessing_damage_bonus"							"Благодат за бонус щети"
		"DOTA_Tooltip_modifier_blessing_damage_bonus_Description"				"Предоставяне на %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE% щети за атака (+%dMODIFIER_PROPERTY_TOOLTIP% за ниво)."

		"DOTA_Tooltip_modifier_blessing_movement_speed"							"Благодат за скорост на движение"
		"DOTA_Tooltip_modifier_blessing_movement_speed_Description"				"Предоставяне на %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% скорост за движение."

		"DOTA_Tooltip_modifier_blessing_damage_reflect"							"Отразяване на щети"
		"DOTA_Tooltip_modifier_blessing_damage_reflect_Description"				"Отразяване на %dMODIFIER_PROPERTY_TOOLTIP%%% от щетите обратно към атакуващия."

		"DOTA_Tooltip_modifier_blessing_spell_life_steal"						"Благодат за кражба на здраве от заклинания"
		"DOTA_Tooltip_modifier_blessing_spell_life_steal_Description"			"%dMODIFIER_PROPERTY_TOOLTIP%%% от нанасяните щети от заклинания се връщат като здраве."

		"DOTA_Tooltip_modifier_blessing_life_steal"								"Благодат за кражба на здраве"
		"DOTA_Tooltip_modifier_blessing_life_steal_Description"					"%dMODIFIER_PROPERTY_TOOLTIP%%% от нанасяните щети на атака се връщат като здраве."

		"DOTA_Tooltip_modifier_blessing_potion_dragon"							"Благодат за драконова отвара"
		"DOTA_Tooltip_modifier_blessing_potion_dragon_Description"				"Драконовите отвари Ви трансформират в Black Dragon. Увеличава щетите на атаката Ви с допълнителни %dMODIFIER_PROPERTY_TOOLTIP2% и косвените такива с още %dMODIFIER_PROPERTY_TOOLTIP%%%."

		"DOTA_Tooltip_modifier_blessing_potion_echo_slam"						"Благодат за Echo Slam отвара"
		"DOTA_Tooltip_modifier_blessing_potion_echo_slam_Description"			"Echo Slam отварите нанасят %dMODIFIER_PROPERTY_TOOLTIP% допълнителни Echo Slam щети."

		"DOTA_Tooltip_modifier_blessing_potion_torrent"							"Благодат за Torrent отвара"
		"DOTA_Tooltip_modifier_blessing_potion_torrent_Description"				"Torrent отварите разполагат с допълнителен %dMODIFIER_PROPERTY_TOOLTIP%%% шанс да породят порой, при поемане на щети."

		"DOTA_Tooltip_modifier_blessing_potion_ravage"							"Благодат за опустошителна отвара"
		"DOTA_Tooltip_modifier_blessing_potion_ravage_Description"				"Опустошителните отвари удрят враговете в допълнителен радиус от %dMODIFIER_PROPERTY_TOOLTIP%."

		"DOTA_Tooltip_modifier_blessing_potion_shadow_wave"						"Благодат за Shadow Wave отвара"
		"DOTA_Tooltip_modifier_blessing_potion_shadow_wave_Description"			"Shadow Wave отварите лекуват съюзниците и нанасят щети на враговете за допълнителни %dMODIFIER_PROPERTY_TOOLTIP%."

		"DOTA_Tooltip_modifier_blessing_potion_purification"					"Благодат за Purification отвара"
		"DOTA_Tooltip_modifier_blessing_potion_purification_Description"		"Пречистващите отвари нанасят на враговете в допълнителен радиус от %dMODIFIER_PROPERTY_TOOLTIP%."

		"DOTA_Tooltip_modifier_blessing_respawn_time_reduction"					"Благодат за намаляване на времето за прераждане"
		"DOTA_Tooltip_modifier_blessing_respawn_time_reduction_Description"		"Намаляване на времето за прераждане с %dMODIFIER_PROPERTY_TOOLTIP%%%."

		"DOTA_Tooltip_modifier_blessing_death_detonation"						"Посмъртна детонация"
		"DOTA_Tooltip_modifier_blessing_death_detonation_Description"			"Създава експлозия при смърт, нанасяйки %dMODIFIER_PROPERTY_TOOLTIP% щети за ниво в %dMODIFIER_PROPERTY_TOOLTIP2% радиус."

		"DOTA_Tooltip_modifier_blessing_strength"								"Бонус сила"
		"DOTA_Tooltip_modifier_blessing_strength_Description"					"Предоставяне на %dMODIFIER_PROPERTY_STATS_STRENGTH_BONUS% допълнителна сила."

		"DOTA_Tooltip_modifier_blessing_agility"								"Бонус ловкост"
		"DOTA_Tooltip_modifier_blessing_agility_Description"					"Предоставяне на %dMODIFIER_PROPERTY_STATS_AGILITY_BONUS% допълнителна ловкост."

		"DOTA_Tooltip_modifier_blessing_intelligence"							"Бонус интелект"
		"DOTA_Tooltip_modifier_blessing_intelligence_Description"				"Предоставяне на %dMODIFIER_PROPERTY_STATS_INTELLECT_BONUS% допълнителен интелект."

		"DOTA_Tooltip_modifier_blessing_potion_health"							"Благодат за лечебна отвара"
		"DOTA_Tooltip_modifier_blessing_potion_health_Description"				"Лечебните отвари Ви лекуват за допълнителни %dMODIFIER_PROPERTY_TOOLTIP%%% от Вашето макс. здраве."

		"DOTA_Tooltip_modifier_blessing_potion_mana"							"Благодат за мана отвара"
		"DOTA_Tooltip_modifier_blessing_potion_mana_Description"				"Мана отварите възстановяват допълнителни %dMODIFIER_PROPERTY_TOOLTIP%%% от макс. Ви мана."

		"DOTA_Tooltip_modifier_blessing_restore_mana"							"Благодат за мана при убийство"
		"DOTA_Tooltip_modifier_blessing_restore_mana_Description"				"Възстановяване на %dMODIFIER_PROPERTY_TOOLTIP% мана всеки път, когато убиете враг."

		"DOTA_Tooltip_modifier_blessing_respawn_invulnerability"				"Бонус време неуязвимост при прераждане"
		"DOTA_Tooltip_modifier_blessing_respawn_invulnerability_Description"	"Времето за неуязвимост след прераждане е увеличено с %dMODIFIER_PROPERTY_TOOLTIP% секунди."

		"DOTA_Tooltip_modifier_blessing_book_strength"							"Благодат за Book of Strength"
		"DOTA_Tooltip_modifier_blessing_book_strength_Description"				"Books of Strength предоставя %dMODIFIER_PROPERTY_TOOLTIP% допълнителна сила, когато се използват."

		"DOTA_Tooltip_modifier_blessing_book_agility"							"Благодат за Book of Agility"
		"DOTA_Tooltip_modifier_blessing_book_agility_Description"				"Books of Agility предоставят %dMODIFIER_PROPERTY_TOOLTIP% допълнителна ловкост, когато се използват."

		"DOTA_Tooltip_modifier_blessing_book_intelligence"						"Благодат за Book of Intelligence"
		"DOTA_Tooltip_modifier_blessing_book_intelligence_Description"			"Books of Intelligence предоставят %dMODIFIER_PROPERTY_TOOLTIP% допълнителен интелект, когато се използват."

 		//--------------------------------------------------------------------------------------------------------------
		// BLESSING MODIFIERS END
		//--------------------------------------------------------------------------------------------------------------

		//--------------------------------------------------------------------------------------------------------------
		// SHARD CONSUMABLES
		//--------------------------------------------------------------------------------------------------------------

		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_thunder_strike_flat_strikes"						"Thunder Strike — удари"
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_thunder_strike_flat_strikes_Description"			"<h1>Обикновен фрагмент от скиптър</h1>Увеличава броя нападения на Thunder Strike с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_thunder_strike_flat_strike_damage"				"Thunder Strike — щети"
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_thunder_strike_flat_strike_damage_Description"	"<h1>Обикновен фрагмент от скиптър</h1>Увеличава щетите на Thunder Strike с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_glimpse_flat_bonus_damage"						"Glimpse — бонус щети"
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_glimpse_flat_bonus_damage_Description"			"<h1>Обикновен фрагмент от скиптър</h1>Увеличава щетите на Glimpse Bonus с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_glimpse_flat_cast_radius"							"Glimpse — радиус"
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_glimpse_flat_cast_radius_Description"				"<h1>Обикновен фрагмент от скиптър</h1>Увеличава радиуса на Glimpse с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_kinetic_field_flat_duration"						"Kinetic Field — времетраене"
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_kinetic_field_flat_duration_Description"			"<h1>Обикновен фрагмент от скиптър</h1>Увеличава времетраенето на Kinetic Field с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_kinetic_field_formation_time"						"Kinetic Field — време за сформиране"
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_kinetic_field_formation_time_Description"			"<h1>Обикновен фрагмент от скиптър</h1>Намалява времето за формиране на Kinetic Field с %value%%."
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_static_storm_flat_duration"						"Static Storm — времетраене"
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_static_storm_flat_duration_Description"			"<h1>Обикновен фрагмент от скиптър</h1>Увеличава времетраенето на Static Storm с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_static_storm_flat_damage_max"						"Static Storm — макс. щети"
		"DOTA_Tooltip_Ability_item_aghsfort_disruptor_static_storm_flat_damage_max_Description"			"<h1>Обикновен фрагмент от скиптър</h1>Увеличава макс. щети на Static Storm с %value%."

		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_shockwave_flat_damage"							"Shockwave — щети"
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_shockwave_flat_damage_Description"				"<h1>Обикновен фрагмент от скиптър</h1>Увеличава щетите на Shockwave с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_shockwave_pct_mana_cost"							"Shockwave — нужна мана"
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_shockwave_pct_mana_cost_Description"				"<h1>Обикновен фрагмент от скиптър</h1>Намалява нужната мана за Shockwave с %value%%."
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_empower_flat_damage"								"Empower — щети"
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_empower_flat_damage_Description"					"<h1>Обикновен фрагмент от скиптър</h1>Увеличава щетите на Empower с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_empower_flat_cleave"								"Empower — разсичане"
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_empower_flat_cleave_Description"					"<h1>Обикновен фрагмент от скиптър</h1>Увеличава разсичането на Empower с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_skewer_flat_damage"								"Skewer — щети"
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_skewer_flat_damage_Description"					"<h1>Обикновен фрагмент от скиптър</h1>Увеличава щетите на Skewer с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_skewer_pct_cooldown"								"Skewer — време за изчакване"
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_skewer_pct_cooldown_Description"					"<h1>Обикновен фрагмент от скиптър</h1>Намалява времето за изчакване на Skewer с %value%%."
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_reverse_polarity_flat_damage"						"Reverse Polarity — щети"
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_reverse_polarity_flat_damage_Description"			"<h1>Обикновен фрагмент от скиптър</h1>Увеличава щетите на Reverse Polarity с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_reverse_polarity_flat_radius"						"Reverse Polarity — радиус"
		"DOTA_Tooltip_Ability_item_aghsfort_magnataur_reverse_polarity_flat_radius_Description"			"<h1>Обикновен фрагмент от скиптър</h1>Увеличава радиуса на Reverse Polarity с %value%."

		"DOTA_Tooltip_Ability_item_aghsfort_mars_spear_flat_damage"										"Spear of Mars — щети"
		"DOTA_Tooltip_Ability_item_aghsfort_mars_spear_flat_damage_Description"							"<h1>Обикновен фрагмент от скиптър</h1>Увеличава щетите на Spear of Mars с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_mars_spear_flat_stun_duration"								"Spear of Mars — времетраене на зашеметяването"
		"DOTA_Tooltip_Ability_item_aghsfort_mars_spear_flat_stun_duration_Description"					"<h1>Обикновен фрагмент от скиптър</h1>Увеличава времетраенето за зашеметяване на Spear of Mars с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_mars_gods_rebuke_percent_cooldown"							"God's Rebuke — време за изчакване"
		"DOTA_Tooltip_Ability_item_aghsfort_mars_gods_rebuke_percent_cooldown_Description"				"<h1>Обикновен фрагмент от скиптър</h1>Намалява времето за изчакване на God's Rebuke с %value%%."
		"DOTA_Tooltip_Ability_item_aghsfort_mars_gods_rebuke_flat_crit_mult"							"God's Rebuke — множител за критичния удар"
		"DOTA_Tooltip_Ability_item_aghsfort_mars_gods_rebuke_flat_crit_mult_Description"				"<h1>Обикновен фрагмент от скиптър</h1>Увеличава множителя за критичен ударна God's Rebuke с %value%."
		"DOTA_Tooltip_Ability_item_aghsfort_mars_bulwark_damage_reduction_front"						"Bulwark — понижаване на фронталните щети"
		"DOTA_Tooltip_Ability_item_aghsfort_mars_bulwark_damage_reduction_front_Description"			"<h1>Обикновен фрагмент от скиптър</h1>Увеличава понижаването на фронталните щети от Bulwark с %value%."
